#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_super_dark_Fe_9.001: FeXANES_GT15_super_dark_Fe_9.001
#------------------------------------------
# energy, FeXANES_GT15_super_dark_Fe_9.001
 7032.05000, -0.00142702
 7037.05000,  3.91417e-4
 7042.05000,  3.19134e-4
 7047.05000,  1.47980e-5
 7052.05000,  1.23358e-4
 7057.05000, -9.68059e-5
 7062.05000, -7.41630e-5
 7067.05000, -5.23749e-4
 7072.05000, -2.17387e-4
 7077.05000, -2.49765e-4
 7082.05000,  3.44246e-4
 7087.05000,  3.60334e-4
 7092.05000,  0.00159555
 7097.05000,  0.00240272
 7102.05000,  0.00566529
 7102.35000,  0.00566523
 7102.65000,  0.00605559
 7102.95000,  0.00639098
 7103.25000,  0.00647450
 7103.55000,  0.00702132
 7103.85000,  0.00740618
 7104.15000,  0.00758853
 7104.45000,  0.00780065
 7104.75000,  0.00802850
 7105.05000,  0.00839869
 7105.35000,  0.00883328
 7105.65000,  0.00888973
 7105.95000,  0.00983672
 7106.25000,  0.00978312
 7106.55000,  0.01054672
 7106.85000,  0.01077932
 7107.15000,  0.01160948
 7107.45000,  0.01270924
 7107.75000,  0.01291957
 7108.05000,  0.01333095
 7108.35000,  0.01403680
 7108.65000,  0.01476660
 7108.95000,  0.01540568
 7109.25000,  0.01808304
 7109.55000,  0.01943940
 7109.85000,  0.02219134
 7110.15000,  0.02504154
 7110.45000,  0.03059225
 7110.75000,  0.03580729
 7111.05000,  0.03953444
 7111.35000,  0.04386844
 7111.65000,  0.04624198
 7111.95000,  0.04792258
 7112.25000,  0.05117027
 7112.55000,  0.05348235
 7112.85000,  0.05514519
 7113.15000,  0.05619879
 7113.45000,  0.05621733
 7113.75000,  0.05591784
 7114.05000,  0.05643637
 7114.35000,  0.05511030
 7114.65000,  0.05562019
 7114.95000,  0.05741275
 7115.25000,  0.06103630
 7115.55000,  0.06783912
 7115.85000,  0.07411423
 7116.15000,  0.08463509
 7116.45000,  0.10091228
 7116.75000,  0.11373174
 7117.05000,  0.13193631
 7117.35000,  0.15122904
 7117.65000,  0.17877967
 7117.95000,  0.19714990
 7118.25000,  0.21631033
 7118.55000,  0.25103212
 7118.85000,  0.28874822
 7119.15000,  0.31739946
 7119.45000,  0.34734848
 7119.75000,  0.37567328
 7120.05000,  0.40483447
 7120.35000,  0.42553395
 7120.65000,  0.45252359
 7120.95000,  0.47848822
 7121.25000,  0.50157939
 7121.55000,  0.52513300
 7121.85000,  0.55576031
 7122.15000,  0.59647433
 7122.45000,  0.62648931
 7122.75000,  0.66808927
 7123.05000,  0.71249926
 7123.35000,  0.76557968
 7123.65000,  0.80923914
 7123.95000,  0.83862228
 7124.25000,  0.86779232
 7124.55000,  0.88151246
 7124.85000,  0.93149904
 7125.15000,  0.95539965
 7125.45000,  0.97516375
 7125.75000,  1.01397312
 7126.05000,  1.05287271
 7126.35000,  1.06803298
 7126.65000,  1.09889185
 7126.95000,  1.13069827
 7127.25000,  1.15851834
 7127.55000,  1.17396681
 7127.85000,  1.20052217
 7128.15000,  1.21874375
 7128.45000,  1.23219800
 7128.75000,  1.23855495
 7129.05000,  1.24799029
 7129.35000,  1.26174281
 7129.65000,  1.26877819
 7129.95000,  1.27445507
 7130.25000,  1.27087275
 7130.55000,  1.26934727
 7130.85000,  1.26854421
 7131.15000,  1.26263159
 7131.45000,  1.25455761
 7131.75000,  1.24967611
 7132.05000,  1.25051124
 7133.05000,  1.22115226
 7134.05000,  1.19136628
 7135.05000,  1.15027578
 7136.05000,  1.11386886
 7137.05000,  1.08930220
 7138.05000,  1.07376301
 7139.05000,  1.06369491
 7140.05000,  1.05152122
 7141.05000,  1.04133488
 7142.05000,  1.03057805
 7143.05000,  1.01715470
 7144.05000,  1.00564375
 7145.05000,  0.99140080
 7146.05000,  0.98908047
 7147.05000,  0.97538266
 7148.05000,  0.95992897
 7149.05000,  0.93836796
 7150.05000,  0.91583892
 7151.05000,  0.89448162
 7152.05000,  0.88514316
 7153.05000,  0.87649801
 7154.05000,  0.87383263
 7155.05000,  0.87422219
 7156.05000,  0.87817181
 7157.05000,  0.87780774
 7158.05000,  0.87856672
 7159.05000,  0.88456702
 7160.05000,  0.88640171
 7161.05000,  0.89322769
 7162.05000,  0.90437288
 7163.05000,  0.91591945
 7164.05000,  0.92302300
 7165.05000,  0.93138965
 7166.05000,  0.93710399
 7167.05000,  0.93885761
 7168.05000,  0.94860383
 7169.05000,  0.95833384
 7170.05000,  0.97421923
 7171.05000,  0.99529167
 7172.05000,  0.99994897
 7173.05000,  1.01450772
 7174.05000,  1.02407481
 7175.05000,  1.03151986
 7176.05000,  1.04303356
 7177.05000,  1.05571588
 7178.05000,  1.05661659
 7179.05000,  1.06341580
 7180.05000,  1.06922636
 7181.05000,  1.06808405
 7182.05000,  1.07001869
 7183.05000,  1.06485580
 7184.05000,  1.06285896
 7185.05000,  1.05955171
 7186.05000,  1.05537600
 7187.05000,  1.04808764
 7188.05000,  1.04533482
 7189.05000,  1.04135293
 7190.05000,  1.03862494
 7191.05000,  1.03269655
 7192.05000,  1.03211216
 7193.05000,  1.02610557
 7194.05000,  1.02786045
 7195.05000,  1.02789888
 7196.05000,  1.02060669
 7197.05000,  1.01881432
 7198.05000,  1.01153196
 7199.05000,  1.01048842
 7200.05000,  1.00880831
 7201.05000,  1.00390069
 7202.05000,  0.99542131
 7203.05000,  0.98945772
 7204.05000,  0.98456649
 7205.05000,  0.97735842
 7206.05000,  0.97016116
 7207.05000,  0.97061605
 7208.05000,  0.96742343
 7209.05000,  0.96453262
 7210.05000,  0.96439264
 7211.05000,  0.96259763
 7212.05000,  0.96309306
 7213.05000,  0.96590094
 7214.05000,  0.96557903
 7215.05000,  0.96709193
 7216.05000,  0.97352792
 7217.05000,  0.97228042
 7218.05000,  0.97516685
 7219.05000,  0.98174146
 7220.05000,  0.97957359
 7221.05000,  0.98443985
 7222.05000,  0.98730499
 7223.05000,  0.98596195
 7224.05000,  0.99365946
 7225.05000,  0.99735806
 7226.05000,  0.99915329
 7227.05000,  0.99300382
 7228.05000,  0.98861967
 7229.05000,  0.98419651
 7230.05000,  0.98568755
 7231.05000,  0.98395394
 7232.05000,  0.98146947
 7233.05000,  0.97963592
 7234.05000,  0.97414344
 7235.05000,  0.97501437
 7236.05000,  0.97602878
 7237.05000,  0.97564194
 7238.05000,  0.97824495
 7239.05000,  0.98113607
 7240.05000,  0.98225865
 7241.05000,  0.98621128
 7242.05000,  0.99050845
 7243.05000,  0.99525673
 7244.05000,  0.99901903
 7245.05000,  1.00321697
 7246.05000,  1.00726229
 7247.05000,  1.00861901
 7248.05000,  1.01450693
 7249.05000,  1.01317580
 7250.05000,  1.01431092
 7251.05000,  1.01533624
 7252.05000,  1.01697502
 7253.05000,  1.02722737
 7254.05000,  1.03915327
 7255.05000,  1.05008921
 7256.05000,  1.04192117
 7257.05000,  1.04125746
 7258.05000,  1.04297058
 7259.05000,  1.03200048
 7260.05000,  1.02527745
 7261.05000,  1.02922436
 7262.05000,  1.02851197
 7263.05000,  1.02713609
 7264.05000,  1.03828182
 7265.05000,  1.02042207
 7266.05000,  1.01468750
 7267.05000,  1.01421500
 7268.05000,  1.02118995
 7269.05000,  1.01303467
 7270.05000,  1.01966227
 7271.05000,  1.02383666
 7272.05000,  1.03046455
 7273.05000,  1.02881817
 7274.05000,  1.02338924
 7275.05000,  1.02824453
 7276.05000,  1.02598590
 7277.05000,  1.02440532
 7278.05000,  1.02418994
 7279.05000,  1.01541431
 7280.05000,  1.02353856
 7281.05000,  1.02119141
 7282.05000,  1.02238571
 7283.05000,  1.02247595
 7284.05000,  1.02044962
 7285.05000,  1.01384386
 7286.05000,  1.01037750
 7287.05000,  1.00862366
 7288.05000,  1.00634687
 7289.05000,  1.00380366
 7290.05000,  1.00173679
 7291.05000,  0.99825158
 7292.05000,  0.99590175
 7293.05000,  0.99366727
 7294.05000,  0.99048159
 7295.05000,  0.99140467
 7296.05000,  0.99259878
 7297.05000,  0.99043740
 7298.05000,  0.98293919
 7299.05000,  0.97710039
 7300.05000,  0.97151077
 7301.05000,  0.97382682
 7302.05000,  0.97264252
 7303.05000,  0.97323688
 7304.05000,  0.96868021
 7305.05000,  0.96899262
 7306.05000,  0.96999886
 7307.05000,  0.96820168
 7308.05000,  0.96856958
 7309.05000,  0.97008766
 7310.05000,  0.96409138
 7311.05000,  0.96899757
 7312.05000,  0.96264484
