#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky_nodule_Fe_2.001: FeXANES_GT5_flaky_nodule_Fe_2.001
#------------------------------------------
# energy, FeXANES_GT5_flaky_nodule_Fe_2.001
 7032.05000,  7.49269e-4
 7037.05000,  4.78761e-4
 7042.05000,  2.50840e-4
 7047.05000, -1.31849e-5
 7052.05000, -1.77952e-4
 7057.05000, -3.15721e-4
 7062.05000, -3.27550e-4
 7067.05000, -1.84975e-4
 7072.05000, -4.03647e-4
 7077.05000, -2.00950e-4
 7082.05000,  1.90788e-4
 7087.05000,  7.03591e-4
 7092.05000,  9.85646e-4
 7097.05000,  0.00300286
 7102.05000,  0.00766157
 7102.35000,  0.00771087
 7102.65000,  0.00801801
 7102.95000,  0.00835416
 7103.25000,  0.00892899
 7103.55000,  0.00915393
 7103.85000,  0.00975348
 7104.15000,  0.01019978
 7104.45000,  0.01012718
 7104.75000,  0.01094341
 7105.05000,  0.01136770
 7105.35000,  0.01183595
 7105.65000,  0.01297062
 7105.95000,  0.01358562
 7106.25000,  0.01413048
 7106.55000,  0.01539638
 7106.85000,  0.01635134
 7107.15000,  0.01752872
 7107.45000,  0.01927793
 7107.75000,  0.02054012
 7108.05000,  0.02252271
 7108.35000,  0.02614210
 7108.65000,  0.02827640
 7108.95000,  0.03180749
 7109.25000,  0.03426044
 7109.55000,  0.04721230
 7109.85000,  0.05965048
 7110.15000,  0.07272306
 7110.45000,  0.09356861
 7110.75000,  0.11827783
 7111.05000,  0.14111539
 7111.35000,  0.15609105
 7111.65000,  0.17599997
 7111.95000,  0.19099664
 7112.25000,  0.20524132
 7112.55000,  0.22013005
 7112.85000,  0.23211033
 7113.15000,  0.23919013
 7113.45000,  0.24965456
 7113.75000,  0.25466594
 7114.05000,  0.26095091
 7114.35000,  0.26517729
 7114.65000,  0.27094094
 7114.95000,  0.27553972
 7115.25000,  0.28565996
 7115.55000,  0.28985886
 7115.85000,  0.30265188
 7116.15000,  0.30816323
 7116.45000,  0.32303870
 7116.75000,  0.33327301
 7117.05000,  0.35086053
 7117.35000,  0.36470040
 7117.65000,  0.37307009
 7117.95000,  0.40356849
 7118.25000,  0.41852959
 7118.55000,  0.44174611
 7118.85000,  0.45694677
 7119.15000,  0.48618447
 7119.45000,  0.50523426
 7119.75000,  0.52837897
 7120.05000,  0.55249762
 7120.35000,  0.57604425
 7120.65000,  0.59721414
 7120.95000,  0.61418444
 7121.25000,  0.63203525
 7121.55000,  0.65419827
 7121.85000,  0.67137666
 7122.15000,  0.69329386
 7122.45000,  0.71360114
 7122.75000,  0.73453559
 7123.05000,  0.75544373
 7123.35000,  0.77267384
 7123.65000,  0.79641482
 7123.95000,  0.80940380
 7124.25000,  0.83545281
 7124.55000,  0.84195904
 7124.85000,  0.87103884
 7125.15000,  0.88534772
 7125.45000,  0.90373921
 7125.75000,  0.92298223
 7126.05000,  0.93098593
 7126.35000,  0.95293344
 7126.65000,  0.97254330
 7126.95000,  0.99735867
 7127.25000,  1.01435191
 7127.55000,  1.03289133
 7127.85000,  1.05240745
 7128.15000,  1.06772547
 7128.45000,  1.08337775
 7128.75000,  1.09494091
 7129.05000,  1.10456411
 7129.35000,  1.11539551
 7129.65000,  1.12251314
 7129.95000,  1.12141895
 7130.25000,  1.12782426
 7130.55000,  1.12472682
 7130.85000,  1.11997362
 7131.15000,  1.11895218
 7131.45000,  1.11126857
 7131.75000,  1.10679486
 7132.05000,  1.10536877
 7133.05000,  1.07574713
 7134.05000,  1.04774303
 7135.05000,  1.02531517
 7136.05000,  1.00660010
 7137.05000,  1.00184937
 7138.05000,  0.99995877
 7139.05000,  0.99856848
 7140.05000,  1.00026844
 7141.05000,  0.99840626
 7142.05000,  0.99058372
 7143.05000,  0.98724256
 7144.05000,  0.98725679
 7145.05000,  0.98231509
 7146.05000,  0.98645943
 7147.05000,  0.98461267
 7148.05000,  0.98444772
 7149.05000,  0.98318435
 7150.05000,  0.98060724
 7151.05000,  0.97446660
 7152.05000,  0.97408071
 7153.05000,  0.96837944
 7154.05000,  0.96822529
 7155.05000,  0.96691319
 7156.05000,  0.95717848
 7157.05000,  0.95689157
 7158.05000,  0.95667008
 7159.05000,  0.95536089
 7160.05000,  0.95861116
 7161.05000,  0.95724970
 7162.05000,  0.96216714
 7163.05000,  0.95934083
 7164.05000,  0.95974311
 7165.05000,  0.96201029
 7166.05000,  0.96858896
 7167.05000,  0.96990083
 7168.05000,  0.97611126
 7169.05000,  0.97959095
 7170.05000,  0.98199917
 7171.05000,  0.98570191
 7172.05000,  0.98194138
 7173.05000,  0.98468163
 7174.05000,  0.98273502
 7175.05000,  0.98357269
 7176.05000,  0.98211884
 7177.05000,  0.97876827
 7178.05000,  0.97518137
 7179.05000,  0.98297733
 7180.05000,  0.97985447
 7181.05000,  0.98038417
 7182.05000,  0.97975560
 7183.05000,  0.98102711
 7184.05000,  0.98485521
 7185.05000,  0.98807197
 7186.05000,  0.99352916
 7187.05000,  0.99800195
 7188.05000,  1.00179663
 7189.05000,  1.00332366
 7190.05000,  1.00853571
 7191.05000,  1.01114714
 7192.05000,  1.01174552
 7193.05000,  1.01269819
 7194.05000,  1.01598503
 7195.05000,  1.01717875
 7196.05000,  1.01439663
 7197.05000,  1.01072913
 7198.05000,  1.00461093
 7199.05000,  1.00189889
 7200.05000,  0.99029080
 7201.05000,  0.98924421
 7202.05000,  0.98111057
 7203.05000,  0.97351050
 7204.05000,  0.97221891
 7205.05000,  0.96852199
 7206.05000,  0.96825058
 7207.05000,  0.96861810
 7208.05000,  0.96727375
 7209.05000,  0.97224580
 7210.05000,  0.97970062
 7211.05000,  0.98640223
 7212.05000,  1.00205179
 7213.05000,  1.01082446
 7214.05000,  1.02105775
 7215.05000,  1.03257269
 7216.05000,  1.04704147
 7217.05000,  1.05190305
 7218.05000,  1.05777181
 7219.05000,  1.06435635
 7220.05000,  1.06780014
 7221.05000,  1.07225119
 7222.05000,  1.06326959
 7223.05000,  1.06219522
 7224.05000,  1.05100637
 7225.05000,  1.04016453
 7226.05000,  1.02824947
 7227.05000,  1.01407091
 7228.05000,  1.00606898
 7229.05000,  1.00106787
 7230.05000,  0.99350488
 7231.05000,  0.98523394
 7232.05000,  0.97649605
 7233.05000,  0.96472385
 7234.05000,  0.96009498
 7235.05000,  0.95556273
 7236.05000,  0.95063249
 7237.05000,  0.94757859
 7238.05000,  0.94493020
 7239.05000,  0.94731837
 7240.05000,  0.94690062
 7241.05000,  0.94906575
 7242.05000,  0.95004155
 7243.05000,  0.95500834
 7244.05000,  0.95637407
 7245.05000,  0.96298810
 7246.05000,  0.96563370
 7247.05000,  0.96721638
 7248.05000,  0.97047314
 7249.05000,  0.96704716
 7250.05000,  0.97210329
 7251.05000,  0.97193123
 7252.05000,  0.97472920
 7253.05000,  0.97375504
 7254.05000,  0.97048569
 7255.05000,  0.97749070
 7256.05000,  0.96977665
 7257.05000,  0.97483472
 7258.05000,  0.97988226
 7259.05000,  0.98314483
 7260.05000,  0.97661115
 7261.05000,  0.98386707
 7262.05000,  0.99418731
 7263.05000,  0.99797223
 7264.05000,  0.98634353
 7265.05000,  0.96742632
 7266.05000,  0.99041891
 7267.05000,  0.99875242
 7268.05000,  1.00875991
 7269.05000,  1.00209718
 7270.05000,  1.00892699
 7271.05000,  1.01294473
 7272.05000,  1.01864022
 7273.05000,  1.02111101
 7274.05000,  1.02211328
 7275.05000,  1.02208666
