#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky_nodule_Fe_2.001: FeXANES_GT5_flaky_nodule_Fe_2.001
#------------------------------------------
# energy, FeXANES_GT5_flaky_nodule_Fe_2.001
 7276.05000,  1.02493202
 7277.05000,  1.02635254
 7278.05000,  1.02693819
 7279.05000,  1.02679409
 7280.05000,  1.02492159
 7281.05000,  1.02467492
 7282.05000,  1.02479386
 7283.05000,  1.02985092
 7284.05000,  1.02982824
 7285.05000,  1.03246485
 7286.05000,  1.03266457
 7287.05000,  1.03269818
 7288.05000,  1.03270329
 7289.05000,  1.03682889
 7290.05000,  1.03505447
 7291.05000,  1.02923983
 7292.05000,  1.02858403
 7293.05000,  1.02485856
 7294.05000,  1.02106035
 7295.05000,  1.01662122
 7296.05000,  1.01216475
 7297.05000,  1.01103583
 7298.05000,  1.00409154
 7299.05000,  1.00247831
 7300.05000,  1.00030085
 7301.05000,  0.99320283
 7302.05000,  0.98492016
 7303.05000,  0.98628995
 7304.05000,  0.98644280
 7305.05000,  0.98257886
 7306.05000,  0.98308889
 7307.05000,  0.98099336
 7308.05000,  0.97707668
 7309.05000,  0.97720878
 7310.05000,  0.97523690
 7311.05000,  0.97659054
 7312.05000,  0.97513202
