#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_FeTiXRD_striated2_4.001: FeXANES_GT15_FeTiXRD_striated2_4.001
#------------------------------------------
# energy, FeXANES_GT15_FeTiXRD_striated2_4.001
 7250.05000,  1.00283430
 7251.05000,  1.00186078
 7252.05000,  1.00386939
 7253.05000,  1.00276362
 7254.05000,  1.00319022
 7255.05000,  1.01066313
 7256.05000,  1.00247878
 7257.05000,  1.00627112
 7258.05000,  1.00694881
 7259.05000,  1.00865047
 7260.05000,  1.00656702
 7261.05000,  1.01090953
 7262.05000,  1.01326207
 7263.05000,  1.02900174
 7264.05000,  1.03958801
 7265.05000,  1.00975322
 7266.05000,  1.01135884
 7267.05000,  1.00644003
 7268.05000,  1.00912383
 7269.05000,  1.00051759
 7270.05000,  1.00280677
 7271.05000,  1.00635383
 7272.05000,  1.01028957
 7273.05000,  1.00738221
 7274.05000,  1.00302010
 7275.05000,  1.00457135
 7276.05000,  1.00302761
 7277.05000,  1.00263773
 7278.05000,  1.00098298
 7279.05000,  1.00260634
 7280.05000,  1.00296892
 7281.05000,  1.00325740
 7282.05000,  1.00032872
 7283.05000,  1.00299769
 7284.05000,  1.00097608
 7285.05000,  1.00082957
 7286.05000,  1.00087283
 7287.05000,  0.99956376
 7288.05000,  0.99813534
 7289.05000,  0.99704038
 7290.05000,  0.99966578
 7291.05000,  0.99765930
 7292.05000,  0.99756169
 7293.05000,  0.99757207
 7294.05000,  0.99665653
 7295.05000,  0.99620168
 7296.05000,  0.99443421
 7297.05000,  0.99510567
 7298.05000,  0.99480018
 7299.05000,  0.99321993
 7300.05000,  0.99205137
 7301.05000,  0.99152685
 7302.05000,  0.99076146
 7303.05000,  0.98909997
 7304.05000,  0.98621925
 7305.05000,  0.98860992
 7306.05000,  0.98892910
 7307.05000,  0.98894670
 7308.05000,  0.98649948
 7309.05000,  0.98795709
 7310.05000,  0.98668673
 7311.05000,  0.98492825
 7312.05000,  0.98609960
