#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_FeTiXRD_striated2_5.001: FeXANES_GT15_FeTiXRD_striated2_5.001
#------------------------------------------
# energy, FeXANES_GT15_FeTiXRD_striated2_5.001
 7129.95000,  1.13090800
 7130.25000,  1.13044102
 7130.55000,  1.13245000
 7130.85000,  1.12959695
 7131.15000,  1.13391607
 7131.45000,  1.13548538
 7131.75000,  1.13509748
 7132.05000,  1.13739083
 7133.05000,  1.13682586
 7134.05000,  1.11847596
 7135.05000,  1.10767285
 7136.05000,  1.10078033
 7137.05000,  1.08243948
 7138.05000,  1.07835661
 7139.05000,  1.06976867
 7140.05000,  1.05233263
 7141.05000,  1.04418673
 7142.05000,  1.03255550
 7143.05000,  1.02576054
 7144.05000,  1.02399830
 7145.05000,  1.02441018
 7146.05000,  1.02275416
 7147.05000,  1.02425758
 7148.05000,  1.01507783
 7149.05000,  1.00368530
 7150.05000,  0.99966250
 7151.05000,  0.98620208
 7152.05000,  0.98291670
 7153.05000,  0.97621767
 7154.05000,  0.96744533
 7155.05000,  0.96543511
 7156.05000,  0.96262823
 7157.05000,  0.95459221
 7158.05000,  0.95323050
 7159.05000,  0.95378180
 7160.05000,  0.94994456
 7161.05000,  0.95358970
 7162.05000,  0.95567629
 7163.05000,  0.95976228
 7164.05000,  0.96192992
 7165.05000,  0.96127074
 7166.05000,  0.96835268
 7167.05000,  0.97008180
 7168.05000,  0.97590749
 7169.05000,  0.98131173
 7170.05000,  0.98779509
 7171.05000,  0.98990879
 7172.05000,  0.99948394
 7173.05000,  1.00417238
 7174.05000,  1.01381252
 7175.05000,  1.02237193
 7176.05000,  1.02228665
 7177.05000,  1.02889955
 7178.05000,  1.02995080
 7179.05000,  1.03053686
 7180.05000,  1.03164022
 7181.05000,  1.03278239
 7182.05000,  1.03368056
 7183.05000,  1.03424381
 7184.05000,  1.03263576
 7185.05000,  1.02944771
 7186.05000,  1.03062290
 7187.05000,  1.02857586
 7188.05000,  1.02686690
 7189.05000,  1.02742170
 7190.05000,  1.02764276
 7191.05000,  1.02441643
 7192.05000,  1.02272089
 7193.05000,  1.02143964
 7194.05000,  1.01664983
 7195.05000,  1.01541014
 7196.05000,  1.01211850
 7197.05000,  1.01105161
 7198.05000,  1.00845125
 7199.05000,  1.00802753
 7200.05000,  1.00843404
 7201.05000,  1.00504588
 7202.05000,  1.00072138
 7203.05000,  0.99849125
 7204.05000,  0.99696720
 7205.05000,  0.99416641
 7206.05000,  0.99414588
 7207.05000,  0.99381632
 7208.05000,  0.99114073
 7209.05000,  0.99140715
 7210.05000,  0.99085706
 7211.05000,  0.99088628
 7212.05000,  0.99041733
 7213.05000,  0.99267721
 7214.05000,  0.99140655
 7215.05000,  0.99395340
 7216.05000,  0.99483541
 7217.05000,  0.99375346
 7218.05000,  0.99782531
 7219.05000,  0.99942525
 7220.05000,  0.99864452
 7221.05000,  1.00065658
 7222.05000,  1.00375335
 7223.05000,  1.00498076
 7224.05000,  1.00358158
 7225.05000,  1.00427978
 7226.05000,  1.00277335
 7227.05000,  1.00345992
 7228.05000,  1.00304315
 7229.05000,  1.00183920
 7230.05000,  1.00008062
 7231.05000,  0.99791359
 7232.05000,  0.99826827
 7233.05000,  0.99710687
 7234.05000,  0.99625354
 7235.05000,  0.99972416
 7236.05000,  0.99765953
 7237.05000,  1.00063473
 7238.05000,  0.99994167
 7239.05000,  1.00093569
 7240.05000,  0.99861702
 7241.05000,  0.99520595
 7242.05000,  0.99954414
 7243.05000,  0.99835956
 7244.05000,  0.99595281
 7245.05000,  0.99671901
 7246.05000,  0.99579479
 7247.05000,  1.00283621
 7248.05000,  0.99711262
 7249.05000,  0.99265183
 7250.05000,  0.99303344
 7251.05000,  0.99363804
 7252.05000,  0.99327102
 7253.05000,  0.99519691
 7254.05000,  1.00035181
 7255.05000,  1.00800685
 7256.05000,  0.99872836
 7257.05000,  0.99834842
 7258.05000,  1.00200949
 7259.05000,  1.00732056
 7260.05000,  1.00350851
 7261.05000,  1.00666339
 7262.05000,  1.01525423
 7263.05000,  1.04243430
 7264.05000,  1.04587170
 7265.05000,  1.01100502
 7266.05000,  1.00934170
 7267.05000,  1.00739522
 7268.05000,  1.01662115
 7269.05000,  1.00591094
 7270.05000,  1.00610271
 7271.05000,  1.00880572
 7272.05000,  1.00897432
 7273.05000,  1.00933516
 7274.05000,  1.00352863
 7275.05000,  1.00253404
 7276.05000,  1.00135977
 7277.05000,  1.00077267
 7278.05000,  1.00176428
 7279.05000,  1.00164654
 7280.05000,  1.00519692
 7281.05000,  1.00113000
 7282.05000,  0.99645388
 7283.05000,  1.00122273
 7284.05000,  0.99716873
 7285.05000,  0.99854669
 7286.05000,  0.99898403
 7287.05000,  0.99599177
 7288.05000,  0.99785824
 7289.05000,  0.99658385
 7290.05000,  0.99537980
 7291.05000,  0.99854608
 7292.05000,  0.99770179
 7293.05000,  0.99898390
 7294.05000,  0.99825314
 7295.05000,  0.99406847
 7296.05000,  0.99716125
 7297.05000,  0.99232094
 7298.05000,  0.99336720
 7299.05000,  0.99325844
 7300.05000,  0.99290343
 7301.05000,  0.99031529
 7302.05000,  0.99448390
 7303.05000,  0.99233956
 7304.05000,  0.98661977
 7305.05000,  0.99245131
 7306.05000,  0.98879696
 7307.05000,  0.98951090
 7308.05000,  0.98889585
 7309.05000,  0.98706916
 7310.05000,  0.98630291
 7311.05000,  0.98438991
 7312.05000,  0.98572970
