#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_Fe_Flaky1_3.001: FeXANES_GT5_Fe_Flaky1_3.001
#------------------------------------------
# energy, FeXANES_GT5_Fe_Flaky1_3.001
 7193.05000,  1.02340852
 7194.05000,  1.01962087
 7195.05000,  1.01459418
 7196.05000,  1.01477222
 7197.05000,  1.00886527
 7198.05000,  1.00700105
 7199.05000,  1.00444743
 7200.05000,  1.00031758
 7201.05000,  0.99677869
 7202.05000,  0.99465677
 7203.05000,  0.99139484
 7204.05000,  0.99006947
 7205.05000,  0.98953364
 7206.05000,  0.99071871
 7207.05000,  0.98940379
 7208.05000,  0.99005346
 7209.05000,  0.99082155
 7210.05000,  0.99016751
 7211.05000,  0.99658588
 7212.05000,  0.99361965
 7213.05000,  0.99465234
 7214.05000,  0.99264991
 7215.05000,  0.99708663
 7216.05000,  0.99778138
 7217.05000,  1.00114831
 7218.05000,  1.00149507
 7219.05000,  1.00301930
 7220.05000,  1.00325169
 7221.05000,  1.00213200
 7222.05000,  1.00348261
 7223.05000,  1.00469176
 7224.05000,  1.00597750
 7225.05000,  1.00528469
 7226.05000,  1.00524051
 7227.05000,  1.00741333
 7228.05000,  1.00197262
 7229.05000,  1.00181134
 7230.05000,  1.00096786
 7231.05000,  1.00126368
 7232.05000,  0.99917448
 7233.05000,  1.00021272
 7234.05000,  0.99713175
 7235.05000,  0.99686337
 7236.05000,  0.99531977
 7237.05000,  0.99301362
 7238.05000,  0.99183486
 7239.05000,  0.98991165
 7240.05000,  0.99124936
 7241.05000,  0.99046205
 7242.05000,  0.98994887
 7243.05000,  0.99280019
 7244.05000,  0.99328184
 7245.05000,  0.98962220
 7246.05000,  0.99351191
 7247.05000,  0.99765237
 7248.05000,  0.99488503
 7249.05000,  0.99528423
 7250.05000,  0.99777945
 7251.05000,  0.99267294
 7252.05000,  0.99589933
 7253.05000,  0.99695147
 7254.05000,  1.00205764
 7255.05000,  1.01272375
 7256.05000,  0.99740192
 7257.05000,  1.00143964
 7258.05000,  1.01083099
 7259.05000,  1.01263549
 7260.05000,  1.00197554
 7261.05000,  1.01608858
 7262.05000,  1.01948006
 7263.05000,  1.05172698
 7264.05000,  1.05608555
 7265.05000,  0.96738676
 7266.05000,  1.01395226
 7267.05000,  1.01206567
 7268.05000,  1.02163458
 7269.05000,  1.01504328
 7270.05000,  1.01170552
 7271.05000,  1.01570728
 7272.05000,  1.01962768
 7273.05000,  1.01602334
 7274.05000,  1.00957331
 7275.05000,  1.00951096
 7276.05000,  1.00832060
 7277.05000,  1.00885868
 7278.05000,  1.00401018
 7279.05000,  1.00667208
 7280.05000,  1.00989664
 7281.05000,  0.99990403
 7282.05000,  1.00040383
 7283.05000,  1.00114349
 7284.05000,  0.99967056
 7285.05000,  0.99450985
 7286.05000,  0.99741592
 7287.05000,  0.99730351
 7288.05000,  0.99721271
 7289.05000,  0.99306669
 7290.05000,  0.99298355
 7291.05000,  0.99226973
 7292.05000,  0.99314984
 7293.05000,  0.98935066
 7294.05000,  0.98832806
 7295.05000,  0.98765354
 7296.05000,  0.98544706
 7297.05000,  0.98624581
 7298.05000,  0.98805705
 7299.05000,  0.98670070
 7300.05000,  0.98732492
 7301.05000,  0.98932247
 7302.05000,  0.98737698
 7303.05000,  0.98673061
 7304.05000,  0.98799634
 7305.05000,  0.98585024
 7306.05000,  0.98508771
 7307.05000,  0.98579565
 7308.05000,  0.98353825
 7309.05000,  0.98583115
 7310.05000,  0.98621181
 7311.05000,  0.98621987
 7312.05000,  0.98504271
