#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_Fe_14.001: FeXANES_GT5_flaky2_Fe_14.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_Fe_14.001
 7032.05000,  4.73157e-4
 7037.05000,  8.53711e-4
 7042.05000,  4.26663e-4
 7047.05000,  2.55046e-4
 7052.05000, -3.67909e-4
 7057.05000, -4.26091e-4
 7062.05000, -9.27275e-4
 7067.05000, -7.30524e-4
 7072.05000, -4.96837e-4
 7077.05000, -2.57864e-4
 7082.05000,  2.79181e-4
 7087.05000,  0.00139190
 7092.05000,  0.00243833
 7097.05000,  0.00491250
 7102.05000,  0.00633860
 7102.35000,  0.01089719
 7102.65000,  0.01123578
 7102.95000,  0.01163121
 7103.25000,  0.01218431
 7103.55000,  0.01244743
 7103.85000,  0.01332477
 7104.15000,  0.01389625
 7104.45000,  0.01426760
 7104.75000,  0.01482267
 7105.05000,  0.01563317
 7105.35000,  0.01594199
 7105.65000,  0.01683794
 7105.95000,  0.01695327
 7106.25000,  0.01832959
 7106.55000,  0.01914180
 7106.85000,  0.02003363
 7107.15000,  0.02121296
 7107.45000,  0.02279611
 7107.75000,  0.02424978
 7108.05000,  0.02482284
 7108.35000,  0.02664832
 7108.65000,  0.02837267
 7108.95000,  0.03095066
 7109.25000,  0.03466689
 7109.55000,  0.03924124
 7109.85000,  0.04470319
 7110.15000,  0.05290253
 7110.45000,  0.06086080
 7110.75000,  0.07606210
 7111.05000,  0.08493901
 7111.35000,  0.09688222
 7111.65000,  0.11116056
 7111.95000,  0.11546083
 7112.25000,  0.14348313
 7112.55000,  0.15481073
 7112.85000,  0.16717640
 7113.15000,  0.16687896
 7113.45000,  0.16501897
 7113.75000,  0.16367592
 7114.05000,  0.16717771
 7114.35000,  0.17294221
 7114.65000,  0.18014694
 7114.95000,  0.18595564
 7115.25000,  0.19638217
 7115.55000,  0.20266378
 7115.85000,  0.21082839
 7116.15000,  0.22619172
 7116.45000,  0.24284075
 7116.75000,  0.26354981
 7117.05000,  0.28102965
 7117.35000,  0.31076196
 7117.65000,  0.33525649
 7117.95000,  0.35753762
 7118.25000,  0.39764558
 7118.55000,  0.42684189
 7118.85000,  0.48025042
 7119.15000,  0.53087810
 7119.45000,  0.57028072
 7119.75000,  0.62278184
 7120.05000,  0.67333345
 7120.35000,  0.70590341
 7120.65000,  0.77095212
 7120.95000,  0.80578549
 7121.25000,  0.84029739
 7121.55000,  0.86387600
 7121.85000,  0.89453338
 7122.15000,  0.90162070
 7122.45000,  0.93444639
 7122.75000,  0.95753022
 7123.05000,  0.98088129
 7123.35000,  1.00616646
 7123.65000,  1.01821898
 7123.95000,  1.03519901
 7124.25000,  1.05307501
 7124.55000,  1.06367158
 7124.85000,  1.06838883
 7125.15000,  1.08538440
 7125.45000,  1.09034790
 7125.75000,  1.09904703
 7126.05000,  1.10668637
 7126.35000,  1.11441268
 7126.65000,  1.12281356
 7126.95000,  1.12990251
 7127.25000,  1.13974131
 7127.55000,  1.14533063
 7127.85000,  1.15494684
 7128.15000,  1.15528690
 7128.45000,  1.16311718
 7128.75000,  1.17439277
 7129.05000,  1.17429233
 7129.35000,  1.17458885
 7129.65000,  1.17771647
 7129.95000,  1.17864620
 7130.25000,  1.17760935
 7130.55000,  1.17812703
 7130.85000,  1.17270704
 7131.15000,  1.16951988
 7131.45000,  1.16883266
 7131.75000,  1.16233019
 7132.05000,  1.15577482
 7133.05000,  1.13539198
 7134.05000,  1.11135717
 7135.05000,  1.09207747
 7136.05000,  1.08410240
 7137.05000,  1.07348850
 7138.05000,  1.06037165
 7139.05000,  1.05033254
 7140.05000,  1.03862559
 7141.05000,  1.03720290
 7142.05000,  1.03740680
 7143.05000,  1.03850550
 7144.05000,  1.03969292
 7145.05000,  1.03503125
 7146.05000,  1.02739680
 7147.05000,  1.01813458
 7148.05000,  1.01209652
 7149.05000,  1.00294746
 7150.05000,  0.99521736
 7151.05000,  0.98677322
