#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flakysmooth2_Fe_2.001: FeXANES_GT5_flakysmooth2_Fe_2.001
#------------------------------------------
# energy, FeXANES_GT5_flakysmooth2_Fe_2.001
 7032.05000, -0.00101714
 7037.05000,  0.00102678
 7042.05000,  4.92278e-4
 7047.05000, -4.60056e-6
 7052.05000, -4.61975e-4
 7057.05000, -5.96766e-4
 7062.05000, -5.24974e-4
 7067.05000, -7.30051e-4
 7072.05000, -7.87562e-4
 7077.05000, -2.55610e-4
 7082.05000,  5.71890e-4
 7087.05000,  0.00127059
 7092.05000,  0.00376413
 7097.05000,  0.00721517
 7102.05000,  0.01149819
 7102.35000,  0.01344050
 7102.65000,  0.01395843
 7102.95000,  0.01454019
 7103.25000,  0.01507527
 7103.55000,  0.01573437
 7103.85000,  0.01644466
 7104.15000,  0.01699526
 7104.45000,  0.01747193
 7104.75000,  0.01855966
 7105.05000,  0.01923038
 7105.35000,  0.02006940
 7105.65000,  0.02091354
 7105.95000,  0.02138951
 7106.25000,  0.02250741
 7106.55000,  0.02375368
 7106.85000,  0.02487235
 7107.15000,  0.02618440
 7107.45000,  0.02743061
 7107.75000,  0.02910727
 7108.05000,  0.02997355
 7108.35000,  0.03204365
 7108.65000,  0.03443906
 7108.95000,  0.03681912
 7109.25000,  0.03910479
 7109.55000,  0.04352601
 7109.85000,  0.04991496
 7110.15000,  0.05646458
 7110.45000,  0.06596863
 7110.75000,  0.07111878
 7111.05000,  0.08507121
 7111.35000,  0.09839810
 7111.65000,  0.12061036
 7111.95000,  0.13193524
 7112.25000,  0.16678768
 7112.55000,  0.18546271
 7112.85000,  0.19217326
 7113.15000,  0.19366734
 7113.45000,  0.18893663
 7113.75000,  0.18334883
 7114.05000,  0.18043084
 7114.35000,  0.17765909
 7114.65000,  0.17885590
 7114.95000,  0.17943086
 7115.25000,  0.18299209
 7115.55000,  0.18704519
 7115.85000,  0.19430269
 7116.15000,  0.19966074
 7116.45000,  0.21424985
 7116.75000,  0.23347759
 7117.05000,  0.25151323
 7117.35000,  0.27237061
 7117.65000,  0.29539934
 7117.95000,  0.32288551
 7118.25000,  0.35402319
 7118.55000,  0.38842782
 7118.85000,  0.42697849
 7119.15000,  0.43902036
 7119.45000,  0.49993529
 7119.75000,  0.52437339
 7120.05000,  0.59786696
 7120.35000,  0.63702048
 7120.65000,  0.66631218
 7120.95000,  0.70030448
 7121.25000,  0.73858828
 7121.55000,  0.76705758
 7121.85000,  0.79426495
 7122.15000,  0.82084245
 7122.45000,  0.83866117
 7122.75000,  0.86827329
 7123.05000,  0.88541991
 7123.35000,  0.91268755
 7123.65000,  0.93136873
 7123.95000,  0.94867695
 7124.25000,  0.95926739
 7124.55000,  0.97279936
 7124.85000,  0.98610012
 7125.15000,  0.99536256
 7125.45000,  1.00312740
 7125.75000,  1.00939606
 7126.05000,  1.02348762
 7126.35000,  1.03172992
 7126.65000,  1.04174177
 7126.95000,  1.04901948
 7127.25000,  1.06443160
 7127.55000,  1.07249294
 7127.85000,  1.08449082
 7128.15000,  1.08938585
 7128.45000,  1.09484720
 7128.75000,  1.10340727
 7129.05000,  1.10608897
 7129.35000,  1.10911858
 7129.65000,  1.11070005
 7129.95000,  1.11303707
 7130.25000,  1.10959769
 7130.55000,  1.11082302
 7130.85000,  1.10675511
 7131.15000,  1.10379022
 7131.45000,  1.10126242
 7131.75000,  1.09667944
 7132.05000,  1.09403784
 7133.05000,  1.08096043
 7134.05000,  1.06350798
 7135.05000,  1.05468570
 7136.05000,  1.05080198
 7137.05000,  1.04145362
 7138.05000,  1.03619260
 7139.05000,  1.02314322
 7140.05000,  1.01684268
 7141.05000,  1.01147395
 7142.05000,  1.01207411
 7143.05000,  1.01623711
 7144.05000,  1.01719449
 7145.05000,  1.01599527
 7146.05000,  1.01333415
 7147.05000,  1.00469519
 7148.05000,  0.99540118
 7149.05000,  0.98334033
 7150.05000,  0.97731250
 7151.05000,  0.96735707
 7152.05000,  0.96165555
 7153.05000,  0.95995574
 7154.05000,  0.95912582
 7155.05000,  0.95409692
 7156.05000,  0.94419226
 7157.05000,  0.94437286
 7158.05000,  0.94261228
 7159.05000,  0.94218725
 7160.05000,  0.94292303
 7161.05000,  0.94745592
 7162.05000,  0.95050261
 7163.05000,  0.95167010
 7164.05000,  0.95536365
 7165.05000,  0.95850802
 7166.05000,  0.96069385
 7167.05000,  0.96866154
 7168.05000,  0.97665787
 7169.05000,  0.97961149
 7170.05000,  0.98401357
 7171.05000,  0.99147847
 7172.05000,  0.99686117
 7173.05000,  1.00131005
 7174.05000,  1.00684035
 7175.05000,  1.00952102
 7176.05000,  1.00924479
 7177.05000,  1.01383276
 7178.05000,  1.01636339
 7179.05000,  1.01943971
 7180.05000,  1.02379738
 7181.05000,  1.02275421
 7182.05000,  1.02486570
 7183.05000,  1.02582490
 7184.05000,  1.02390109
 7185.05000,  1.02452492
 7186.05000,  1.02359905
 7187.05000,  1.02369687
 7188.05000,  1.02263410
 7189.05000,  1.02306184
 7190.05000,  1.02110525
 7191.05000,  1.01594879
 7192.05000,  1.01627815
 7193.05000,  1.01166187
 7194.05000,  1.01067249
 7195.05000,  1.00890105
 7196.05000,  1.00562505
 7197.05000,  1.00402808
 7198.05000,  1.00198561
 7199.05000,  0.99950085
 7200.05000,  0.99638418
 7201.05000,  0.99635052
 7202.05000,  0.99513305
 7203.05000,  0.98950652
 7204.05000,  0.98733911
 7205.05000,  0.98597289
 7206.05000,  0.98350178
 7207.05000,  0.98515746
 7208.05000,  0.98225044
 7209.05000,  0.98301084
 7210.05000,  0.98390995
 7211.05000,  0.98469641
 7212.05000,  0.98261751
 7213.05000,  0.98443470
 7214.05000,  0.98391038
 7215.05000,  0.99054039
 7216.05000,  0.98931786
 7217.05000,  0.99208801
 7218.05000,  0.99292349
 7219.05000,  0.99371527
 7220.05000,  0.99680431
 7221.05000,  0.99875321
 7222.05000,  0.99994501
 7223.05000,  1.00366756
 7224.05000,  1.00255924
 7225.05000,  1.00465999
 7226.05000,  1.00547389
 7227.05000,  1.00439680
 7228.05000,  1.00378165
 7229.05000,  1.00335466
 7230.05000,  1.00363219
 7231.05000,  1.00255203
 7232.05000,  1.00052689
 7233.05000,  1.00041557
 7234.05000,  0.99799651
 7235.05000,  0.99530540
 7236.05000,  0.99656487
 7237.05000,  0.99525843
 7238.05000,  0.99328458
 7239.05000,  0.99324896
 7240.05000,  0.99180792
 7241.05000,  0.99186355
 7242.05000,  0.98846430
 7243.05000,  0.98522589
 7244.05000,  0.98732892
 7245.05000,  0.98454941
 7246.05000,  0.98353485
 7247.05000,  0.98994302
 7248.05000,  0.98700936
 7249.05000,  0.98281016
 7250.05000,  0.98375304
 7251.05000,  0.98742536
 7252.05000,  0.98783119
 7253.05000,  0.98885440
 7254.05000,  0.99505576
 7255.05000,  1.00294998
 7256.05000,  0.99581526
 7257.05000,  0.99539136
 7258.05000,  0.99703891
 7259.05000,  1.00331149
 7260.05000,  0.99759546
 7261.05000,  1.00413226
 7262.05000,  1.01006741
 7263.05000,  1.04415187
 7264.05000,  1.06614239
 7265.05000,  1.00987979
 7266.05000,  1.00777683
 7267.05000,  1.00828522
 7268.05000,  1.01696998
 7269.05000,  1.00872719
 7270.05000,  1.00950186
 7271.05000,  1.01266593
 7272.05000,  1.01449451
 7273.05000,  1.01566969
 7274.05000,  1.00628499
 7275.05000,  1.00668238
 7276.05000,  1.00796255
 7277.05000,  1.00816192
 7278.05000,  1.00834444
 7279.05000,  1.00771047
 7280.05000,  1.01596122
 7281.05000,  1.01009417
 7282.05000,  1.00846967
 7283.05000,  1.00653889
 7284.05000,  1.00678602
 7285.05000,  1.00692102
 7286.05000,  1.00434712
 7287.05000,  1.00376584
 7288.05000,  1.00235879
 7289.05000,  1.00451803
 7290.05000,  1.00194421
 7291.05000,  0.99998239
 7292.05000,  1.00003068
 7293.05000,  0.99969737
 7294.05000,  0.99770627
 7295.05000,  0.99514475
 7296.05000,  0.99489135
 7297.05000,  0.99474465
 7298.05000,  0.99522640
 7299.05000,  0.99568236
 7300.05000,  0.99538072
 7301.05000,  0.99378165
 7302.05000,  0.99225106
 7303.05000,  0.99376116
 7304.05000,  0.99383108
 7305.05000,  0.99214628
 7306.05000,  0.99500416
 7307.05000,  0.99292212
 7308.05000,  0.99378174
 7309.05000,  0.99339396
 7310.05000,  0.99094436
 7311.05000,  0.99317768
 7312.05000,  0.99218728
