#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_Fe_19.001: FeXANES_GT5_flaky2_Fe_19.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_Fe_19.001
 7032.05000,  9.13214e-4
 7037.05000,  6.79161e-4
 7042.05000,  3.05308e-4
 7047.05000, -8.05692e-5
 7052.05000, -1.78501e-4
 7057.05000, -4.47341e-4
 7062.05000, -3.40988e-4
 7067.05000, -4.27625e-4
 7072.05000, -3.79601e-4
 7077.05000, -2.32120e-4
 7082.05000,  5.72126e-5
 7087.05000,  0.00104506
 7092.05000,  0.00203670
 7097.05000,  0.00407746
 7102.05000,  0.00744451
 7102.35000,  0.00769018
 7102.65000,  0.00781920
 7102.95000,  0.00802147
 7103.25000,  0.00855345
 7103.55000,  0.00889115
 7103.85000,  0.00904071
 7104.15000,  0.00966119
 7104.45000,  0.01015257
 7104.75000,  0.01058201
 7105.05000,  0.01106169
 7105.35000,  0.01158170
 7105.65000,  0.01174982
 7105.95000,  0.01269938
 7106.25000,  0.01296124
 7106.55000,  0.01367240
 7106.85000,  0.01423479
 7107.15000,  0.01511922
 7107.45000,  0.01566993
 7107.75000,  0.01608880
 7108.05000,  0.01767319
 7108.35000,  0.01904846
 7108.65000,  0.01953437
 7108.95000,  0.02094702
 7109.25000,  0.02358802
 7109.55000,  0.02651369
 7109.85000,  0.02821430
 7110.15000,  0.03537576
 7110.45000,  0.04105137
 7110.75000,  0.04983608
 7111.05000,  0.06062412
 7111.35000,  0.06939044
 7111.65000,  0.07760575
 7111.95000,  0.09157150
 7112.25000,  0.11358086
 7112.55000,  0.12140254
 7112.85000,  0.13884566
 7113.15000,  0.13767567
 7113.45000,  0.12689952
 7113.75000,  0.12257640
 7114.05000,  0.11402134
 7114.35000,  0.11159387
 7114.65000,  0.11266311
 7114.95000,  0.11727503
 7115.25000,  0.12076711
 7115.55000,  0.12486018
 7115.85000,  0.13162292
 7116.15000,  0.13917557
 7116.45000,  0.14622791
 7116.75000,  0.15854399
 7117.05000,  0.17117825
 7117.35000,  0.18527777
 7117.65000,  0.20076823
 7117.95000,  0.21104830
 7118.25000,  0.23259856
 7118.55000,  0.27051866
 7118.85000,  0.30021520
 7119.15000,  0.32499457
 7119.45000,  0.37065516
 7119.75000,  0.39986372
 7120.05000,  0.43771589
 7120.35000,  0.48245883
 7120.65000,  0.51572158
 7120.95000,  0.53129030
 7121.25000,  0.57093451
 7121.55000,  0.60287828
 7121.85000,  0.64232936
 7122.15000,  0.67142169
 7122.45000,  0.70186486
 7122.75000,  0.73480357
 7123.05000,  0.76257108
 7123.35000,  0.77738516
 7123.65000,  0.80464667
 7123.95000,  0.83943639
 7124.25000,  0.85817763
 7124.55000,  0.88726460
 7124.85000,  0.91094218
 7125.15000,  0.93003163
 7125.45000,  0.95001988
 7125.75000,  0.96838826
 7126.05000,  0.98510782
 7126.35000,  1.00462219
 7126.65000,  1.02179616
 7126.95000,  1.03690927
 7127.25000,  1.04823611
 7127.55000,  1.06493042
