#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_FeXRD_18.001: FeXANES_GT5_flaky2_FeXRD_18.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_FeXRD_18.001
 7032.05000, -0.00163077
 7037.05000,  2.95491e-4
 7042.05000,  2.52733e-4
 7047.05000, -1.18418e-5
 7052.05000, -2.30604e-4
 7057.05000, -4.41449e-5
 7062.05000, -2.96515e-4
 7067.05000, -5.14625e-4
 7072.05000, -2.21338e-4
 7077.05000,  1.78562e-4
 7082.05000,  5.92281e-4
 7087.05000,  0.00100195
 7092.05000,  0.00192101
 7097.05000,  0.00385683
 7102.05000,  0.00702568
 7102.35000,  0.00737198
 7102.65000,  0.00781642
 7102.95000,  0.00788002
 7103.25000,  0.00823079
 7103.55000,  0.00871095
 7103.85000,  0.00905125
 7104.15000,  0.00955408
 7104.45000,  0.00955065
 7104.75000,  0.00994086
 7105.05000,  0.01031381
 7105.35000,  0.01095284
 7105.65000,  0.01149383
 7105.95000,  0.01218989
 7106.25000,  0.01286476
 7106.55000,  0.01309367
 7106.85000,  0.01402387
 7107.15000,  0.01486399
 7107.45000,  0.01500921
 7107.75000,  0.01614436
 7108.05000,  0.01732830
 7108.35000,  0.01918177
 7108.65000,  0.02019937
 7108.95000,  0.02206653
 7109.25000,  0.02482907
 7109.55000,  0.02794381
 7109.85000,  0.03251773
 7110.15000,  0.03742631
 7110.45000,  0.04880835
 7110.75000,  0.05732781
 7111.05000,  0.06783880
 7111.35000,  0.07541725
 7111.65000,  0.07552283
 7111.95000,  0.07431688
 7112.25000,  0.07322982
 7112.55000,  0.07343590
 7112.85000,  0.07343762
 7113.15000,  0.07292820
 7113.45000,  0.07173656
 7113.75000,  0.06952555
 7114.05000,  0.06948816
 7114.35000,  0.07120806
 7114.65000,  0.07383183
 7114.95000,  0.07708610
 7115.25000,  0.09012503
 7115.55000,  0.10570400
 7115.85000,  0.12279213
 7116.15000,  0.14482484
 7116.45000,  0.17081891
 7116.75000,  0.18789476
 7117.05000,  0.23913741
 7117.35000,  0.28257401
 7117.65000,  0.32967513
 7117.95000,  0.38065775
 7118.25000,  0.43234969
 7118.55000,  0.48106835
 7118.85000,  0.52727807
 7119.15000,  0.56924022
 7119.45000,  0.60842473
 7119.75000,  0.62547012
 7120.05000,  0.66666445
 7120.35000,  0.70222641
 7120.65000,  0.72360238
 7120.95000,  0.75690406
 7121.25000,  0.78680927
 7121.55000,  0.80713520
 7121.85000,  0.84798683
 7122.15000,  0.86384728
 7122.45000,  0.90749914
 7122.75000,  0.95109283
 7123.05000,  0.98284153
 7123.35000,  1.00104869
 7123.65000,  1.04887530
 7123.95000,  1.07034273
 7124.25000,  1.09025236
 7124.55000,  1.12253086
 7124.85000,  1.13797732
 7125.15000,  1.15071382
 7125.45000,  1.15186514
 7125.75000,  1.16659862
 7126.05000,  1.17045027
 7126.35000,  1.17610418
 7126.65000,  1.18182447
