#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_super_dark_Fe_16.001: FeXANES_GT15_super_dark_Fe_16.001
#------------------------------------------
# energy, FeXANES_GT15_super_dark_Fe_16.001
 7032.05000,  0.00101266
 7037.05000,  7.12776e-4
 7042.05000,  3.99488e-4
 7047.05000,  1.10641e-4
 7052.05000,  3.62550e-5
 7057.05000, -1.75593e-4
 7062.05000, -4.15329e-4
 7067.05000, -3.01711e-4
 7072.05000, -2.97902e-5
 7077.05000, -2.11942e-4
 7082.05000,  1.16006e-4
 7087.05000,  4.71977e-4
 7092.05000,  0.00126827
 7097.05000,  0.00264231
 7102.05000,  0.00303796
 7102.35000,  0.00529651
 7102.65000,  0.00549839
 7102.95000,  0.00562563
 7103.25000,  0.00617266
 7103.55000,  0.00613853
 7103.85000,  0.00655729
 7104.15000,  0.00658004
 7104.45000,  0.00722344
 7104.75000,  0.00748315
 7105.05000,  0.00763396
 7105.35000,  0.00792613
 7105.65000,  0.00830677
 7105.95000,  0.00863366
 7106.25000,  0.00919264
 7106.55000,  0.00945601
 7106.85000,  0.00967909
 7107.15000,  0.01000242
 7107.45000,  0.01065707
 7107.75000,  0.01129018
 7108.05000,  0.01167386
 7108.35000,  0.01241172
 7108.65000,  0.01301019
 7108.95000,  0.01426975
 7109.25000,  0.01559626
 7109.55000,  0.01737868
 7109.85000,  0.01939860
 7110.15000,  0.02252459
 7110.45000,  0.02480923
 7110.75000,  0.02935306
 7111.05000,  0.03277736
 7111.35000,  0.03536592
 7111.65000,  0.03844273
 7111.95000,  0.04219742
 7112.25000,  0.04590413
 7112.55000,  0.04908392
 7112.85000,  0.05089925
 7113.15000,  0.05265171
 7113.45000,  0.05285999
 7113.75000,  0.05404816
 7114.05000,  0.05419809
 7114.35000,  0.05294525
 7114.65000,  0.05222512
 7114.95000,  0.05221599
 7115.25000,  0.05453056
 7115.55000,  0.05620453
 7115.85000,  0.06137955
 7116.15000,  0.07092061
 7116.45000,  0.07692875
 7116.75000,  0.09029307
 7117.05000,  0.10386193
 7117.35000,  0.12024618
 7117.65000,  0.12425123
 7117.95000,  0.15318521
 7118.25000,  0.17768386
 7118.55000,  0.20568589
 7118.85000,  0.24796215
 7119.15000,  0.28584768
 7119.45000,  0.32451637
 7119.75000,  0.35012682
 7120.05000,  0.39505030
 7120.35000,  0.42647434
 7120.65000,  0.46072349
 7120.95000,  0.48359084
 7121.25000,  0.49840106
 7121.55000,  0.52939483
 7121.85000,  0.58886178
 7122.15000,  0.62709731
 7122.45000,  0.66119979
 7122.75000,  0.71642526
 7123.05000,  0.76596398
 7123.35000,  0.81921118
 7123.65000,  0.86322311
 7123.95000,  0.90605609
 7124.25000,  0.95004962
 7124.55000,  0.98614058
 7124.85000,  1.01017702
 7125.15000,  1.04522293
 7125.45000,  1.05746480
 7125.75000,  1.09040667
 7126.05000,  1.11764974
 7126.35000,  1.15099291
 7126.65000,  1.15771242
 7126.95000,  1.20447281
 7127.25000,  1.23862149
 7127.55000,  1.24604033
 7127.85000,  1.28410480
 7128.15000,  1.32215568
 7128.45000,  1.34457992
 7128.75000,  1.36024034
 7129.05000,  1.36950590
 7129.35000,  1.37623464
 7129.65000,  1.37260577
 7129.95000,  1.37056069
 7130.25000,  1.36807599
 7130.55000,  1.35788426
 7130.85000,  1.35257158
 7131.15000,  1.34451283
 7131.45000,  1.33946514
 7131.75000,  1.33034201
 7132.05000,  1.31914701
 7133.05000,  1.26334326
 7134.05000,  1.20292248
 7135.05000,  1.17318758
 7136.05000,  1.11544810
 7137.05000,  1.09251239
 7138.05000,  1.07865299
 7139.05000,  1.07425535
 7140.05000,  1.06730692
 7141.05000,  1.06282804
 7142.05000,  1.05039680
 7143.05000,  1.03828470
 7144.05000,  1.02651600
 7145.05000,  1.01147484
 7146.05000,  1.00084617
 7147.05000,  0.97524740
 7148.05000,  0.94613981
 7149.05000,  0.91985506
 7150.05000,  0.90061098
 7151.05000,  0.87551669
 7152.05000,  0.86291296
 7153.05000,  0.85634131
 7154.05000,  0.85348289
 7155.05000,  0.85021726
 7156.05000,  0.84819640
 7157.05000,  0.85062020
 7158.05000,  0.85270198
 7159.05000,  0.85744223
 7160.05000,  0.86167776
 7161.05000,  0.86528629
 7162.05000,  0.87901914
 7163.05000,  0.88948825
 7164.05000,  0.89652105
 7165.05000,  0.90822022
 7166.05000,  0.92255336
 7167.05000,  0.93272988
 7168.05000,  0.94113056
 7169.05000,  0.95941583
 7170.05000,  0.97516780
 7171.05000,  0.98585623
 7172.05000,  0.98804393
 7173.05000,  1.00432559
 7174.05000,  1.01841922
 7175.05000,  1.03163526
 7176.05000,  1.03528491
 7177.05000,  1.03747171
 7178.05000,  1.04230051
 7179.05000,  1.04204463
 7180.05000,  1.04408624
 7181.05000,  1.04676715
 7182.05000,  1.04694290
 7183.05000,  1.04744039
 7184.05000,  1.04626545
 7185.05000,  1.04931420
 7186.05000,  1.04449721
 7187.05000,  1.04316211
 7188.05000,  1.04071412
 7189.05000,  1.03926925
 7190.05000,  1.02804507
 7191.05000,  1.02311550
 7192.05000,  1.02179296
 7193.05000,  1.01675166
 7194.05000,  1.01514141
 7195.05000,  1.00996908
 7196.05000,  1.00579085
 7197.05000,  1.00364161
 7198.05000,  0.99504899
 7199.05000,  0.99168146
 7200.05000,  0.98686853
 7201.05000,  0.98051133
 7202.05000,  0.98030621
 7203.05000,  0.97626659
 7204.05000,  0.97666669
 7205.05000,  0.97457909
 7206.05000,  0.97035337
 7207.05000,  0.96963748
 7208.05000,  0.97005310
 7209.05000,  0.97369957
 7210.05000,  0.97081164
 7211.05000,  0.97028523
 7212.05000,  0.97248695
 7213.05000,  0.97156871
 7214.05000,  0.97232758
 7215.05000,  0.97635857
 7216.05000,  0.97770999
 7217.05000,  0.98320400
 7218.05000,  0.98643944
 7219.05000,  0.98483775
 7220.05000,  0.98814041
 7221.05000,  0.98677066
 7222.05000,  0.98858974
 7223.05000,  0.99410577
 7224.05000,  0.98657244
 7225.05000,  0.98448553
 7226.05000,  0.98559718
 7227.05000,  0.98135833
 7228.05000,  0.98008356
 7229.05000,  0.97467535
 7230.05000,  0.97739549
 7231.05000,  0.98367176
 7232.05000,  0.98121269
 7233.05000,  0.98076152
 7234.05000,  0.98162718
 7235.05000,  0.98140924
 7236.05000,  0.98559344
 7237.05000,  0.98502646
 7238.05000,  0.98822494
 7239.05000,  0.98701240
 7240.05000,  0.98984710
 7241.05000,  0.99372403
 7242.05000,  0.99485008
 7243.05000,  1.00251130
 7244.05000,  1.00248750
 7245.05000,  1.00700877
 7246.05000,  1.01488221
 7247.05000,  1.01628298
 7248.05000,  1.01612901
 7249.05000,  1.01662880
 7250.05000,  1.01823675
 7251.05000,  1.01699788
 7252.05000,  1.01760178
 7253.05000,  1.01411623
 7254.05000,  1.02446106
 7255.05000,  1.02175851
 7256.05000,  1.01560117
 7257.05000,  1.02284736
 7258.05000,  1.02267521
 7259.05000,  1.02529632
 7260.05000,  1.02223583
 7261.05000,  1.02208659
 7262.05000,  1.02444804
 7263.05000,  1.02089138
 7264.05000,  1.03969956
 7265.05000,  0.96269074
 7266.05000,  1.01692857
 7267.05000,  1.01891618
 7268.05000,  1.01958580
 7269.05000,  1.01342865
 7270.05000,  1.01416711
 7271.05000,  1.01617553
 7272.05000,  1.01941749
 7273.05000,  1.01655794
 7274.05000,  1.00865001
 7275.05000,  1.00912056
 7276.05000,  1.01279329
 7277.05000,  1.01077971
 7278.05000,  1.01212338
 7279.05000,  1.01361202
 7280.05000,  1.01900745
 7281.05000,  1.01537213
 7282.05000,  1.01484239
 7283.05000,  1.01688396
 7284.05000,  1.01310421
 7285.05000,  1.01367073
 7286.05000,  1.00893870
 7287.05000,  1.00707942
 7288.05000,  1.00554390
 7289.05000,  1.00101753
 7290.05000,  0.99795353
 7291.05000,  0.99637326
 7292.05000,  0.99341611
 7293.05000,  0.99010055
 7294.05000,  0.99260590
 7295.05000,  0.98999736
 7296.05000,  0.98870473
 7297.05000,  0.98697245
 7298.05000,  0.98672587
 7299.05000,  0.98692194
 7300.05000,  0.98402522
 7301.05000,  0.98536611
 7302.05000,  0.98601975
 7303.05000,  0.98689728
 7304.05000,  0.98649915
 7305.05000,  0.98791410
 7306.05000,  0.98757752
 7307.05000,  0.99052569
 7308.05000,  0.98645387
 7309.05000,  0.98779618
 7310.05000,  0.98811785
 7311.05000,  0.98783589
 7312.05000,  0.99399473
