#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flakysmooth2_Fe_5.001: FeXANES_GT5_flakysmooth2_Fe_5.001
#------------------------------------------
# energy, FeXANES_GT5_flakysmooth2_Fe_5.001
 7032.05000, -1.96045e-4
 7037.05000,  4.93397e-4
 7042.05000,  1.93818e-4
 7047.05000, -1.08911e-5
 7052.05000, -1.88341e-4
 7057.05000, -3.36069e-4
 7062.05000, -3.00628e-4
 7067.05000, -4.84512e-4
 7072.05000, -3.04589e-4
 7077.05000,  1.60745e-4
 7082.05000,  7.77072e-4
 7087.05000,  0.00167002
 7092.05000,  0.00373301
 7097.05000,  0.00463201
 7102.05000,  0.01111952
 7102.35000,  0.01124853
 7102.65000,  0.01182870
 7102.95000,  0.01205213
 7103.25000,  0.01263105
 7103.55000,  0.01294704
 7103.85000,  0.01354667
 7104.15000,  0.01416868
 7104.45000,  0.01430937
 7104.75000,  0.01521950
 7105.05000,  0.01559728
 7105.35000,  0.01642092
 7105.65000,  0.01640340
 7105.95000,  0.01760142
 7106.25000,  0.01821679
 7106.55000,  0.01890224
 7106.85000,  0.02030174
 7107.15000,  0.02131357
 7107.45000,  0.02165951
 7107.75000,  0.02317938
 7108.05000,  0.02379899
 7108.35000,  0.02594994
 7108.65000,  0.02742081
 7108.95000,  0.02939126
 7109.25000,  0.03174961
 7109.55000,  0.03618352
 7109.85000,  0.04109517
 7110.15000,  0.04624189
 7110.45000,  0.05628831
 7110.75000,  0.06327818
 7111.05000,  0.06700550
 7111.35000,  0.07011718
 7111.65000,  0.06997300
 7111.95000,  0.06936232
 7112.25000,  0.06880597
 7112.55000,  0.06942016
 7112.85000,  0.07110227
 7113.15000,  0.07191443
 7113.45000,  0.07293316
 7113.75000,  0.07346429
 7114.05000,  0.07512158
 7114.35000,  0.07918023
 7114.65000,  0.08501364
 7114.95000,  0.08965373
 7115.25000,  0.10073028
 7115.55000,  0.10951476
 7115.85000,  0.12554210
 7116.15000,  0.14418391
 7116.45000,  0.16768910
 7116.75000,  0.19760253
 7117.05000,  0.23512428
 7117.35000,  0.28057524
 7117.65000,  0.32181353
 7117.95000,  0.39823381
 7118.25000,  0.46685415
 7118.55000,  0.53612225
 7118.85000,  0.58455440
 7119.15000,  0.64345229
 7119.45000,  0.69273173
