#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_Fe_Flaky1_10.001: FeXANES_GT5_Fe_Flaky1_10.001
#------------------------------------------
# energy, FeXANES_GT5_Fe_Flaky1_10.001
 7032.05000,  6.73663e-4
 7037.05000,  3.52433e-4
 7042.05000,  2.61236e-4
 7047.05000,  1.72875e-5
 7052.05000, -2.77816e-4
 7057.05000, -3.92339e-4
 7062.05000, -2.83078e-4
 7067.05000, -1.73818e-4
 7072.05000, -1.00171e-5
 7077.05000, -8.04037e-5
 7082.05000,  5.86516e-4
 7087.05000,  0.00177922
 7092.05000,  0.00221177
 7097.05000,  0.00262008
 7102.05000,  0.00916463
 7102.35000,  0.00964973
 7102.65000,  0.00994454
 7102.95000,  0.01025656
 7103.25000,  0.01066947
 7103.55000,  0.01098511
 7103.85000,  0.01159601
 7104.15000,  0.01181757
 7104.45000,  0.01258510
 7104.75000,  0.01285454
 7105.05000,  0.01320823
 7105.35000,  0.01418984
 7105.65000,  0.01471977
 7105.95000,  0.01519077
 7106.25000,  0.01614131
 7106.55000,  0.01716789
 7106.85000,  0.01758701
 7107.15000,  0.01858190
 7107.45000,  0.01949679
 7107.75000,  0.02033986
 7108.05000,  0.02161026
 7108.35000,  0.02288896
 7108.65000,  0.02407793
 7108.95000,  0.02682516
 7109.25000,  0.02848679
 7109.55000,  0.03062414
 7109.85000,  0.03456377
 7110.15000,  0.04430720
 7110.45000,  0.05358107
 7110.75000,  0.06414372
 7111.05000,  0.07428656
 7111.35000,  0.08006425
 7111.65000,  0.08972029
 7111.95000,  0.09679947
 7112.25000,  0.10551319
 7112.55000,  0.11535364
 7112.85000,  0.11936751
 7113.15000,  0.12170398
 7113.45000,  0.12029477
 7113.75000,  0.11883141
 7114.05000,  0.11956725
 7114.35000,  0.12067474
 7114.65000,  0.12479853
 7114.95000,  0.12828003
 7115.25000,  0.13354471
 7115.55000,  0.14130755
 7115.85000,  0.15307148
 7116.15000,  0.16685004
 7116.45000,  0.17876807
 7116.75000,  0.19826952
 7117.05000,  0.21387752
 7117.35000,  0.24709406
 7117.65000,  0.27309669
 7117.95000,  0.30330250
 7118.25000,  0.34086950
 7118.55000,  0.38317634
 7118.85000,  0.40631491
 7119.15000,  0.48175993
 7119.45000,  0.53523787
 7119.75000,  0.56014366
 7120.05000,  0.61966140
 7120.35000,  0.66756734
 7120.65000,  0.69955227
 7120.95000,  0.73130271
 7121.25000,  0.75917304
 7121.55000,  0.77738064
 7121.85000,  0.80665868
 7122.15000,  0.84466907
 7122.45000,  0.87617871
 7122.75000,  0.90139617
 7123.05000,  0.93595679
 7123.35000,  0.97048057
 7123.65000,  0.97868442
 7123.95000,  1.01832064
 7124.25000,  1.03388019
 7124.55000,  1.04872902
 7124.85000,  1.06262183
 7125.15000,  1.06832585
 7125.45000,  1.07257126
 7125.75000,  1.08106215
 7126.05000,  1.09220927
 7126.35000,  1.09889254
 7126.65000,  1.11538507
 7126.95000,  1.12707480
 7127.25000,  1.14766858
 7127.55000,  1.16516964
 7127.85000,  1.18846042
 7128.15000,  1.19876500
 7128.45000,  1.21374047
 7128.75000,  1.23986246
 7129.05000,  1.24448826
 7129.35000,  1.25792419
 7129.65000,  1.25582021
 7129.95000,  1.25699442
 7130.25000,  1.24879331
 7130.55000,  1.24219245
 7130.85000,  1.23453721
 7131.15000,  1.22112645
 7131.45000,  1.21056097
 7131.75000,  1.19850295
 7132.05000,  1.19062075
 7133.05000,  1.14830425
 7134.05000,  1.11872611
 7135.05000,  1.10636578
