#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_Fe_Flaky1_10.001: FeXANES_GT5_Fe_Flaky1_10.001
#------------------------------------------
# energy, FeXANES_GT5_Fe_Flaky1_10.001
 7136.05000,  1.08945572
 7137.05000,  1.07460458
 7138.05000,  1.06371558
 7139.05000,  1.05178267
 7140.05000,  1.03807888
 7141.05000,  1.03717468
 7142.05000,  1.03908898
 7143.05000,  1.03814053
 7144.05000,  1.03392640
 7145.05000,  1.02619280
 7146.05000,  1.01382003
 7147.05000,  0.99732670
 7148.05000,  0.98137757
 7149.05000,  0.96793671
 7150.05000,  0.95747881
 7151.05000,  0.95168104
 7152.05000,  0.94747945
 7153.05000,  0.94260276
 7154.05000,  0.93602954
 7155.05000,  0.93474317
 7156.05000,  0.93311081
 7157.05000,  0.93395064
 7158.05000,  0.93149996
 7159.05000,  0.93208022
 7160.05000,  0.93771196
 7161.05000,  0.94263962
 7162.05000,  0.95057061
 7163.05000,  0.95811271
 7164.05000,  0.95884064
 7165.05000,  0.96751522
 7166.05000,  0.97466352
 7167.05000,  0.97797594
 7168.05000,  0.98578603
 7169.05000,  0.99112792
 7170.05000,  0.99579933
 7171.05000,  1.00432062
 7172.05000,  1.01165020
 7173.05000,  1.01563772
 7174.05000,  1.02147423
 7175.05000,  1.02987589
 7176.05000,  1.03492489
 7177.05000,  1.04113141
 7178.05000,  1.04686486
 7179.05000,  1.05079628
 7180.05000,  1.05164504
 7181.05000,  1.05517307
 7182.05000,  1.05673109
 7183.05000,  1.05676496
 7184.05000,  1.05740133
 7185.05000,  1.05639863
 7186.05000,  1.05174819
 7187.05000,  1.04898107
 7188.05000,  1.04787158
 7189.05000,  1.04593838
 7190.05000,  1.04477876
 7191.05000,  1.03365534
 7192.05000,  1.03126375
 7193.05000,  1.02769880
 7194.05000,  1.02473835
 7195.05000,  1.01912206
 7196.05000,  1.01562460
 7197.05000,  1.01029649
 7198.05000,  1.00518871
 7199.05000,  0.99976317
 7200.05000,  0.99675759
 7201.05000,  0.99237106
 7202.05000,  0.98949093
 7203.05000,  0.98406008
 7204.05000,  0.97896331
 7205.05000,  0.98188399
 7206.05000,  0.97937765
 7207.05000,  0.97587688
 7208.05000,  0.98009301
 7209.05000,  0.97942876
 7210.05000,  0.98154114
 7211.05000,  0.98398038
 7212.05000,  0.98603907
 7213.05000,  0.98971092
 7214.05000,  0.99121486
 7215.05000,  0.99045338
 7216.05000,  0.99488908
 7217.05000,  0.99461027
 7218.05000,  0.99436463
 7219.05000,  0.99929099
 7220.05000,  1.00250556
 7221.05000,  1.00401882
 7222.05000,  1.00230890
 7223.05000,  1.00185538
 7224.05000,  1.00660816
 7225.05000,  1.00974388
 7226.05000,  1.00513901
 7227.05000,  1.00515149
 7228.05000,  1.00619720
 7229.05000,  1.00371778
 7230.05000,  1.00263988
 7231.05000,  1.00159493
 7232.05000,  1.00096084
 7233.05000,  0.99930500
 7234.05000,  0.99697204
 7235.05000,  0.99637207
 7236.05000,  0.99513126
 7237.05000,  0.99549901
 7238.05000,  0.98845326
 7239.05000,  0.98881509
 7240.05000,  0.98558780
 7241.05000,  0.98316509
 7242.05000,  0.98390340
 7243.05000,  0.98155856
 7244.05000,  0.98116710
 7245.05000,  0.98279160
 7246.05000,  0.97987214
 7247.05000,  0.98600893
 7248.05000,  0.98464043
 7249.05000,  0.98389311
 7250.05000,  0.98813542
 7251.05000,  0.98846419
 7252.05000,  0.99383777
 7253.05000,  0.99638597
 7254.05000,  0.99755996
 7255.05000,  1.00024346
 7256.05000,  0.99802029
 7257.05000,  0.99649603
 7258.05000,  1.00217285
 7259.05000,  1.00814864
 7260.05000,  1.00221259
 7261.05000,  1.00806895
 7262.05000,  1.01036054
 7263.05000,  1.03780322
 7264.05000,  1.02686699
 7265.05000,  0.96235916
 7266.05000,  1.01724638
 7267.05000,  1.01795798
 7268.05000,  1.01959393
 7269.05000,  1.01861049
 7270.05000,  1.01716891
 7271.05000,  1.02124313
 7272.05000,  1.02525546
 7273.05000,  1.02039068
 7274.05000,  1.01830717
 7275.05000,  1.01599938
 7276.05000,  1.01571609
 7277.05000,  1.01559853
 7278.05000,  1.01734890
 7279.05000,  1.01391533
 7280.05000,  1.02661223
 7281.05000,  1.01458185
 7282.05000,  1.01105932
 7283.05000,  1.00923565
 7284.05000,  1.00896668
 7285.05000,  1.01032121
 7286.05000,  1.00628108
 7287.05000,  1.00612555
 7288.05000,  1.00280362
 7289.05000,  1.00440159
 7290.05000,  1.00210130
 7291.05000,  0.99934426
 7292.05000,  1.00141837
 7293.05000,  0.99812399
 7294.05000,  0.99848356
 7295.05000,  0.99550805
 7296.05000,  0.99603469
 7297.05000,  0.99406002
 7298.05000,  0.99075190
 7299.05000,  0.99343089
 7300.05000,  0.99064582
 7301.05000,  0.98792946
 7302.05000,  0.98585965
 7303.05000,  0.98978082
 7304.05000,  0.98698166
 7305.05000,  0.98656992
 7306.05000,  0.98875460
 7307.05000,  0.98485603
 7308.05000,  0.98405906
 7309.05000,  0.98312435
 7310.05000,  0.98621622
 7311.05000,  0.98555117
 7312.05000,  0.98550090
