#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flakydark_Fe_2.001: FeXANES_GT15_flakydark_Fe_2.001
#------------------------------------------
# energy, FeXANES_GT15_flakydark_Fe_2.001
 7119.15000,  0.55925466
 7119.45000,  0.61711719
 7119.75000,  0.66930063
 7120.05000,  0.68979683
 7120.35000,  0.73301027
 7120.65000,  0.76659991
 7120.95000,  0.79302540
 7121.25000,  0.81391294
 7121.55000,  0.84806946
 7121.85000,  0.87398353
 7122.15000,  0.91780833
 7122.45000,  0.95640830
 7122.75000,  0.99729923
 7123.05000,  1.03066674
 7123.35000,  1.06698888
 7123.65000,  1.09542207
 7123.95000,  1.12153028
 7124.25000,  1.14147150
 7124.55000,  1.15629273
 7124.85000,  1.17129252
 7125.15000,  1.18337622
 7125.45000,  1.19236241
 7125.75000,  1.19044086
 7126.05000,  1.19888892
 7126.35000,  1.20468229
 7126.65000,  1.20453834
 7126.95000,  1.21423218
 7127.25000,  1.22351945
 7127.55000,  1.23490484
 7127.85000,  1.24265848
 7128.15000,  1.25510209
 7128.45000,  1.27345331
 7128.75000,  1.28225588
 7129.05000,  1.27978038
 7129.35000,  1.27798271
 7129.65000,  1.26802034
 7129.95000,  1.25549722
 7130.25000,  1.23043760
 7130.55000,  1.21190511
 7130.85000,  1.19198767
 7131.15000,  1.17323287
 7131.45000,  1.14914506
 7131.75000,  1.13060462
 7132.05000,  1.11240441
 7133.05000,  1.06713230
 7134.05000,  1.04932437
 7135.05000,  1.01165115
 7136.05000,  0.98776635
 7137.05000,  0.97980044
 7138.05000,  0.96794729
 7139.05000,  0.97811974
 7140.05000,  0.98918531
 7141.05000,  0.99515077
 7142.05000,  1.00215548
 7143.05000,  0.99130365
 7144.05000,  0.97639301
 7145.05000,  0.96139406
 7146.05000,  0.94079704
 7147.05000,  0.92295713
 7148.05000,  0.91124245
 7149.05000,  0.89883888
 7150.05000,  0.89541763
 7151.05000,  0.88776276
 7152.05000,  0.89408957
 7153.05000,  0.90246116
 7154.05000,  0.91129418
 7155.05000,  0.91981378
 7156.05000,  0.93060917
 7157.05000,  0.93751121
 7158.05000,  0.94652324
 7159.05000,  0.95728789
 7160.05000,  0.96147833
 7161.05000,  0.97631354
 7162.05000,  0.98402055
 7163.05000,  0.99096338
 7164.05000,  0.99771791
 7165.05000,  1.00693135
 7166.05000,  1.01044952
 7167.05000,  1.01142499
 7168.05000,  1.01269949
 7169.05000,  1.00921745
 7170.05000,  1.00996281
 7171.05000,  1.01243246
 7172.05000,  1.01479432
 7173.05000,  1.02193275
 7174.05000,  1.02641533
 7175.05000,  1.03260620
 7176.05000,  1.03738043
 7177.05000,  1.03932470
 7178.05000,  1.04144658
 7179.05000,  1.04106078
 7180.05000,  1.03996319
 7181.05000,  1.04190821
 7182.05000,  1.03852178
 7183.05000,  1.03863536
 7184.05000,  1.03702892
 7185.05000,  1.03172157
 7186.05000,  1.03276844
 7187.05000,  1.02850035
 7188.05000,  1.02387072
 7189.05000,  1.02268903
 7190.05000,  1.01750459
 7191.05000,  1.01077672
 7192.05000,  1.00986671
 7193.05000,  1.00213894
 7194.05000,  0.99739537
 7195.05000,  0.99242703
 7196.05000,  0.98948875
 7197.05000,  0.98588716
 7198.05000,  0.98532916
 7199.05000,  0.97986337
 7200.05000,  0.97922861
 7201.05000,  0.98007846
 7202.05000,  0.98099336
 7203.05000,  0.97647346
 7204.05000,  0.97569080
 7205.05000,  0.97646880
 7206.05000,  0.97867709
 7207.05000,  0.97710471
 7208.05000,  0.97921347
 7209.05000,  0.98107892
 7210.05000,  0.98162127
 7211.05000,  0.98370413
 7212.05000,  0.98516504
 7213.05000,  0.98540162
 7214.05000,  0.98632025
 7215.05000,  0.98957892
 7216.05000,  0.99100220
 7217.05000,  0.99063270
 7218.05000,  0.99561785
 7219.05000,  0.99493830
 7220.05000,  0.99436166
 7221.05000,  0.99520844
 7222.05000,  0.99590048
 7223.05000,  0.99461097
 7224.05000,  0.99518344
 7225.05000,  0.99636446
 7226.05000,  0.99092811
 7227.05000,  0.99169440
 7228.05000,  0.99207028
 7229.05000,  0.99203964
 7230.05000,  0.99300192
 7231.05000,  0.99246595
 7232.05000,  0.99574020
 7233.05000,  0.99545627
 7234.05000,  0.99360926
 7235.05000,  0.99590281
 7236.05000,  0.99810803
 7237.05000,  1.00023284
 7238.05000,  0.99972814
 7239.05000,  1.00370190
 7240.05000,  1.00461683
 7241.05000,  1.00743177
 7242.05000,  1.01008221
 7243.05000,  1.01218666
 7244.05000,  1.01250451
 7245.05000,  1.01629878
 7246.05000,  1.01757221
 7247.05000,  1.02124460
 7248.05000,  1.02175930
 7249.05000,  1.01792206
 7250.05000,  1.01955003
 7251.05000,  1.01958044
 7252.05000,  1.02071340
 7253.05000,  1.01685500
 7254.05000,  1.01989149
 7255.05000,  1.02844876
 7256.05000,  1.01230128
 7257.05000,  1.01820256
 7258.05000,  1.01520818
 7259.05000,  1.01989790
 7260.05000,  1.01778246
 7261.05000,  1.01541688
 7262.05000,  1.01523471
 7263.05000,  1.08431798
 7264.05000,  1.04698365
 7265.05000,  0.99417059
 7266.05000,  1.00950782
 7267.05000,  1.01076996
 7268.05000,  1.01579699
 7269.05000,  1.00893830
 7270.05000,  1.00698152
 7271.05000,  1.00540953
 7272.05000,  1.01159430
 7273.05000,  1.00816143
 7274.05000,  1.00145946
 7275.05000,  1.00155653
 7276.05000,  1.00097396
 7277.05000,  0.99979885
 7278.05000,  0.99738724
 7279.05000,  0.99482449
 7280.05000,  0.99795936
 7281.05000,  0.99652635
 7282.05000,  0.99495201
 7283.05000,  0.99168130
 7284.05000,  0.99361745
 7285.05000,  0.99276520
 7286.05000,  0.99375363
 7287.05000,  0.98913256
 7288.05000,  0.99357879
 7289.05000,  0.98964588
 7290.05000,  0.99371719
 7291.05000,  0.99003911
 7292.05000,  0.98976992
 7293.05000,  0.99198667
 7294.05000,  0.99463568
 7295.05000,  0.99084662
 7296.05000,  0.99044949
 7297.05000,  0.98948458
 7298.05000,  0.98853401
 7299.05000,  0.99226298
 7300.05000,  0.99001748
 7301.05000,  0.98853315
 7302.05000,  0.99043548
 7303.05000,  0.99053631
 7304.05000,  0.98882151
 7305.05000,  0.99286459
 7306.05000,  0.98960416
 7307.05000,  0.98937007
 7308.05000,  0.99385734
 7309.05000,  0.99280553
 7310.05000,  0.99048479
 7311.05000,  0.99246909
 7312.05000,  0.99220602
