#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flakydark_Fe_4.001: FeXANES_GT15_flakydark_Fe_4.001
#------------------------------------------
# energy, FeXANES_GT15_flakydark_Fe_4.001
 7032.05000,  8.51413e-4
 7037.05000,  5.53574e-4
 7042.05000,  1.09770e-4
 7047.05000, -8.15951e-5
 7052.05000, -1.54719e-4
 7057.05000, -3.59723e-4
 7062.05000, -5.57209e-4
 7067.05000, -1.87350e-4
 7072.05000, -7.35287e-5
 7077.05000,  3.75719e-4
 7082.05000,  3.75062e-4
 7087.05000,  7.80817e-4
 7092.05000,  0.00253780
 7097.05000,  0.00324551
 7102.05000,  0.00721884
 7102.35000,  0.00950216
 7102.65000,  0.00991331
 7102.95000,  0.01043609
 7103.25000,  0.01079455
 7103.55000,  0.01105744
 7103.85000,  0.01161999
 7104.15000,  0.01187661
 7104.45000,  0.01228894
 7104.75000,  0.01292934
 7105.05000,  0.01312152
 7105.35000,  0.01357130
 7105.65000,  0.01426033
 7105.95000,  0.01496148
 7106.25000,  0.01550068
 7106.55000,  0.01630923
 7106.85000,  0.01662791
 7107.15000,  0.01753806
 7107.45000,  0.01808517
 7107.75000,  0.01937013
 7108.05000,  0.02008663
 7108.35000,  0.02122161
 7108.65000,  0.02239688
 7108.95000,  0.02422762
 7109.25000,  0.02576012
 7109.55000,  0.02878107
 7109.85000,  0.03218838
 7110.15000,  0.03596723
 7110.45000,  0.04183196
 7110.75000,  0.04594178
 7111.05000,  0.04871799
 7111.35000,  0.05212837
 7111.65000,  0.05618374
 7111.95000,  0.05925796
 7112.25000,  0.06322335
 7112.55000,  0.06619274
 7112.85000,  0.06993585
 7113.15000,  0.07131889
 7113.45000,  0.07264599
 7113.75000,  0.07338983
 7114.05000,  0.07316029
 7114.35000,  0.07307325
 7114.65000,  0.07366533
 7114.95000,  0.07599185
 7115.25000,  0.07823805
 7115.55000,  0.08814261
 7115.85000,  0.09079856
 7116.15000,  0.10676594
 7116.45000,  0.12592522
 7116.75000,  0.14137314
 7117.05000,  0.17250895
 7117.35000,  0.19369201
 7117.65000,  0.23475639
 7117.95000,  0.27232208
 7118.25000,  0.31489226
 7118.55000,  0.33808729
 7118.85000,  0.38897266
 7119.15000,  0.47167006
 7119.45000,  0.52590081
 7119.75000,  0.56003202
 7120.05000,  0.61310288
 7120.35000,  0.64635239
 7120.65000,  0.66753396
 7120.95000,  0.70508469
 7121.25000,  0.72189889
 7121.55000,  0.76681140
 7121.85000,  0.80528055
 7122.15000,  0.84751680
 7122.45000,  0.88622152
 7122.75000,  0.92097857
 7123.05000,  0.97366789
 7123.35000,  1.00788843
 7123.65000,  1.02946461
 7123.95000,  1.07276372
 7124.25000,  1.09765596
 7124.55000,  1.10550537
 7124.85000,  1.12112354
 7125.15000,  1.13863186
 7125.45000,  1.15266318
 7125.75000,  1.16106597
 7126.05000,  1.17704749
 7126.35000,  1.18211398
 7126.65000,  1.19256609
 7126.95000,  1.19562533
 7127.25000,  1.21514766
 7127.55000,  1.23035856
 7127.85000,  1.24684914
 7128.15000,  1.26257663
 7128.45000,  1.27605011
 7128.75000,  1.28107503
 7129.05000,  1.28550901
 7129.35000,  1.28701502
 7129.65000,  1.27456535
 7129.95000,  1.26765836
 7130.25000,  1.25006137
 7130.55000,  1.23212617
 7130.85000,  1.21534688
 7131.15000,  1.20171421
 7131.45000,  1.18848482
 7131.75000,  1.16974936
 7132.05000,  1.15726625
 7133.05000,  1.11547897
 7134.05000,  1.08320812
 7135.05000,  1.06203276
 7136.05000,  1.03310846
 7137.05000,  1.02217622
 7138.05000,  1.01250318
 7139.05000,  1.00956604
 7140.05000,  1.01427326
 7141.05000,  1.01930079
 7142.05000,  1.01583545
 7143.05000,  1.00691653
 7144.05000,  0.99626488
 7145.05000,  0.98136623
 7146.05000,  0.96476354
 7147.05000,  0.94522531
 7148.05000,  0.93630431
 7149.05000,  0.91471604
 7150.05000,  0.90816372
 7151.05000,  0.90075210
 7152.05000,  0.89685895
 7153.05000,  0.89988297
 7154.05000,  0.90411879
 7155.05000,  0.90918022
 7156.05000,  0.91177294
 7157.05000,  0.91852401
 7158.05000,  0.92637264
 7159.05000,  0.93431967
 7160.05000,  0.94006445
 7161.05000,  0.94684965
 7162.05000,  0.95983541
 7163.05000,  0.96872968
 7164.05000,  0.98174909
 7165.05000,  0.98954312
 7166.05000,  0.99440550
 7167.05000,  0.99715119
 7168.05000,  1.00227576
 7169.05000,  1.00550505
 7170.05000,  1.00605678
 7171.05000,  1.01302794
 7172.05000,  1.01623042
 7173.05000,  1.02194168
 7174.05000,  1.02988377
 7175.05000,  1.03542796
 7176.05000,  1.03978474
 7177.05000,  1.04004162
 7178.05000,  1.04140807
 7179.05000,  1.04345556
 7180.05000,  1.04358148
 7181.05000,  1.04298115
 7182.05000,  1.04233843
 7183.05000,  1.04190117
 7184.05000,  1.04428258
 7185.05000,  1.03887975
 7186.05000,  1.03825943
 7187.05000,  1.03896577
 7188.05000,  1.03623342
 7189.05000,  1.03163959
 7190.05000,  1.02655363
 7191.05000,  1.02069373
 7192.05000,  1.01669071
 7193.05000,  1.01438883
 7194.05000,  1.00987004
 7195.05000,  1.00590058
 7196.05000,  1.00276446
 7197.05000,  1.00143750
 7198.05000,  0.99771955
 7199.05000,  0.99319972
 7200.05000,  0.99205522
 7201.05000,  0.98767357
 7202.05000,  0.98711424
 7203.05000,  0.98372054
 7204.05000,  0.98376798
 7205.05000,  0.98331603
 7206.05000,  0.98131181
 7207.05000,  0.98359591
 7208.05000,  0.98176291
 7209.05000,  0.98295669
 7210.05000,  0.98439118
 7211.05000,  0.98568134
 7212.05000,  0.98297780
 7213.05000,  0.98597537
 7214.05000,  0.98441725
 7215.05000,  0.98720926
 7216.05000,  0.98769758
 7217.05000,  0.98662444
 7218.05000,  0.98904556
 7219.05000,  0.98651427
 7220.05000,  0.98574563
 7221.05000,  0.98525410
 7222.05000,  0.98538187
 7223.05000,  0.98463111
 7224.05000,  0.98796823
 7225.05000,  0.98837942
 7226.05000,  0.99008227
 7227.05000,  0.98550909
 7228.05000,  0.98435843
 7229.05000,  0.98783756
 7230.05000,  0.98695401
 7231.05000,  0.98721744
 7232.05000,  0.98547625
 7233.05000,  0.98685128
 7234.05000,  0.98518723
 7235.05000,  0.98997064
 7236.05000,  0.99227116
 7237.05000,  0.99053029
 7238.05000,  0.99409410
 7239.05000,  0.99101494
 7240.05000,  0.99877409
 7241.05000,  1.00099226
 7242.05000,  1.00447199
 7243.05000,  1.00539391
 7244.05000,  1.00925537
 7245.05000,  1.01038194
 7246.05000,  1.01075398
 7247.05000,  1.01768922
 7248.05000,  1.01580400
 7249.05000,  1.01055156
 7250.05000,  1.01154340
 7251.05000,  1.01636193
 7252.05000,  1.01284503
 7253.05000,  1.01275193
 7254.05000,  1.01738592
 7255.05000,  1.02068533
 7256.05000,  1.00908231
 7257.05000,  1.01184991
 7258.05000,  1.01228670
 7259.05000,  1.01619656
 7260.05000,  1.01383371
 7261.05000,  1.01739805
 7262.05000,  1.01346651
 7263.05000,  1.05207813
 7264.05000,  1.05317086
 7265.05000,  0.94862254
 7266.05000,  1.01142647
 7267.05000,  1.01317651
 7268.05000,  1.02062597
 7269.05000,  1.00464102
 7270.05000,  1.00417833
 7271.05000,  1.00533417
 7272.05000,  1.01050648
 7273.05000,  1.01363920
 7274.05000,  1.00380416
 7275.05000,  1.00409493
 7276.05000,  1.00477673
 7277.05000,  1.00277666
 7278.05000,  1.00223485
 7279.05000,  1.00421945
 7280.05000,  1.00434543
 7281.05000,  0.99878300
 7282.05000,  1.00209966
 7283.05000,  1.00373885
 7284.05000,  1.00327715
 7285.05000,  1.00124150
 7286.05000,  0.99726748
 7287.05000,  0.99838838
