#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_super_dark_Fe_14.001: FeXANES_GT15_super_dark_Fe_14.001
#------------------------------------------
# energy, FeXANES_GT15_super_dark_Fe_14.001
 7032.05000,  4.52195e-4
 7037.05000,  4.78053e-4
 7042.05000,  6.54286e-6
 7047.05000, -1.10707e-5
 7052.05000, -1.01571e-4
 7057.05000, -2.65503e-4
 7062.05000, -2.39385e-4
 7067.05000, -3.57916e-4
 7072.05000, -2.79940e-4
 7077.05000,  2.50783e-4
 7082.05000,  5.20007e-4
 7087.05000,  8.95653e-4
 7092.05000,  0.00267794
 7097.05000,  0.00441427
 7102.05000,  0.00770715
 7102.35000,  0.00784829
 7102.65000,  0.00830590
 7102.95000,  0.00905127
 7103.25000,  0.00945857
 7103.55000,  0.00972559
 7103.85000,  0.00968745
 7104.15000,  0.01026240
 7104.45000,  0.01061454
 7104.75000,  0.01072025
 7105.05000,  0.01110056
 7105.35000,  0.01189453
 7105.65000,  0.01250505
 7105.95000,  0.01291217
 7106.25000,  0.01341120
 7106.55000,  0.01394428
 7106.85000,  0.01455730
 7107.15000,  0.01547843
 7107.45000,  0.01552830
 7107.75000,  0.01667026
 7108.05000,  0.01751144
 7108.35000,  0.01864070
 7108.65000,  0.02026806
 7108.95000,  0.02076238
 7109.25000,  0.02362120
 7109.55000,  0.02559473
 7109.85000,  0.02894580
 7110.15000,  0.03373359
 7110.45000,  0.03949304
 7110.75000,  0.04408478
 7111.05000,  0.04614866
 7111.35000,  0.04912921
 7111.65000,  0.04995783
 7111.95000,  0.05053170
 7112.25000,  0.05092160
 7112.55000,  0.05226487
 7112.85000,  0.05419272
 7113.15000,  0.05570938
 7113.45000,  0.05600828
 7113.75000,  0.05656276
 7114.05000,  0.05773193
 7114.35000,  0.05918468
 7114.65000,  0.05956982
 7114.95000,  0.06610458
 7115.25000,  0.07182249
 7115.55000,  0.07929436
 7115.85000,  0.08692261
 7116.15000,  0.10285093
 7116.45000,  0.11134005
 7116.75000,  0.13096461
 7117.05000,  0.16259005
 7117.35000,  0.20168868
 7117.65000,  0.23848172
 7117.95000,  0.28235026
 7118.25000,  0.33061155
 7118.55000,  0.38621533
 7118.85000,  0.43196796
 7119.15000,  0.50962451
 7119.45000,  0.56873796
 7119.75000,  0.62316519
 7120.05000,  0.65440688
 7120.35000,  0.69283447
 7120.65000,  0.72666267
 7120.95000,  0.74718120
 7121.25000,  0.78013423
 7121.55000,  0.80714605
 7121.85000,  0.87591654
 7122.15000,  0.91484305
 7122.45000,  0.97858239
 7122.75000,  1.00934638
 7123.05000,  1.06596783
 7123.35000,  1.12376605
 7123.65000,  1.19409380
 7123.95000,  1.19533611
 7124.25000,  1.25763328
 7124.55000,  1.29850901
 7124.85000,  1.32299513
 7125.15000,  1.34020564
 7125.45000,  1.35917557
 7125.75000,  1.36682575
 7126.05000,  1.38231546
 7126.35000,  1.38971649
 7126.65000,  1.40340354
 7126.95000,  1.40952685
 7127.25000,  1.42297322
 7127.55000,  1.44233729
 7127.85000,  1.45706315
 7128.15000,  1.47443061
 7128.45000,  1.49241374
 7128.75000,  1.49003441
 7129.05000,  1.49024510
 7129.35000,  1.47783631
 7129.65000,  1.46635089
 7129.95000,  1.41968544
 7130.25000,  1.37892900
 7130.55000,  1.33728422
 7130.85000,  1.30361508
 7131.15000,  1.26099550
 7131.45000,  1.23128696
 7131.75000,  1.21481004
 7132.05000,  1.17270900
 7133.05000,  1.11053016
 7134.05000,  1.06795578
 7135.05000,  1.05006762
 7136.05000,  0.99619679
 7137.05000,  0.97805524
 7138.05000,  0.97306440
 7139.05000,  0.97867243
 7140.05000,  0.99189131
 7141.05000,  1.00437355
 7142.05000,  1.00241009
 7143.05000,  0.99230681
 7144.05000,  0.97569884
 7145.05000,  0.95360358
 7146.05000,  0.94482505
 7147.05000,  0.92955747
 7148.05000,  0.90156060
 7149.05000,  0.89332663
 7150.05000,  0.88666320
 7151.05000,  0.88763636
 7152.05000,  0.89218517
 7153.05000,  0.90562239
 7154.05000,  0.91599613
 7155.05000,  0.92442602
 7156.05000,  0.93590256
 7157.05000,  0.94251081
 7158.05000,  0.95347690
 7159.05000,  0.96329596
 7160.05000,  0.97250590
 7161.05000,  0.98244522
 7162.05000,  0.99310274
 7163.05000,  1.00708126
 7164.05000,  1.01053485
 7165.05000,  1.02423406
 7166.05000,  1.02495401
 7167.05000,  1.03079430
 7168.05000,  1.03090613
 7169.05000,  1.03179492
 7170.05000,  1.03633431
 7171.05000,  1.04952788
 7172.05000,  1.05805458
 7173.05000,  1.06056942
 7174.05000,  1.06884882
 7175.05000,  1.07124829
 7176.05000,  1.07375460
 7177.05000,  1.07489353
 7178.05000,  1.07266120
 7179.05000,  1.06763747
 7180.05000,  1.06718487
 7181.05000,  1.06562406
 7182.05000,  1.06245516
 7183.05000,  1.05796840
 7184.05000,  1.05628963
 7185.05000,  1.05110483
 7186.05000,  1.05166713
 7187.05000,  1.04911492
 7188.05000,  1.04330485
 7189.05000,  1.04091989
 7190.05000,  1.03358381
 7191.05000,  1.02421185
 7192.05000,  1.01856569
 7193.05000,  1.01152206
 7194.05000,  1.00359644
 7195.05000,  0.99740827
 7196.05000,  0.99024616
 7197.05000,  0.98684286
 7198.05000,  0.98459746
 7199.05000,  0.98132308
 7200.05000,  0.97840251
 7201.05000,  0.98003608
 7202.05000,  0.98443306
 7203.05000,  0.98477714
 7204.05000,  0.98481458
 7205.05000,  0.99148214
 7206.05000,  0.99459461
 7207.05000,  0.99645736
 7208.05000,  0.99517890
 7209.05000,  0.99757389
 7210.05000,  0.99745622
 7211.05000,  0.99373879
 7212.05000,  0.99438262
 7213.05000,  1.00382321
 7214.05000,  1.00657867
 7215.05000,  1.00565250
 7216.05000,  1.00694208
 7217.05000,  1.00578395
 7218.05000,  1.00644332
 7219.05000,  1.00542604
 7220.05000,  1.00669157
 7221.05000,  1.00240053
 7222.05000,  1.00216756
 7223.05000,  0.99828784
 7224.05000,  0.99487449
 7225.05000,  0.99465971
 7226.05000,  0.99333542
 7227.05000,  0.99051221
 7228.05000,  0.98830110
 7229.05000,  0.98479589
 7230.05000,  0.97815874
 7231.05000,  0.97870408
 7232.05000,  0.97351697
 7233.05000,  0.97221235
 7234.05000,  0.97288618
 7235.05000,  0.97554975
 7236.05000,  0.97498304
 7237.05000,  0.98088178
 7238.05000,  0.98149891
 7239.05000,  0.98914534
 7240.05000,  0.99394276
 7241.05000,  1.00310993
 7242.05000,  1.01073183
 7243.05000,  1.01263813
 7244.05000,  1.02121281
 7245.05000,  1.02315834
 7246.05000,  1.02548833
 7247.05000,  1.03746052
 7248.05000,  1.02758274
 7249.05000,  1.02897188
 7250.05000,  1.03330503
 7251.05000,  1.03701288
 7252.05000,  1.04150372
 7253.05000,  1.03809647
 7254.05000,  1.04355776
 7255.05000,  1.05017423
 7256.05000,  1.03700168
 7257.05000,  1.03871627
 7258.05000,  1.03765072
 7259.05000,  1.03722179
 7260.05000,  1.03021610
 7261.05000,  1.03098292
 7262.05000,  1.02839844
 7263.05000,  1.03300840
 7264.05000,  1.03164510
 7265.05000,  0.93518747
 7266.05000,  1.00871568
 7267.05000,  1.00555338
 7268.05000,  1.00352503
 7269.05000,  1.00158140
 7270.05000,  1.00613367
 7271.05000,  1.00618645
 7272.05000,  1.00843063
 7273.05000,  1.00999674
 7274.05000,  1.00409596
 7275.05000,  1.00525232
 7276.05000,  1.00566910
 7277.05000,  1.00086879
 7278.05000,  0.99939975
 7279.05000,  0.99748915
 7280.05000,  0.99459144
 7281.05000,  0.99102780
 7282.05000,  0.99301330
 7283.05000,  0.99414511
 7284.05000,  0.99664575
 7285.05000,  0.99329921
 7286.05000,  0.99026448
 7287.05000,  0.98911714
 7288.05000,  0.98828357
 7289.05000,  0.98478992
 7290.05000,  0.98832619
 7291.05000,  0.98694217
 7292.05000,  0.98974708
 7293.05000,  0.99045457
 7294.05000,  0.99355798
 7295.05000,  0.99390312
 7296.05000,  0.99340759
 7297.05000,  0.99486812
 7298.05000,  0.99279233
 7299.05000,  0.99402501
 7300.05000,  0.99141188
 7301.05000,  0.99038368
 7302.05000,  0.98735802
 7303.05000,  0.98891655
 7304.05000,  0.98889198
 7305.05000,  0.98364678
