#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_Fe_6.001: FeXANES_GT5_flaky2_Fe_6.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_Fe_6.001
 7032.05000,  7.91549e-4
 7037.05000,  6.95048e-4
 7042.05000,  2.07310e-4
 7047.05000,  1.96858e-5
 7052.05000, -2.84062e-4
 7057.05000, -2.89431e-4
 7062.05000, -3.87939e-4
 7067.05000, -3.56160e-4
 7072.05000, -5.92089e-4
 7077.05000, -1.82220e-4
 7082.05000,  2.56295e-4
 7087.05000,  9.13561e-4
 7092.05000,  0.00167165
 7097.05000,  0.00288946
 7102.05000,  0.00696975
 7102.35000,  0.00721303
 7102.65000,  0.00788484
 7102.95000,  0.00808542
 7103.25000,  0.00833298
 7103.55000,  0.00833569
 7103.85000,  0.00905884
 7104.15000,  0.00978595
 7104.45000,  0.00978635
 7104.75000,  0.01046601
 7105.05000,  0.01068636
 7105.35000,  0.01153350
 7105.65000,  0.01156289
 7105.95000,  0.01190946
 7106.25000,  0.01238226
 7106.55000,  0.01383705
 7106.85000,  0.01384930
 7107.15000,  0.01487927
 7107.45000,  0.01504828
 7107.75000,  0.01621239
 7108.05000,  0.01685974
 7108.35000,  0.01744122
 7108.65000,  0.01973627
 7108.95000,  0.02119800
 7109.25000,  0.02329975
 7109.55000,  0.02592545
 7109.85000,  0.02954887
 7110.15000,  0.03345587
 7110.45000,  0.04071618
 7110.75000,  0.04369815
 7111.05000,  0.05240363
 7111.35000,  0.05606002
 7111.65000,  0.05992079
 7111.95000,  0.06355384
 7112.25000,  0.06799807
 7112.55000,  0.07143357
 7112.85000,  0.07530116
 7113.15000,  0.08165283
 7113.45000,  0.08723722
 7113.75000,  0.09380276
 7114.05000,  0.10340858
 7114.35000,  0.11435129
 7114.65000,  0.12239353
 7114.95000,  0.13191070
 7115.25000,  0.13647565
 7115.55000,  0.14299980
 7115.85000,  0.14773333
 7116.15000,  0.15214074
 7116.45000,  0.16203017
 7116.75000,  0.17514205
 7117.05000,  0.17539756
 7117.35000,  0.20407825
 7117.65000,  0.21367382
 7117.95000,  0.22630385
 7118.25000,  0.24649147
 7118.55000,  0.25619706
 7118.85000,  0.29316689
 7119.15000,  0.32781412
 7119.45000,  0.37202469
 7119.75000,  0.40830920
 7120.05000,  0.43751414
 7120.35000,  0.54964002
 7120.65000,  0.62480904
 7120.95000,  0.68008768
 7121.25000,  0.76612605
 7121.55000,  0.79018481
 7121.85000,  0.83978592
 7122.15000,  0.89228523
 7122.45000,  0.91857999
 7122.75000,  0.97091256
 7123.05000,  1.00387393
 7123.35000,  1.03275570
 7123.65000,  1.07418027
 7123.95000,  1.09987638
 7124.25000,  1.12330058
 7124.55000,  1.14068357
 7124.85000,  1.17065529
 7125.15000,  1.19333075
 7125.45000,  1.20689534
 7125.75000,  1.24005822
 7126.05000,  1.25974533
 7126.35000,  1.28388318
 7126.65000,  1.29670803
 7126.95000,  1.31784083
 7127.25000,  1.32815848
 7127.55000,  1.33830083
 7127.85000,  1.34773237
 7128.15000,  1.35461536
 7128.45000,  1.35946395
 7128.75000,  1.34544383
 7129.05000,  1.34698804
 7129.35000,  1.34092209
 7129.65000,  1.34163738
 7129.95000,  1.34052961
 7130.25000,  1.34020690
 7130.55000,  1.33770676
 7130.85000,  1.33900388
 7131.15000,  1.33979001
 7131.45000,  1.33429886
 7131.75000,  1.33316373
 7132.05000,  1.31182365
 7133.05000,  1.26243156
 7134.05000,  1.21871383
 7135.05000,  1.18458963
 7136.05000,  1.14543680
 7137.05000,  1.11472790
 7138.05000,  1.08977943
 7139.05000,  1.05092248
 7140.05000,  1.03416800
 7141.05000,  1.02159773
 7142.05000,  1.00864298
 7143.05000,  1.00856345
 7144.05000,  1.00792536
 7145.05000,  1.00122279
 7146.05000,  0.99271428
 7147.05000,  0.98034579
 7148.05000,  0.96806428
 7149.05000,  0.96514989
 7150.05000,  0.95213629
 7151.05000,  0.94772058
 7152.05000,  0.94114649
 7153.05000,  0.93804287
 7154.05000,  0.92588463
 7155.05000,  0.92191024
 7156.05000,  0.91816746
 7157.05000,  0.92247460
 7158.05000,  0.92682512
 7159.05000,  0.93181939
 7160.05000,  0.93989477
 7161.05000,  0.96202363
 7162.05000,  0.97148619
 7163.05000,  0.98323026
 7164.05000,  0.99113904
 7165.05000,  1.00469863
 7166.05000,  1.01140375
 7167.05000,  1.02490550
 7168.05000,  1.03973962
 7169.05000,  1.05471471
 7170.05000,  1.06500309
 7171.05000,  1.07011058
 7172.05000,  1.07900721
 7173.05000,  1.08525830
 7174.05000,  1.08857306
 7175.05000,  1.09180044
 7176.05000,  1.09199649
 7177.05000,  1.08873014
 7178.05000,  1.08570622
 7179.05000,  1.08427382
 7180.05000,  1.07825289
 7181.05000,  1.07285423
 7182.05000,  1.07343012
 7183.05000,  1.06665774
 7184.05000,  1.06757969
 7185.05000,  1.06790773
 7186.05000,  1.06621413
 7187.05000,  1.06818886
 7188.05000,  1.06577692
 7189.05000,  1.06411491
 7190.05000,  1.05941066
 7191.05000,  1.05133834
 7192.05000,  1.05054602
 7193.05000,  1.04041550
 7194.05000,  1.03353767
 7195.05000,  1.02647852
 7196.05000,  1.02210321
 7197.05000,  1.02165025
 7198.05000,  1.01002766
 7199.05000,  1.00453023
 7200.05000,  1.00034127
 7201.05000,  0.99758837
 7202.05000,  0.98987187
 7203.05000,  0.98541923
 7204.05000,  0.98211596
 7205.05000,  0.97789417
 7206.05000,  0.96924125
 7207.05000,  0.96473308
 7208.05000,  0.96248748
 7209.05000,  0.96440126
 7210.05000,  0.95952823
 7211.05000,  0.96512966
 7212.05000,  0.96240401
 7213.05000,  0.96219408
 7214.05000,  0.96634585
 7215.05000,  0.96252161
 7216.05000,  0.96566722
 7217.05000,  0.96147882
 7218.05000,  0.96233423
 7219.05000,  0.96451387
 7220.05000,  0.96252056
 7221.05000,  0.96756968
 7222.05000,  0.95902919
 7223.05000,  0.96076112
 7224.05000,  0.95939370
 7225.05000,  0.95890161
 7226.05000,  0.96068560
 7227.05000,  0.96392389
 7228.05000,  0.96264269
 7229.05000,  0.95971255
 7230.05000,  0.96300298
 7231.05000,  0.96676837
 7232.05000,  0.96774612
 7233.05000,  0.97231658
 7234.05000,  0.97342467
 7235.05000,  0.97590506
 7236.05000,  0.98245932
 7237.05000,  0.98329253
 7238.05000,  0.98041623
 7239.05000,  0.98283895
 7240.05000,  0.97669173
 7241.05000,  0.97670888
 7242.05000,  0.97287578
 7243.05000,  0.97574206
 7244.05000,  0.97275102
 7245.05000,  0.96965973
 7246.05000,  0.97666851
 7247.05000,  0.97752546
 7248.05000,  0.97159240
 7249.05000,  0.96972290
 7250.05000,  0.96778955
 7251.05000,  0.96658356
 7252.05000,  0.96598950
 7253.05000,  0.96605222
 7254.05000,  0.97601179
 7255.05000,  0.98469951
 7256.05000,  0.96933215
 7257.05000,  0.98033902
 7258.05000,  0.98625286
 7259.05000,  0.99065779
 7260.05000,  0.97656149
 7261.05000,  0.98382668
 7262.05000,  0.99559704
 7263.05000,  1.01987227
 7264.05000,  1.01076994
 7265.05000,  1.01821263
 7266.05000,  1.02136372
 7267.05000,  1.02627444
 7268.05000,  1.03234032
 7269.05000,  1.03590858
 7270.05000,  1.04767326
 7271.05000,  1.05183619
 7272.05000,  1.05464557
 7273.05000,  1.05400319
 7274.05000,  1.05039661
 7275.05000,  1.05265901
 7276.05000,  1.05611385
 7277.05000,  1.05544933
 7278.05000,  1.05845898
 7279.05000,  1.05604186
 7280.05000,  1.05623619
 7281.05000,  1.05277572
 7282.05000,  1.05196433
 7283.05000,  1.04609445
 7284.05000,  1.04276062
 7285.05000,  1.04011192
 7286.05000,  1.03004312
 7287.05000,  1.02644066
 7288.05000,  1.02687056
 7289.05000,  1.02352320
 7290.05000,  1.01590598
 7291.05000,  1.00995337
 7292.05000,  1.01053180
 7293.05000,  1.00673288
 7294.05000,  1.00789309
 7295.05000,  1.00299650
 7296.05000,  1.00094840
 7297.05000,  1.00005234
 7298.05000,  1.00019651
 7299.05000,  1.00083288
 7300.05000,  0.99640634
 7301.05000,  0.99563293
 7302.05000,  0.99156228
 7303.05000,  0.98842156
 7304.05000,  0.98465427
 7305.05000,  0.98183489
 7306.05000,  0.97224736
 7307.05000,  0.97149480
 7308.05000,  0.96691629
 7309.05000,  0.96526430
 7310.05000,  0.96514326
 7311.05000,  0.96647468
 7312.05000,  0.96544735
