#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_FeXRD_16.001: FeXANES_GT5_flaky2_FeXRD_16.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_FeXRD_16.001
 7032.05000,  2.18247e-4
 7037.05000,  6.27907e-4
 7042.05000,  3.59256e-4
 7047.05000,  1.77540e-4
 7052.05000, -4.56235e-5
 7057.05000, -2.48530e-4
 7062.05000, -2.23013e-4
 7067.05000, -2.78626e-4
 7072.05000, -2.24932e-4
 7077.05000, -1.29953e-4
 7082.05000,  3.21192e-4
 7087.05000,  2.92690e-4
 7092.05000,  0.00153880
 7097.05000,  0.00332827
 7102.05000,  0.00482457
 7102.35000,  0.00595975
 7102.65000,  0.00594532
 7102.95000,  0.00626595
 7103.25000,  0.00616024
 7103.55000,  0.00674371
 7103.85000,  0.00706478
 7104.15000,  0.00736046
 7104.45000,  0.00745033
 7104.75000,  0.00790183
 7105.05000,  0.00800435
 7105.35000,  0.00803895
 7105.65000,  0.00838040
 7105.95000,  0.00836203
 7106.25000,  0.00904817
 7106.55000,  0.00925201
 7106.85000,  0.00998294
 7107.15000,  0.01054615
 7107.45000,  0.01104713
 7107.75000,  0.01148875
 7108.05000,  0.01253571
 7108.35000,  0.01297405
 7108.65000,  0.01345160
 7108.95000,  0.01460338
 7109.25000,  0.01575308
 7109.55000,  0.01681856
 7109.85000,  0.01822660
 7110.15000,  0.02116562
 7110.45000,  0.02346233
 7110.75000,  0.02693625
 7111.05000,  0.03034575
 7111.35000,  0.03312288
 7111.65000,  0.03802065
 7111.95000,  0.04259581
 7112.25000,  0.04792332
 7112.55000,  0.05167532
 7112.85000,  0.05643727
 7113.15000,  0.05795371
 7113.45000,  0.05821987
 7113.75000,  0.05815436
 7114.05000,  0.05441959
 7114.35000,  0.05188830
 7114.65000,  0.05110091
 7114.95000,  0.04955466
 7115.25000,  0.05086152
 7115.55000,  0.05247300
 7115.85000,  0.05749835
