#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flakysmooth2_Fe_9.001: FeXANES_GT5_flakysmooth2_Fe_9.001
#------------------------------------------
# energy, FeXANES_GT5_flakysmooth2_Fe_9.001
 7032.05000, -0.00112641
 7037.05000,  5.84640e-4
 7042.05000,  2.04535e-4
 7047.05000, -6.55296e-5
 7052.05000, -1.64814e-4
 7057.05000, -3.00459e-4
 7062.05000, -5.04211e-4
 7067.05000, -4.28038e-4
 7072.05000, -3.80222e-4
 7077.05000,  1.13245e-4
 7082.05000,  9.40853e-4
 7087.05000,  0.00117186
 7092.05000,  0.00355828
 7097.05000,  0.00558516
 7102.05000,  0.01135476
 7102.35000,  0.01152535
 7102.65000,  0.01186297
 7102.95000,  0.01238151
 7103.25000,  0.01312222
 7103.55000,  0.01325579
 7103.85000,  0.01376781
 7104.15000,  0.01433229
 7104.45000,  0.01469781
 7104.75000,  0.01561360
 7105.05000,  0.01597552
 7105.35000,  0.01650231
 7105.65000,  0.01768195
 7105.95000,  0.01796428
 7106.25000,  0.01903823
 7106.55000,  0.01948270
 7106.85000,  0.02032260
 7107.15000,  0.02072606
 7107.45000,  0.02263903
 7107.75000,  0.02381780
 7108.05000,  0.02471162
 7108.35000,  0.02712096
 7108.65000,  0.02870141
 7108.95000,  0.03087801
 7109.25000,  0.03300894
 7109.55000,  0.03738945
 7109.85000,  0.04264300
 7110.15000,  0.04837604
 7110.45000,  0.05938163
 7110.75000,  0.06546898
 7111.05000,  0.07158279
 7111.35000,  0.07555406
 7111.65000,  0.07571399
 7111.95000,  0.07555456
 7112.25000,  0.07650453
 7112.55000,  0.07868730
 7112.85000,  0.08168161
 7113.15000,  0.08378641
 7113.45000,  0.08386448
 7113.75000,  0.08504562
 7114.05000,  0.08856493
 7114.35000,  0.09354165
 7114.65000,  0.09887625
 7114.95000,  0.10881900
 7115.25000,  0.11407559
 7115.55000,  0.13282929
 7115.85000,  0.14865031
 7116.15000,  0.16463003
 7116.45000,  0.19041024
 7116.75000,  0.22153317
 7117.05000,  0.26961037
 7117.35000,  0.29248970
 7117.65000,  0.37314034
 7117.95000,  0.42160458
 7118.25000,  0.50654612
 7118.55000,  0.52731870
 7118.85000,  0.61614774
 7119.15000,  0.69692903
 7119.45000,  0.74004935
 7119.75000,  0.80459981
 7120.05000,  0.82436756
 7120.35000,  0.86682310
 7120.65000,  0.89710160
 7120.95000,  0.93127706
 7121.25000,  0.96093299
 7121.55000,  0.98415283
 7121.85000,  1.02531344
 7122.15000,  1.05196322
 7122.45000,  1.08904259
 7122.75000,  1.13599140
 7123.05000,  1.16906794
 7123.35000,  1.19886411
 7123.65000,  1.22468240
 7123.95000,  1.23901400
 7124.25000,  1.24969395
 7124.55000,  1.25675730
 7124.85000,  1.25895512
 7125.15000,  1.25760100
 7125.45000,  1.25346199
 7125.75000,  1.25070438
 7126.05000,  1.24939661
 7126.35000,  1.24077112
 7126.65000,  1.23914388
 7126.95000,  1.23510624
 7127.25000,  1.23191410
 7127.55000,  1.23329777
 7127.85000,  1.23459171
 7128.15000,  1.23505077
 7128.45000,  1.23279029
 7128.75000,  1.23358621
 7129.05000,  1.23388227
 7129.35000,  1.22360237
 7129.65000,  1.21932918
 7129.95000,  1.20747087
 7130.25000,  1.19310048
 7130.55000,  1.18585215
 7130.85000,  1.16130157
 7131.15000,  1.13525036
 7131.45000,  1.11777104
 7131.75000,  1.10324783
 7132.05000,  1.08492605
 7133.05000,  1.04408232
