#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_FeTiXRD_striated2_1.001: FeXANES_GT15_FeTiXRD_striated2_1.001
#------------------------------------------
# energy, FeXANES_GT15_FeTiXRD_striated2_1.001
 7032.05000,  0.00121574
 7037.05000,  8.15990e-4
 7042.05000,  4.00506e-4
 7047.05000,  2.13597e-5
 7052.05000, -1.82025e-4
 7057.05000, -4.65192e-4
 7062.05000, -6.11112e-4
 7067.05000, -5.81690e-4
 7072.05000, -4.66833e-4
 7077.05000, -7.05000e-4
 7082.05000,  3.22814e-4
 7087.05000,  0.00145118
 7092.05000,  0.00251264
 7097.05000,  0.00569051
 7102.05000,  0.00924185
 7102.35000,  0.01111335
 7102.65000,  0.01175992
 7102.95000,  0.01200041
 7103.25000,  0.01257117
 7103.55000,  0.01303373
 7103.85000,  0.01367919
 7104.15000,  0.01430940
 7104.45000,  0.01481904
 7104.75000,  0.01560435
 7105.05000,  0.01613968
 7105.35000,  0.01661026
 7105.65000,  0.01683806
 7105.95000,  0.01797695
 7106.25000,  0.01890029
 7106.55000,  0.02003491
 7106.85000,  0.02060144
 7107.15000,  0.02172562
 7107.45000,  0.02293713
 7107.75000,  0.02406944
 7108.05000,  0.02459432
 7108.35000,  0.02649225
 7108.65000,  0.02821237
 7108.95000,  0.03046928
 7109.25000,  0.03250979
 7109.55000,  0.03640120
 7109.85000,  0.04126975
 7110.15000,  0.04722468
 7110.45000,  0.05328497
 7110.75000,  0.06397452
 7111.05000,  0.07337537
 7111.35000,  0.08208706
 7111.65000,  0.08958937
 7111.95000,  0.10097652
 7112.25000,  0.11492367
 7112.55000,  0.12391670
 7112.85000,  0.12791676
 7113.15000,  0.13401634
 7113.45000,  0.13734474
 7113.75000,  0.14279124
 7114.05000,  0.14978880
 7114.35000,  0.15901563
 7114.65000,  0.16623957
 7114.95000,  0.17590497
 7115.25000,  0.18117876
 7115.55000,  0.18671310
 7115.85000,  0.19432153
 7116.15000,  0.20057616
 7116.45000,  0.21258475
 7116.75000,  0.23127114
 7117.05000,  0.24844979
 7117.35000,  0.26672736
 7117.65000,  0.28090242
 7117.95000,  0.28927841
 7118.25000,  0.31710705
 7118.55000,  0.33919064
 7118.85000,  0.36880963
 7119.15000,  0.40558448
 7119.45000,  0.45279160
 7119.75000,  0.49775527
 7120.05000,  0.55253711
 7120.35000,  0.60652473
 7120.65000,  0.65961826
 7120.95000,  0.68807235
 7121.25000,  0.76009152
 7121.55000,  0.79090804
 7121.85000,  0.82696339
 7122.15000,  0.86335737
 7122.45000,  0.88860861
 7122.75000,  0.91286995
 7123.05000,  0.93367080
 7123.35000,  0.95474580
 7123.65000,  0.96697250
 7123.95000,  0.98517946
 7124.25000,  1.00059297
 7124.55000,  1.00980548
 7124.85000,  1.01859251
 7125.15000,  1.03029202
 7125.45000,  1.03718838
 7125.75000,  1.04222027
 7126.05000,  1.05186863
 7126.35000,  1.06102810
 7126.65000,  1.07536936
 7126.95000,  1.08613759
 7127.25000,  1.09728737
 7127.55000,  1.10770636
 7127.85000,  1.11560217
 7128.15000,  1.12054554
 7128.45000,  1.12430707
 7128.75000,  1.12681077
 7129.05000,  1.13810581
 7129.35000,  1.13818776
 7129.65000,  1.14143552
 7129.95000,  1.14474935
 7130.25000,  1.14549475
 7130.55000,  1.15092702
 7130.85000,  1.15103385
 7131.15000,  1.15092916
 7131.45000,  1.14989960
 7131.75000,  1.14207300
 7132.05000,  1.13603109
 7133.05000,  1.11122954
 7134.05000,  1.08005542
 7135.05000,  1.06242032
 7136.05000,  1.04317808
 7137.05000,  1.03097196
 7138.05000,  1.01603067
 7139.05000,  0.99978350
 7140.05000,  0.98750922
 7141.05000,  0.98147780
 7142.05000,  0.98113270
 7143.05000,  0.98594087
 7144.05000,  0.99290155
 7145.05000,  0.99609065
 7146.05000,  0.99869968
 7147.05000,  0.98616674
 7148.05000,  0.97783948
 7149.05000,  0.97339907
 7150.05000,  0.96304166
 7151.05000,  0.95727771
 7152.05000,  0.94914951
 7153.05000,  0.94308292
 7154.05000,  0.94077079
 7155.05000,  0.93286344
 7156.05000,  0.93107881
 7157.05000,  0.93042929
 7158.05000,  0.93842691
 7159.05000,  0.93848387
 7160.05000,  0.94515303
 7161.05000,  0.94859782
 7162.05000,  0.95104026
 7163.05000,  0.95749304
 7164.05000,  0.96039716
 7165.05000,  0.96681890
 7166.05000,  0.97156996
 7167.05000,  0.98053154
 7168.05000,  0.98605617
 7169.05000,  0.99877368
 7170.05000,  1.00812059
 7171.05000,  1.01117077
 7172.05000,  1.01700347
 7173.05000,  1.02232922
 7174.05000,  1.02537820
 7175.05000,  1.03289972
 7176.05000,  1.04195058
 7177.05000,  1.04612911
 7178.05000,  1.05156123
 7179.05000,  1.05107691
 7180.05000,  1.05301424
 7181.05000,  1.05325694
 7182.05000,  1.05439971
 7183.05000,  1.05314799
 7184.05000,  1.05282425
 7185.05000,  1.05148769
 7186.05000,  1.05270364
 7187.05000,  1.04273832
 7188.05000,  1.04349181
 7189.05000,  1.04448510
 7190.05000,  1.04075765
 7191.05000,  1.03961595
 7192.05000,  1.03900617
 7193.05000,  1.03182312
 7194.05000,  1.02630465
 7195.05000,  1.02492580
 7196.05000,  1.01713038
 7197.05000,  1.01392077
 7198.05000,  1.00742914
 7199.05000,  1.00070291
 7200.05000,  0.99984968
 7201.05000,  0.99628996
 7202.05000,  0.99106902
 7203.05000,  0.99306257
 7204.05000,  0.99362064
 7205.05000,  0.98868900
 7206.05000,  0.98817583
 7207.05000,  0.98754962
 7208.05000,  0.99175990
 7209.05000,  0.99201074
 7210.05000,  0.99349072
 7211.05000,  0.99403210
 7212.05000,  0.99159852
 7213.05000,  0.99964784
 7214.05000,  0.99730382
 7215.05000,  0.99836701
 7216.05000,  0.99476481
 7217.05000,  0.99634266
 7218.05000,  0.99974319
 7219.05000,  1.00099312
 7220.05000,  1.00308431
 7221.05000,  1.00293738
 7222.05000,  1.00414943
 7223.05000,  1.00606288
 7224.05000,  1.00722688
 7225.05000,  1.00920882
 7226.05000,  1.00570060
 7227.05000,  1.00428541
 7228.05000,  1.00346527
 7229.05000,  1.00322554
 7230.05000,  1.00538066
 7231.05000,  1.00504857
 7232.05000,  1.00214280
 7233.05000,  1.00356922
 7234.05000,  1.00237644
 7235.05000,  1.00166749
 7236.05000,  1.00024632
 7237.05000,  1.00221996
 7238.05000,  0.99855191
 7239.05000,  0.99393909
 7240.05000,  0.99584998
 7241.05000,  0.99405052
 7242.05000,  0.99527661
 7243.05000,  0.99217989
 7244.05000,  0.98948636
 7245.05000,  0.98669620
 7246.05000,  0.98316912
 7247.05000,  0.98297744
 7248.05000,  0.97858634
 7249.05000,  0.97637027
 7250.05000,  0.97971715
 7251.05000,  0.98907421
 7252.05000,  0.99275317
 7253.05000,  0.98781046
 7254.05000,  0.99572529
 7255.05000,  1.00605634
 7256.05000,  0.99057658
 7257.05000,  0.99443268
 7258.05000,  1.00047487
 7259.05000,  1.00716660
 7260.05000,  1.00449087
 7261.05000,  1.01156304
 7262.05000,  1.01422028
 7263.05000,  1.04385400
 7264.05000,  1.05997803
 7265.05000,  1.01866080
 7266.05000,  1.01273273
 7267.05000,  1.01286692
 7268.05000,  1.01916527
 7269.05000,  1.01421036
 7270.05000,  1.01594374
 7271.05000,  1.01945649
 7272.05000,  1.02293105
 7273.05000,  1.02058324
 7274.05000,  1.01149216
 7275.05000,  1.00989319
 7276.05000,  1.01064507
 7277.05000,  1.01149448
 7278.05000,  1.01062883
 7279.05000,  1.00738449
 7280.05000,  1.01507449
 7281.05000,  1.00770663
 7282.05000,  1.00457655
 7283.05000,  1.00215019
 7284.05000,  1.00079246
 7285.05000,  0.99556473
 7286.05000,  0.99438406
 7287.05000,  0.99275364
 7288.05000,  0.99016404
 7289.05000,  0.98946084
 7290.05000,  0.99121340
 7291.05000,  0.99225412
 7292.05000,  0.99046276
 7293.05000,  0.99227926
 7294.05000,  0.98934366
 7295.05000,  0.98944089
 7296.05000,  0.99394532
 7297.05000,  0.99281443
 7298.05000,  0.99107908
 7299.05000,  0.99236533
 7300.05000,  0.98648060
 7301.05000,  0.98493758
 7302.05000,  0.98489972
 7303.05000,  0.98496291
 7304.05000,  0.98823529
 7305.05000,  0.98509067
 7306.05000,  0.98645693
 7307.05000,  0.98678615
 7308.05000,  0.98675181
 7309.05000,  0.98726230
 7310.05000,  0.98507328
 7311.05000,  0.98253132
 7312.05000,  0.98365386
