#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flakysmooth2_Fe_22.001: FeXANES_GT5_flakysmooth2_Fe_22.001
#------------------------------------------
# energy, FeXANES_GT5_flakysmooth2_Fe_22.001
 7032.05000,  0.00164564
 7037.05000,  0.00104711
 7042.05000,  8.89022e-4
 7047.05000,  3.18674e-4
 7052.05000,  1.36281e-5
 7057.05000, -3.17028e-4
 7062.05000, -7.55568e-4
 7067.05000, -6.62673e-4
 7072.05000, -5.96176e-4
 7077.05000, -4.10049e-4
 7082.05000,  2.93341e-4
 7087.05000,  0.00122683
 7092.05000,  0.00229302
 7097.05000,  0.00539971
 7102.05000,  0.00859161
 7102.35000,  0.00958648
 7102.65000,  0.01027319
 7102.95000,  0.01053395
 7103.25000,  0.01104772
 7103.55000,  0.01100809
 7103.85000,  0.01138111
 7104.15000,  0.01227059
 7104.45000,  0.01246373
 7104.75000,  0.01299660
 7105.05000,  0.01292421
 7105.35000,  0.01338983
 7105.65000,  0.01374518
 7105.95000,  0.01412528
 7106.25000,  0.01459013
 7106.55000,  0.01627389
 7106.85000,  0.01723347
 7107.15000,  0.01860180
 7107.45000,  0.01982151
 7107.75000,  0.02102773
 7108.05000,  0.02185563
 7108.35000,  0.02438729
 7108.65000,  0.02559275
 7108.95000,  0.02817403
 7109.25000,  0.03086799
 7109.55000,  0.03395201
 7109.85000,  0.03801581
 7110.15000,  0.04112865
 7110.45000,  0.04987267
 7110.75000,  0.05777732
 7111.05000,  0.06116208
 7111.35000,  0.06855403
 7111.65000,  0.07427238
 7111.95000,  0.08783597
 7112.25000,  0.10231399
 7112.55000,  0.11636756
 7112.85000,  0.11963662
 7113.15000,  0.11149030
 7113.45000,  0.10881479
 7113.75000,  0.09731085
 7114.05000,  0.09071468
 7114.35000,  0.09033632
 7114.65000,  0.08784973
 7114.95000,  0.08902032
 7115.25000,  0.09027319
 7115.55000,  0.09043831
 7115.85000,  0.10275520
 7116.15000,  0.11913989
 7116.45000,  0.12851239
 7116.75000,  0.14739045
 7117.05000,  0.16067246
 7117.35000,  0.17649831
 7117.65000,  0.21004373
 7117.95000,  0.22491915
 7118.25000,  0.25849922
 7118.55000,  0.27871987
 7118.85000,  0.32278125
 7119.15000,  0.36117598
 7119.45000,  0.38883483
 7119.75000,  0.44522927
 7120.05000,  0.48391613
 7120.35000,  0.52809165
 7120.65000,  0.56814355
 7120.95000,  0.59897164
 7121.25000,  0.62609377
 7121.55000,  0.66232101
 7121.85000,  0.70072347
 7122.15000,  0.74030784
 7122.45000,  0.78255953
 7122.75000,  0.81379026
 7123.05000,  0.87277631
 7123.35000,  0.92140481
 7123.65000,  0.97666278
 7123.95000,  1.03785211
 7124.25000,  1.09926251
 7124.55000,  1.11355413
 7124.85000,  1.18316860
 7125.15000,  1.21878316
 7125.45000,  1.24540376
 7125.75000,  1.27617120
 7126.05000,  1.30235946
 7126.35000,  1.32503439
 7126.65000,  1.34613711
 7126.95000,  1.37548105
 7127.25000,  1.38765174
 7127.55000,  1.38867539
 7127.85000,  1.39453160
 7128.15000,  1.44635008
 7128.45000,  1.49289296
 7128.75000,  1.53117976
 7129.05000,  1.55646422
 7129.35000,  1.57445424
 7129.65000,  1.56996524
 7129.95000,  1.56225808
 7130.25000,  1.53972893
 7130.55000,  1.51570974
 7130.85000,  1.48205301
 7131.15000,  1.42183810
 7131.45000,  1.37994589
 7131.75000,  1.35205386
 7132.05000,  1.34523824
 7133.05000,  1.32412219
 7134.05000,  1.29147910
 7135.05000,  1.23227158
 7136.05000,  1.20802010
 7137.05000,  1.18532894
 7138.05000,  1.14985042
 7139.05000,  1.14018753
 7140.05000,  1.12317585
 7141.05000,  1.11636207
 7142.05000,  1.11477131
 7143.05000,  1.10448277
 7144.05000,  1.08757685
 7145.05000,  1.07369228
 7146.05000,  1.04643842
 7147.05000,  1.00818039
 7148.05000,  0.95838401
 7149.05000,  0.93819318
 7150.05000,  0.91375777
 7151.05000,  0.88836986
 7152.05000,  0.88772535
 7153.05000,  0.88932766
 7154.05000,  0.87944921
 7155.05000,  0.86881208
 7156.05000,  0.87235211
 7157.05000,  0.87878742
 7158.05000,  0.88565886
 7159.05000,  0.89168926
 7160.05000,  0.89334852
 7161.05000,  0.90219651
 7162.05000,  0.91136713
 7163.05000,  0.92322052
 7164.05000,  0.91847817
 7165.05000,  0.93148151
 7166.05000,  0.94533411
 7167.05000,  0.94844610
 7168.05000,  0.96055401
 7169.05000,  0.97281542
 7170.05000,  0.98744269
 7171.05000,  0.99686747
 7172.05000,  1.00198590
 7173.05000,  1.02644178
 7174.05000,  1.04037953
 7175.05000,  1.05622469
 7176.05000,  1.06908489
 7177.05000,  1.07583118
 7178.05000,  1.10418348
 7179.05000,  1.11231446
 7180.05000,  1.10529015
 7181.05000,  1.09316214
 7182.05000,  1.09549200
 7183.05000,  1.10210373
 7184.05000,  1.10331825
 7185.05000,  1.09998935
 7186.05000,  1.09220187
 7187.05000,  1.07908049
 7188.05000,  1.05652046
 7189.05000,  1.05869847
 7190.05000,  1.06333037
 7191.05000,  1.03702984
 7192.05000,  1.02434693
 7193.05000,  1.02434570
 7194.05000,  1.02843086
 7195.05000,  1.01920444
 7196.05000,  0.99297216
 7197.05000,  0.97853149
 7198.05000,  0.95433544
 7199.05000,  0.94271483
 7200.05000,  0.92983398
 7201.05000,  0.92878054
 7202.05000,  0.92404482
 7203.05000,  0.92143855
 7204.05000,  0.92883701
 7205.05000,  0.93666276
 7206.05000,  0.94058490
 7207.05000,  0.94606908
 7208.05000,  0.95330496
 7209.05000,  0.96736344
 7210.05000,  0.97667359
 7211.05000,  0.98377390
 7212.05000,  0.98636156
 7213.05000,  0.99450061
 7214.05000,  1.00521811
 7215.05000,  1.01901163
 7216.05000,  1.03209960
 7217.05000,  1.03350188
 7218.05000,  1.04185161
 7219.05000,  1.03839972
 7220.05000,  1.03687235
 7221.05000,  1.03858061
 7222.05000,  1.01907695
 7223.05000,  1.00963083
 7224.05000,  1.02532011
 7225.05000,  1.02870299
 7226.05000,  1.04137489
 7227.05000,  1.04502260
 7228.05000,  1.04335783
 7229.05000,  1.04632205
 7230.05000,  1.04435235
 7231.05000,  1.04326016
 7232.05000,  1.03746362
 7233.05000,  1.04160090
 7234.05000,  1.04172321
 7235.05000,  1.04226304
 7236.05000,  1.04299018
 7237.05000,  1.02035630
 7238.05000,  1.00217110
 7239.05000,  0.98600706
 7240.05000,  0.96417182
 7241.05000,  0.95605498
 7242.05000,  0.94686862
 7243.05000,  0.94649789
 7244.05000,  0.94764401
 7245.05000,  0.94843070
 7246.05000,  0.96182469
 7247.05000,  0.96078606
 7248.05000,  0.96645872
 7249.05000,  0.97892095
 7250.05000,  1.00353253
 7251.05000,  1.03652811
 7252.05000,  1.04022955
 7253.05000,  1.04029406
 7254.05000,  1.04794562
 7255.05000,  1.05638050
 7256.05000,  1.05967543
 7257.05000,  1.05810771
 7258.05000,  1.06022115
 7259.05000,  1.06607607
 7260.05000,  1.05747120
 7261.05000,  1.04697785
 7262.05000,  1.04912336
 7263.05000,  1.08005847
 7264.05000,  1.06194134
 7265.05000,  1.02122839
 7266.05000,  1.05719922
 7267.05000,  1.04293654
 7268.05000,  1.04011800
 7269.05000,  1.03091142
 7270.05000,  1.03456856
 7271.05000,  1.03668752
 7272.05000,  1.04337150
 7273.05000,  1.04388065
 7274.05000,  1.00535893
 7275.05000,  0.97201496
 7276.05000,  0.96058758
 7277.05000,  0.97656466
 7278.05000,  0.97986556
 7279.05000,  0.98596172
 7280.05000,  0.98687172
 7281.05000,  0.94622719
 7282.05000,  0.92150470
 7283.05000,  0.91403627
 7284.05000,  0.90495053
 7285.05000,  0.88576779
 7286.05000,  0.87343910
 7287.05000,  0.86896472
 7288.05000,  0.88086356
 7289.05000,  0.87095025
 7290.05000,  0.85987598
 7291.05000,  0.85709393
 7292.05000,  0.83972960
 7293.05000,  0.84272025
 7294.05000,  0.85337328
 7295.05000,  0.83630506
 7296.05000,  0.79902899
 7297.05000,  0.77581329
 7298.05000,  0.76497399
 7299.05000,  0.77815856
 7300.05000,  0.80699731
 7301.05000,  0.81493301
 7302.05000,  0.82284152
 7303.05000,  0.83212283
 7304.05000,  0.82408322
 7305.05000,  0.81460504
 7306.05000,  0.81679853
 7307.05000,  0.82593991
 7308.05000,  0.84227611
 7309.05000,  0.83867048
 7310.05000,  0.84658916
 7311.05000,  0.82206975
 7312.05000,  0.82191094
