#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_FeXRD_6.001: FeXANES_GT5_flaky2_FeXRD_6.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_FeXRD_6.001
 7032.05000,  4.69321e-4
 7037.05000,  2.06299e-4
 7042.05000,  1.25828e-4
 7047.05000, -1.42036e-5
 7052.05000, -2.29202e-4
 7057.05000, -1.15998e-4
 7062.05000, -7.65708e-5
 7067.05000, -4.76692e-6
 7072.05000, -1.57502e-4
 7077.05000, -1.73110e-4
 7082.05000,  4.39225e-4
 7087.05000,  0.00137864
 7092.05000,  0.00168647
 7097.05000,  0.00345777
 7102.05000,  0.00664022
 7102.35000,  0.00687682
 7102.65000,  0.00717944
 7102.95000,  0.00744707
 7103.25000,  0.00749132
 7103.55000,  0.00802307
 7103.85000,  0.00829472
 7104.15000,  0.00851355
 7104.45000,  0.00878941
 7104.75000,  0.00911843
 7105.05000,  0.00945563
 7105.35000,  0.00957586
 7105.65000,  0.00963290
 7105.95000,  0.01069768
 7106.25000,  0.01069815
 7106.55000,  0.01112178
 7106.85000,  0.01199546
 7107.15000,  0.01236413
 7107.45000,  0.01288749
 7107.75000,  0.01335432
 7108.05000,  0.01446365
 7108.35000,  0.01506087
 7108.65000,  0.01639267
 7108.95000,  0.01700374
 7109.25000,  0.01850615
 7109.55000,  0.02092357
 7109.85000,  0.02229076
 7110.15000,  0.02532095
 7110.45000,  0.03022173
 7110.75000,  0.03477978
 7111.05000,  0.03645431
 7111.35000,  0.04219036
 7111.65000,  0.04523206
 7111.95000,  0.04890337
 7112.25000,  0.05416045
 7112.55000,  0.05688671
 7112.85000,  0.05932327
 7113.15000,  0.06187553
 7113.45000,  0.06269551
 7113.75000,  0.06133112
 7114.05000,  0.06059356
 7114.35000,  0.06019622
 7114.65000,  0.05961770
 7114.95000,  0.06040075
 7115.25000,  0.06499112
 7115.55000,  0.06984619
 7115.85000,  0.08120168
 7116.15000,  0.09488162
 7116.45000,  0.10399548
 7116.75000,  0.12934642
 7117.05000,  0.14208606
 7117.35000,  0.15931934
 7117.65000,  0.18207860
 7117.95000,  0.19883563
 7118.25000,  0.22851796
 7118.55000,  0.25528973
 7118.85000,  0.31808702
 7119.15000,  0.35440762
 7119.45000,  0.41552157
 7119.75000,  0.45237101
 7120.05000,  0.49953361
 7120.35000,  0.55142759
 7120.65000,  0.57931157
 7120.95000,  0.61933258
 7121.25000,  0.65260249
 7121.55000,  0.66784693
 7121.85000,  0.70819643
 7122.15000,  0.74420187
 7122.45000,  0.79801485
 7122.75000,  0.84276202
 7123.05000,  0.88731947
 7123.35000,  0.93401463
 7123.65000,  0.97918638
 7123.95000,  1.01700521
 7124.25000,  1.06122492
 7124.55000,  1.08199888
 7124.85000,  1.11426256
 7125.15000,  1.13591943
 7125.45000,  1.14904168
 7125.75000,  1.15887189
 7126.05000,  1.16564497
 7126.35000,  1.17240765
 7126.65000,  1.18268619
 7126.95000,  1.19605506
 7127.25000,  1.21005680
 7127.55000,  1.22737721
 7127.85000,  1.24507414
 7128.15000,  1.26853585
 7128.45000,  1.28733958
 7128.75000,  1.30121476
 7129.05000,  1.31376409
 7129.35000,  1.32354645
 7129.65000,  1.32870871
 7129.95000,  1.33021513
 7130.25000,  1.32608869
 7130.55000,  1.32178020
 7130.85000,  1.31393470
 7131.15000,  1.30616951
 7131.45000,  1.29928079
 7131.75000,  1.29255501
 7132.05000,  1.27563771
 7133.05000,  1.22795682
 7134.05000,  1.16723087
 7135.05000,  1.12250670
 7136.05000,  1.08627471
 7137.05000,  1.07189811
 7138.05000,  1.05615367
 7139.05000,  1.04777588
 7140.05000,  1.04187794
 7141.05000,  1.04207918
 7142.05000,  1.04109235
 7143.05000,  1.03287015
 7144.05000,  1.02995157
 7145.05000,  1.01880346
 7146.05000,  1.00138215
 7147.05000,  0.98014334
 7148.05000,  0.95433819
 7149.05000,  0.92719353
 7150.05000,  0.91661190
 7151.05000,  0.89057689
 7152.05000,  0.87658604
 7153.05000,  0.87449737
 7154.05000,  0.86891389
 7155.05000,  0.87134471
 7156.05000,  0.87488537
 7157.05000,  0.87655678
 7158.05000,  0.88347719
 7159.05000,  0.88890850
 7160.05000,  0.89886372
 7161.05000,  0.91148866
 7162.05000,  0.92153170
 7163.05000,  0.93969936
 7164.05000,  0.94437132
 7165.05000,  0.95924944
 7166.05000,  0.97153770
 7167.05000,  0.98265087
 7168.05000,  0.98341042
 7169.05000,  0.99457197
 7170.05000,  0.99812597
 7171.05000,  1.00852870
 7172.05000,  1.01442760
 7173.05000,  1.01914507
 7174.05000,  1.02472443
 7175.05000,  1.02749828
 7176.05000,  1.03151101
 7177.05000,  1.03439377
 7178.05000,  1.04066421
 7179.05000,  1.04088585
 7180.05000,  1.04477944
 7181.05000,  1.04237786
 7182.05000,  1.04262973
 7183.05000,  1.03839280
 7184.05000,  1.03678827
 7185.05000,  1.03585864
 7186.05000,  1.03710366
 7187.05000,  1.03366122
 7188.05000,  1.03288180
 7189.05000,  1.02963248
 7190.05000,  1.02736564
 7191.05000,  1.02433091
 7192.05000,  1.02016991
 7193.05000,  1.01453155
 7194.05000,  1.01419078
 7195.05000,  1.00952459
 7196.05000,  1.00417475
 7197.05000,  1.00628815
 7198.05000,  1.00343845
 7199.05000,  1.00284823
 7200.05000,  1.00287297
 7201.05000,  1.00029272
 7202.05000,  0.99521100
 7203.05000,  0.99563160
 7204.05000,  0.99466508
 7205.05000,  0.99156713
 7206.05000,  0.98987029
 7207.05000,  0.98977997
 7208.05000,  0.98930996
 7209.05000,  0.98891736
 7210.05000,  0.99181449
 7211.05000,  0.98833711
 7212.05000,  0.98776233
 7213.05000,  0.98490694
 7214.05000,  0.98659821
 7215.05000,  0.99119315
 7216.05000,  0.98863284
 7217.05000,  0.98889477
 7218.05000,  0.99030227
 7219.05000,  0.98989084
 7220.05000,  0.99263880
 7221.05000,  0.99597050
 7222.05000,  1.00220789
 7223.05000,  1.00177758
 7224.05000,  0.99966246
 7225.05000,  0.99890656
 7226.05000,  0.99688655
 7227.05000,  0.99789009
 7228.05000,  0.99502983
 7229.05000,  0.99489205
 7230.05000,  0.99566340
 7231.05000,  0.99653566
 7232.05000,  0.99866949
 7233.05000,  0.99708309
 7234.05000,  0.99671165
 7235.05000,  0.99801054
 7236.05000,  0.99920466
 7237.05000,  1.00184402
 7238.05000,  1.00231440
 7239.05000,  1.00406947
 7240.05000,  1.00352790
 7241.05000,  1.00502169
 7242.05000,  1.00813271
 7243.05000,  1.00823998
 7244.05000,  1.00629760
 7245.05000,  1.00552300
 7246.05000,  1.00693368
 7247.05000,  1.00869843
 7248.05000,  1.01142930
 7249.05000,  1.01117424
 7250.05000,  1.01236981
 7251.05000,  1.01129293
 7252.05000,  1.01695559
 7253.05000,  1.01589247
 7254.05000,  1.01371209
 7255.05000,  1.01997591
 7256.05000,  1.01529069
 7257.05000,  1.01613346
 7258.05000,  1.01880024
 7259.05000,  1.02035916
 7260.05000,  1.01633803
 7261.05000,  1.01967536
 7262.05000,  1.01553139
 7263.05000,  1.02057431
 7264.05000,  1.03572221
 7265.05000,  1.00903123
 7266.05000,  1.00702593
 7267.05000,  1.00823210
 7268.05000,  1.00216792
 7269.05000,  1.00711733
 7270.05000,  1.00744643
 7271.05000,  1.00185234
 7272.05000,  1.00642184
 7273.05000,  1.00408577
 7274.05000,  1.00100602
 7275.05000,  1.00101621
 7276.05000,  0.99886693
 7277.05000,  0.99853900
 7278.05000,  0.99728803
 7279.05000,  0.99859336
 7280.05000,  1.00066044
 7281.05000,  0.99710661
 7282.05000,  0.99673115
 7283.05000,  0.99565658
 7284.05000,  0.99090468
 7285.05000,  0.99437391
 7286.05000,  0.99458494
 7287.05000,  0.99319220
 7288.05000,  0.99277123
 7289.05000,  0.98901673
 7290.05000,  0.98838276
 7291.05000,  0.99073656
 7292.05000,  0.99446901
 7293.05000,  0.99326675
 7294.05000,  0.99535427
 7295.05000,  0.99426580
 7296.05000,  0.99500406
 7297.05000,  0.99465841
 7298.05000,  0.99262674
 7299.05000,  0.99300159
 7300.05000,  0.99194841
 7301.05000,  0.99359626
 7302.05000,  0.99164564
 7303.05000,  0.99038871
 7304.05000,  0.99237585
 7305.05000,  0.98988655
 7306.05000,  0.99039025
 7307.05000,  0.99030151
 7308.05000,  0.99124044
 7309.05000,  0.99264813
 7310.05000,  0.99188429
 7311.05000,  0.99132309
 7312.05000,  0.99091140
