#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_concentric_gray3_Fe_11.001: FeXANES_GT5_concentric_gray3_Fe_11.001
#------------------------------------------
# energy, FeXANES_GT5_concentric_gray3_Fe_11.001
 7032.05000,  0.00132114
 7037.05000,  9.19210e-4
 7042.05000,  4.36747e-4
 7047.05000,  2.81623e-4
 7052.05000,  4.77862e-5
 7057.05000, -4.10630e-4
 7062.05000, -3.23059e-4
 7067.05000, -4.71720e-4
 7072.05000, -2.77552e-4
 7077.05000, -6.28393e-5
 7082.05000,  4.06085e-4
 7087.05000,  3.73560e-4
 7092.05000,  0.00230418
 7097.05000,  0.00442775
 7102.05000,  0.00680466
 7102.35000,  0.00794659
 7102.65000,  0.00842323
 7102.95000,  0.00858655
 7103.25000,  0.00904692
 7103.55000,  0.00965613
 7103.85000,  0.00968368
 7104.15000,  0.01006716
 7104.45000,  0.01083150
 7104.75000,  0.01123189
 7105.05000,  0.01147476
 7105.35000,  0.01154400
 7105.65000,  0.01251261
 7105.95000,  0.01296208
 7106.25000,  0.01377292
 7106.55000,  0.01450835
 7106.85000,  0.01514182
 7107.15000,  0.01527040
 7107.45000,  0.01652211
 7107.75000,  0.01719054
 7108.05000,  0.01816238
 7108.35000,  0.01942594
 7108.65000,  0.01987422
 7108.95000,  0.02226627
 7109.25000,  0.02362213
 7109.55000,  0.02517599
 7109.85000,  0.02761945
 7110.15000,  0.03111702
 7110.45000,  0.03516668
 7110.75000,  0.03953349
 7111.05000,  0.04828077
 7111.35000,  0.05613725
 7111.65000,  0.07080001
 7111.95000,  0.08918062
 7112.25000,  0.11812069
 7112.55000,  0.13765523
 7112.85000,  0.14644569
 7113.15000,  0.15100072
 7113.45000,  0.14294680
 7113.75000,  0.13207612
 7114.05000,  0.12678384
 7114.35000,  0.11717341
 7114.65000,  0.11303895
 7114.95000,  0.11296359
 7115.25000,  0.11518784
 7115.55000,  0.11662229
 7115.85000,  0.11996819
 7116.15000,  0.12420429
 7116.45000,  0.12688512
 7116.75000,  0.13191531
 7117.05000,  0.13724883
 7117.35000,  0.14230881
 7117.65000,  0.15408472
 7117.95000,  0.16433868
 7118.25000,  0.17210609
 7118.55000,  0.19243370
 7118.85000,  0.21176335
 7119.15000,  0.24335381
 7119.45000,  0.26550703
 7119.75000,  0.30474096
 7120.05000,  0.34130263
 7120.35000,  0.37866589
 7120.65000,  0.41768590
 7120.95000,  0.44713315
 7121.25000,  0.47693743
 7121.55000,  0.53136264
 7121.85000,  0.55760380
 7122.15000,  0.59666037
 7122.45000,  0.62810555
 7122.75000,  0.64484110
 7123.05000,  0.68608271
 7123.35000,  0.71629823
 7123.65000,  0.74295481
 7123.95000,  0.77243831
 7124.25000,  0.80112879
 7124.55000,  0.82460316
 7124.85000,  0.86114205
 7125.15000,  0.88574914
 7125.45000,  0.91720330
 7125.75000,  0.94404703
 7126.05000,  0.96993598
 7126.35000,  0.99675037
 7126.65000,  1.01043632
 7126.95000,  1.03257962
 7127.25000,  1.04269528
 7127.55000,  1.05864673
 7127.85000,  1.07067217
 7128.15000,  1.07832350
 7128.45000,  1.09590192
 7128.75000,  1.10551856
 7129.05000,  1.12654567
 7129.35000,  1.13589474
 7129.65000,  1.15357705
 7129.95000,  1.16253374
 7130.25000,  1.17707890
 7130.55000,  1.18517912
 7130.85000,  1.18697539
 7131.15000,  1.19382322
 7131.45000,  1.19614568
 7131.75000,  1.19734259
 7132.05000,  1.19712401
 7133.05000,  1.18121537
 7134.05000,  1.14280544
 7135.05000,  1.12596199
 7136.05000,  1.11832483
 7137.05000,  1.10458934
 7138.05000,  1.09737653
 7139.05000,  1.09327084
 7140.05000,  1.07840135
 7141.05000,  1.05853689
 7142.05000,  1.05435964
 7143.05000,  1.04318415
 7144.05000,  1.04325708
 7145.05000,  1.04575145
 7146.05000,  1.04497014
 7147.05000,  1.03589747
 7148.05000,  1.02585677
 7149.05000,  1.00778050
 7150.05000,  0.98389022
 7151.05000,  0.96237784
 7152.05000,  0.95306201
 7153.05000,  0.94940789
 7154.05000,  0.94104267
 7155.05000,  0.93518421
 7156.05000,  0.92590181
 7157.05000,  0.91601343
 7158.05000,  0.91685772
 7159.05000,  0.91051953
 7160.05000,  0.90952345
 7161.05000,  0.91197909
 7162.05000,  0.91227974
 7163.05000,  0.91573132
 7164.05000,  0.91624544
 7165.05000,  0.92081317
 7166.05000,  0.92794165
 7167.05000,  0.93502843
 7168.05000,  0.94067881
 7169.05000,  0.94836763
 7170.05000,  0.95661394
 7171.05000,  0.96753000
 7172.05000,  0.97486331
 7173.05000,  0.98415628
 7174.05000,  0.99348991
 7175.05000,  1.00068955
 7176.05000,  1.00561623
 7177.05000,  1.01156067
 7178.05000,  1.01977971
 7179.05000,  1.02352187
 7180.05000,  1.02957660
 7181.05000,  1.03314664
 7182.05000,  1.03634443
 7183.05000,  1.03903157
 7184.05000,  1.03867029
 7185.05000,  1.04061143
 7186.05000,  1.04156838
 7187.05000,  1.04128456
 7188.05000,  1.03991961
 7189.05000,  1.03887390
 7190.05000,  1.03843031
 7191.05000,  1.03272557
 7192.05000,  1.03162441
 7193.05000,  1.03015592
 7194.05000,  1.02561869
 7195.05000,  1.02204777
 7196.05000,  1.02171931
 7197.05000,  1.02127251
 7198.05000,  1.01672709
 7199.05000,  1.01627218
 7200.05000,  1.01476896
 7201.05000,  1.01080830
 7202.05000,  1.00777957
 7203.05000,  1.00522900
 7204.05000,  1.00390381
 7205.05000,  0.99566171
 7206.05000,  0.99442957
 7207.05000,  0.99497623
 7208.05000,  0.99158633
 7209.05000,  0.99371839
 7210.05000,  0.99399618
 7211.05000,  0.99195341
 7212.05000,  0.99148900
 7213.05000,  0.99214270
 7214.05000,  0.99290628
 7215.05000,  0.99285393
 7216.05000,  0.99518668
 7217.05000,  0.99604924
 7218.05000,  0.99986558
 7219.05000,  0.99911899
 7220.05000,  0.99897824
 7221.05000,  1.00343547
 7222.05000,  1.00332533
 7223.05000,  1.00469976
 7224.05000,  1.00641312
 7225.05000,  1.00641910
 7226.05000,  1.00774884
 7227.05000,  1.00707967
 7228.05000,  1.00644128
 7229.05000,  1.00737180
 7230.05000,  1.00615928
 7231.05000,  1.00635247
 7232.05000,  1.00096376
 7233.05000,  0.99906599
 7234.05000,  0.99903130
 7235.05000,  0.99519210
 7236.05000,  0.99585099
 7237.05000,  0.99698678
 7238.05000,  0.99424193
 7239.05000,  0.98960587
 7240.05000,  0.98576477
 7241.05000,  0.98499523
 7242.05000,  0.98360001
 7243.05000,  0.98160330
 7244.05000,  0.98216776
 7245.05000,  0.97928232
 7246.05000,  0.97927062
 7247.05000,  0.98776823
 7248.05000,  0.97965361
 7249.05000,  0.97919131
 7250.05000,  0.98018752
 7251.05000,  0.98093222
 7252.05000,  0.98589621
 7253.05000,  0.98584351
 7254.05000,  0.98865930
 7255.05000,  0.99662117
 7256.05000,  0.99365321
 7257.05000,  0.99687778
 7258.05000,  1.00026313
 7259.05000,  1.00434125
 7260.05000,  1.00344240
 7261.05000,  1.00698127
 7262.05000,  1.01580945
 7263.05000,  1.03156119
 7264.05000,  1.04169613
 7265.05000,  0.99624248
 7266.05000,  1.01513576
