#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky_nodule_Fe_10.001: FeXANES_GT5_flaky_nodule_Fe_10.001
#------------------------------------------
# energy, FeXANES_GT5_flaky_nodule_Fe_10.001
 7032.05000,  0.00114073
 7037.05000,  8.06051e-4
 7042.05000,  3.84945e-4
 7047.05000,  1.18216e-4
 7052.05000,  3.61094e-5
 7057.05000, -2.15269e-4
 7062.05000, -3.18091e-4
 7067.05000, -3.78228e-4
 7072.05000, -1.94642e-4
 7077.05000,  8.62207e-5
 7082.05000,  1.43470e-4
 7087.05000,  3.37269e-4
 7092.05000,  0.00245022
 7097.05000,  0.00305048
 7102.05000,  0.00672318
 7102.35000,  0.00793678
 7102.65000,  0.00824226
 7102.95000,  0.00840442
 7103.25000,  0.00852644
 7103.55000,  0.00933792
 7103.85000,  0.00972147
 7104.15000,  0.00978587
 7104.45000,  0.01025087
 7104.75000,  0.01082443
 7105.05000,  0.01099050
 7105.35000,  0.01155741
 7105.65000,  0.01180592
 7105.95000,  0.01244813
 7106.25000,  0.01257638
 7106.55000,  0.01357671
 7106.85000,  0.01427661
 7107.15000,  0.01519608
 7107.45000,  0.01578434
 7107.75000,  0.01625734
 7108.05000,  0.01707979
 7108.35000,  0.01799940
 7108.65000,  0.01981827
 7108.95000,  0.02069933
 7109.25000,  0.02188965
 7109.55000,  0.02462136
 7109.85000,  0.02768046
 7110.15000,  0.03162299
 7110.45000,  0.03277762
 7110.75000,  0.03912839
 7111.05000,  0.04724850
 7111.35000,  0.05526825
 7111.65000,  0.06110919
 7111.95000,  0.07163617
 7112.25000,  0.07988872
 7112.55000,  0.08746220
 7112.85000,  0.09214204
 7113.15000,  0.09731620
 7113.45000,  0.09891639
 7113.75000,  0.10127671
 7114.05000,  0.10043624
 7114.35000,  0.09902320
 7114.65000,  0.10064638
 7114.95000,  0.10284250
 7115.25000,  0.10637312
 7115.55000,  0.10987128
 7115.85000,  0.11624764
 7116.15000,  0.12400663
 7116.45000,  0.12861887
 7116.75000,  0.14516448
 7117.05000,  0.15869206
 7117.35000,  0.17252634
 7117.65000,  0.18386238
 7117.95000,  0.20165118
 7118.25000,  0.22264257
 7118.55000,  0.24719903
 7118.85000,  0.28384437
 7119.15000,  0.30833074
 7119.45000,  0.34621888
 7119.75000,  0.39298894
 7120.05000,  0.42417693
 7120.35000,  0.45240819
 7120.65000,  0.51677039
 7120.95000,  0.53668846
 7121.25000,  0.59035502
 7121.55000,  0.64241606
 7121.85000,  0.68047018
 7122.15000,  0.71159945
 7122.45000,  0.76272601
 7122.75000,  0.80079775
 7123.05000,  0.82890730
 7123.35000,  0.85087280
 7123.65000,  0.91457757
 7123.95000,  0.92973041
 7124.25000,  0.97629937
 7124.55000,  0.99954611
 7124.85000,  1.00504502
 7125.15000,  1.03400718
 7125.45000,  1.06652119
 7125.75000,  1.07488488
 7126.05000,  1.10860310
 7126.35000,  1.12858739
 7126.65000,  1.13985321
 7126.95000,  1.16285916
 7127.25000,  1.18262395
 7127.55000,  1.20056210
 7127.85000,  1.21657100
 7128.15000,  1.22789848
 7128.45000,  1.24570462
 7128.75000,  1.25761558
 7129.05000,  1.26077973
 7129.35000,  1.27411105
 7129.65000,  1.27015488
 7129.95000,  1.26866125
 7130.25000,  1.26920901
 7130.55000,  1.26891809
 7130.85000,  1.26366689
 7131.15000,  1.26130022
 7131.45000,  1.25565898
 7131.75000,  1.24650142
 7132.05000,  1.23644108
 7133.05000,  1.21351695
 7134.05000,  1.18187989
 7135.05000,  1.15259688
 7136.05000,  1.12418911
 7137.05000,  1.10359463
 7138.05000,  1.08828712
 7139.05000,  1.07119313
 7140.05000,  1.05199108
 7141.05000,  1.03915100
 7142.05000,  1.03130256
 7143.05000,  1.02834212
 7144.05000,  1.02911069
 7145.05000,  1.03015451
