#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flakysmooth2_Fe_14.001: FeXANES_GT5_flakysmooth2_Fe_14.001
#------------------------------------------
# energy, FeXANES_GT5_flakysmooth2_Fe_14.001
 7032.05000,  6.08259e-4
 7037.05000,  3.37340e-4
 7042.05000,  1.57795e-4
 7047.05000, -6.26716e-5
 7052.05000, -1.63017e-4
 7057.05000, -1.13531e-4
 7062.05000, -2.96134e-4
 7067.05000, -3.05400e-4
 7072.05000, -1.37689e-4
 7077.05000,  6.21500e-5
 7082.05000,  5.21158e-4
 7087.05000,  9.37384e-4
 7092.05000,  0.00213564
 7097.05000,  0.00412366
 7102.05000,  0.00705905
 7102.35000,  0.00710250
 7102.65000,  0.00780494
 7102.95000,  0.00777859
 7103.25000,  0.00815555
 7103.55000,  0.00851667
 7103.85000,  0.00876612
 7104.15000,  0.00911879
 7104.45000,  0.00958281
 7104.75000,  0.00987140
 7105.05000,  0.01018298
 7105.35000,  0.01052611
 7105.65000,  0.01104006
 7105.95000,  0.01173205
 7106.25000,  0.01252591
 7106.55000,  0.01291229
 7106.85000,  0.01365678
 7107.15000,  0.01402072
 7107.45000,  0.01539160
 7107.75000,  0.01595261
 7108.05000,  0.01715866
 7108.35000,  0.01857942
 7108.65000,  0.01992434
 7108.95000,  0.02175851
 7109.25000,  0.02390153
 7109.55000,  0.02810287
 7109.85000,  0.03308745
 7110.15000,  0.04021840
 7110.45000,  0.05075719
 7110.75000,  0.06350814
 7111.05000,  0.07512113
 7111.35000,  0.08205274
 7111.65000,  0.08442112
 7111.95000,  0.08401715
 7112.25000,  0.08427807
 7112.55000,  0.08798169
 7112.85000,  0.09237650
 7113.15000,  0.09193487
 7113.45000,  0.08983049
 7113.75000,  0.08200445
 7114.05000,  0.07373593
 7114.35000,  0.07132639
 7114.65000,  0.07234678
 7114.95000,  0.07689419
 7115.25000,  0.08680421
 7115.55000,  0.10006960
 7115.85000,  0.11814369
 7116.15000,  0.13530264
 7116.45000,  0.16253843
 7116.75000,  0.20536084
 7117.05000,  0.23746622
 7117.35000,  0.29377444
 7117.65000,  0.31972465
 7117.95000,  0.39134413
 7118.25000,  0.43728300
 7118.55000,  0.46926933
 7118.85000,  0.49890304
 7119.15000,  0.55296504
 7119.45000,  0.57723518
