#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_FeXRD_2.001: FeXANES_GT5_flaky2_FeXRD_2.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_FeXRD_2.001
 7032.05000,  4.98478e-4
 7037.05000,  4.13820e-4
 7042.05000,  8.16363e-5
 7047.05000,  1.76463e-5
 7052.05000, -2.65277e-4
 7057.05000, -2.88628e-4
 7062.05000, -3.34101e-4
 7067.05000, -1.09033e-4
 7072.05000,  1.71922e-4
 7077.05000, -1.46536e-4
 7082.05000,  4.58550e-4
 7087.05000,  9.94489e-4
 7092.05000,  0.00169438
 7097.05000,  0.00301227
 7102.05000,  0.00656678
 7102.35000,  0.00650669
 7102.65000,  0.00683101
 7102.95000,  0.00719410
 7103.25000,  0.00735350
 7103.55000,  0.00745435
 7103.85000,  0.00748712
 7104.15000,  0.00818398
 7104.45000,  0.00846100
 7104.75000,  0.00884291
 7105.05000,  0.00915013
 7105.35000,  0.00948886
 7105.65000,  0.00996176
 7105.95000,  0.01024609
 7106.25000,  0.01083573
 7106.55000,  0.01154707
 7106.85000,  0.01214706
 7107.15000,  0.01216097
 7107.45000,  0.01269304
 7107.75000,  0.01341907
 7108.05000,  0.01458529
 7108.35000,  0.01582860
 7108.65000,  0.01626250
 7108.95000,  0.01670830
 7109.25000,  0.01848178
 7109.55000,  0.02157164
 7109.85000,  0.02418991
 7110.15000,  0.02882096
 7110.45000,  0.03288409
 7110.75000,  0.03549870
 7111.05000,  0.04048807
 7111.35000,  0.04366209
 7111.65000,  0.04708628
 7111.95000,  0.05118774
 7112.25000,  0.05471169
 7112.55000,  0.05837710
 7112.85000,  0.05996945
 7113.15000,  0.06179063
 7113.45000,  0.06163116
 7113.75000,  0.06232674
 7114.05000,  0.06343307
 7114.35000,  0.06317325
 7114.65000,  0.06390189
 7114.95000,  0.06600431
 7115.25000,  0.06977311
 7115.55000,  0.07969417
 7115.85000,  0.09238926
 7116.15000,  0.10843644
 7116.45000,  0.12914995
 7116.75000,  0.13412866
 7117.05000,  0.17271121
 7117.35000,  0.18857832
 7117.65000,  0.21086397
 7117.95000,  0.23610409
 7118.25000,  0.28062038
 7118.55000,  0.30437587
 7118.85000,  0.38215601
 7119.15000,  0.41141057
 7119.45000,  0.46831910
 7119.75000,  0.53811078
 7120.05000,  0.60094248
 7120.35000,  0.63060924
 7120.65000,  0.67982226
 7120.95000,  0.70328650
 7121.25000,  0.74563242
 7121.55000,  0.78789775
 7121.85000,  0.82611202
 7122.15000,  0.87235607
 7122.45000,  0.92747058
 7122.75000,  0.96722062
 7123.05000,  1.03527765
 7123.35000,  1.06824135
 7123.65000,  1.11011897
 7123.95000,  1.15331986
 7124.25000,  1.18690057
 7124.55000,  1.19856440
 7124.85000,  1.22386023
 7125.15000,  1.23324549
 7125.45000,  1.24295327
 7125.75000,  1.24563680
 7126.05000,  1.24753126
 7126.35000,  1.25467792
 7126.65000,  1.25237303
 7126.95000,  1.26843725
 7127.25000,  1.28249791
 7127.55000,  1.29345219
 7127.85000,  1.32003394
 7128.15000,  1.34712019
 7128.45000,  1.35351810
 7128.75000,  1.39112872
 7129.05000,  1.39618993
 7129.35000,  1.40388436
 7129.65000,  1.40354893
 7129.95000,  1.39150709
 7130.25000,  1.38045478
 7130.55000,  1.36494410
 7130.85000,  1.35889810
 7131.15000,  1.34378620
 7131.45000,  1.33692420
 7131.75000,  1.33491445
 7132.05000,  1.32251221
 7133.05000,  1.27477551
 7134.05000,  1.24773913
 7135.05000,  1.17139857
 7136.05000,  1.13591043
 7137.05000,  1.11469735
 7138.05000,  1.10006568
 7139.05000,  1.08388509
 7140.05000,  1.07482221
 7141.05000,  1.06821860
 7142.05000,  1.06111816
 7143.05000,  1.05194926
 7144.05000,  1.05304926
 7145.05000,  1.04684715
 7146.05000,  1.03725819
 7147.05000,  1.01927620
 7148.05000,  1.00257371
 7149.05000,  0.97228975
 7150.05000,  0.94048331
 7151.05000,  0.92491630
 7152.05000,  0.91480323
 7153.05000,  0.90342392
 7154.05000,  0.89778709
 7155.05000,  0.89482186
 7156.05000,  0.89539420
 7157.05000,  0.89286287
 7158.05000,  0.89468419
 7159.05000,  0.90200634
 7160.05000,  0.91569111
 7161.05000,  0.92848322
 7162.05000,  0.94387923
 7163.05000,  0.95682442
 7164.05000,  0.98288792
 7165.05000,  0.98838077
 7166.05000,  0.99421546
 7167.05000,  1.00073643
 7168.05000,  1.00507755
 7169.05000,  1.01035287
 7170.05000,  1.01479226
 7171.05000,  1.02623921
 7172.05000,  1.02813499
 7173.05000,  1.03705946
 7174.05000,  1.04678966
 7175.05000,  1.05576283
 7176.05000,  1.06450358
 7177.05000,  1.06638751
 7178.05000,  1.06433097
 7179.05000,  1.06813128
 7180.05000,  1.06566790
 7181.05000,  1.07169052
 7182.05000,  1.06997655
 7183.05000,  1.07025701
 7184.05000,  1.07268055
 7185.05000,  1.06362971
 7186.05000,  1.06026906
 7187.05000,  1.05770589
 7188.05000,  1.05104468
 7189.05000,  1.04328536
 7190.05000,  1.03640587
 7191.05000,  1.02949363
 7192.05000,  1.01928174
 7193.05000,  1.02076430
 7194.05000,  1.01478599
 7195.05000,  1.00846154
 7196.05000,  1.00381697
 7197.05000,  1.00051503
 7198.05000,  0.99703568
 7199.05000,  0.99545954
 7200.05000,  0.98359336
 7201.05000,  0.97593848
 7202.05000,  0.96833439
 7203.05000,  0.96218207
 7204.05000,  0.95671754
 7205.05000,  0.95533895
 7206.05000,  0.95322327
 7207.05000,  0.95241072
 7208.05000,  0.95165240
 7209.05000,  0.94590556
 7210.05000,  0.94686795
 7211.05000,  0.94363469
 7212.05000,  0.94608567
 7213.05000,  0.94531772
 7214.05000,  0.94125370
 7215.05000,  0.94296368
 7216.05000,  0.94661698
 7217.05000,  0.94483102
 7218.05000,  0.94361956
 7219.05000,  0.94156295
 7220.05000,  0.95112005
 7221.05000,  0.95242002
 7222.05000,  0.96408731
 7223.05000,  0.96822586
 7224.05000,  0.97239359
 7225.05000,  0.96808404
 7226.05000,  0.96843454
 7227.05000,  0.96496689
 7228.05000,  0.96456656
 7229.05000,  0.96284311
 7230.05000,  0.96409565
 7231.05000,  0.96816097
 7232.05000,  0.96526776
 7233.05000,  0.96944769
 7234.05000,  0.97299246
 7235.05000,  0.98051364
 7236.05000,  0.97773475
 7237.05000,  0.98397986
 7238.05000,  0.98195384
 7239.05000,  0.98126004
 7240.05000,  0.98840135
 7241.05000,  0.99099671
 7242.05000,  0.99142635
 7243.05000,  0.99970448
 7244.05000,  1.00242000
 7245.05000,  1.00392763
 7246.05000,  1.00744312
 7247.05000,  1.00706510
 7248.05000,  1.00881559
 7249.05000,  1.00331974
 7250.05000,  1.00262436
 7251.05000,  1.00376982
 7252.05000,  1.00341733
 7253.05000,  0.99960450
 7254.05000,  1.00315700
 7255.05000,  1.00920842
 7256.05000,  1.00067905
 7257.05000,  1.00344955
 7258.05000,  1.00478224
 7259.05000,  1.01449729
 7260.05000,  0.99401753
 7261.05000,  1.00397922
 7262.05000,  1.00176018
 7263.05000,  1.02560322
 7264.05000,  1.00213257
 7265.05000,  0.99989860
 7266.05000,  0.99716651
 7267.05000,  0.99659309
 7268.05000,  1.00150707
 7269.05000,  0.99813972
 7270.05000,  1.00773131
 7271.05000,  1.01641760
 7272.05000,  1.02803612
 7273.05000,  1.03202299
 7274.05000,  1.03540614
 7275.05000,  1.03636768
 7276.05000,  1.02875380
 7277.05000,  1.02923630
 7278.05000,  1.02580839
 7279.05000,  1.01963197
 7280.05000,  1.01747131
 7281.05000,  1.01966157
 7282.05000,  1.01603220
 7283.05000,  1.01438040
 7284.05000,  1.01253932
 7285.05000,  1.00366725
 7286.05000,  0.99916685
 7287.05000,  0.99874773
 7288.05000,  1.00039115
 7289.05000,  0.99976273
 7290.05000,  1.00127386
 7291.05000,  1.00051448
