#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_Fe_Flaky1_8.001: FeXANES_GT5_Fe_Flaky1_8.001
#------------------------------------------
# energy, FeXANES_GT5_Fe_Flaky1_8.001
 7148.05000,  0.95631209
 7149.05000,  0.92884283
 7150.05000,  0.91779130
 7151.05000,  0.90240507
 7152.05000,  0.89607091
 7153.05000,  0.89470865
 7154.05000,  0.89656765
 7155.05000,  0.89808728
 7156.05000,  0.90262145
 7157.05000,  0.90944114
 7158.05000,  0.91433101
 7159.05000,  0.92382800
 7160.05000,  0.93025423
 7161.05000,  0.93591261
 7162.05000,  0.95227235
 7163.05000,  0.96466784
 7164.05000,  0.97477954
 7165.05000,  0.98636462
 7166.05000,  0.99339687
 7167.05000,  0.99872432
 7168.05000,  1.00152969
 7169.05000,  1.00592279
 7170.05000,  1.01115543
 7171.05000,  1.01379758
 7172.05000,  1.01811590
 7173.05000,  1.02294380
 7174.05000,  1.03183396
 7175.05000,  1.03911528
 7176.05000,  1.04591924
 7177.05000,  1.05185146
 7178.05000,  1.05497721
 7179.05000,  1.06067747
 7180.05000,  1.05988554
 7181.05000,  1.06262981
 7182.05000,  1.06397701
 7183.05000,  1.06241764
 7184.05000,  1.05876356
 7185.05000,  1.05871970
 7186.05000,  1.06079869
 7187.05000,  1.05932957
 7188.05000,  1.05278040
 7189.05000,  1.05368717
 7190.05000,  1.04829330
 7191.05000,  1.04338046
 7192.05000,  1.04246427
 7193.05000,  1.03229178
 7194.05000,  1.02987822
 7195.05000,  1.02665130
 7196.05000,  1.02231001
 7197.05000,  1.02099767
 7198.05000,  1.01225676
 7199.05000,  1.01078027
 7200.05000,  1.00667249
 7201.05000,  1.00046240
 7202.05000,  0.99824817
 7203.05000,  0.99809016
 7204.05000,  0.99061963
 7205.05000,  0.99028889
 7206.05000,  0.99026105
 7207.05000,  0.98751564
 7208.05000,  0.98745003
 7209.05000,  0.98676102
 7210.05000,  0.98582493
 7211.05000,  0.98852043
 7212.05000,  0.98608250
 7213.05000,  0.98694239
 7214.05000,  0.99082752
 7215.05000,  0.99256940
 7216.05000,  0.99348221
 7217.05000,  0.99421320
 7218.05000,  0.99527256
 7219.05000,  0.99503143
 7220.05000,  0.99378291
 7221.05000,  0.99626844
 7222.05000,  0.99589531
 7223.05000,  0.99743997
 7224.05000,  0.99779081
 7225.05000,  0.99630494
 7226.05000,  0.99546148
 7227.05000,  0.99687195
 7228.05000,  0.99337614
 7229.05000,  0.99166779
 7230.05000,  0.99397271
 7231.05000,  0.99326502
 7232.05000,  0.99114404
 7233.05000,  0.99171758
 7234.05000,  0.98874022
 7235.05000,  0.99153779
 7236.05000,  0.99104845
 7237.05000,  0.99258781
 7238.05000,  0.99397075
 7239.05000,  0.99307274
 7240.05000,  0.99629188
 7241.05000,  0.99738956
 7242.05000,  1.00058811
 7243.05000,  1.00110656
 7244.05000,  1.00222530
 7245.05000,  1.00383428
 7246.05000,  1.00902015
 7247.05000,  1.01173650
 7248.05000,  1.00864474
 7249.05000,  1.01209738
 7250.05000,  1.01166292
 7251.05000,  1.01244455
 7252.05000,  1.01217222
 7253.05000,  1.01248261
 7254.05000,  1.01259795
 7255.05000,  1.01674622
 7256.05000,  1.01534155
 7257.05000,  1.01224068
 7258.05000,  1.01571511
 7259.05000,  1.02209019
 7260.05000,  1.00981359
 7261.05000,  1.01632886
 7262.05000,  1.01859259
 7263.05000,  1.02734129
 7264.05000,  1.03729627
 7265.05000,  1.01272382
 7266.05000,  1.01343190
 7267.05000,  1.01262143
 7268.05000,  1.01633287
 7269.05000,  1.00400148
 7270.05000,  1.00979485
 7271.05000,  1.01218846
 7272.05000,  1.01184935
 7273.05000,  1.01052636
 7274.05000,  1.00419394
 7275.05000,  1.00389051
 7276.05000,  1.00314803
 7277.05000,  1.00252435
 7278.05000,  1.00399915
 7279.05000,  1.00227008
 7280.05000,  1.00228742
 7281.05000,  0.99971996
 7282.05000,  0.99876709
 7283.05000,  0.99708034
 7284.05000,  0.99880245
 7285.05000,  0.99630045
 7286.05000,  0.99374739
 7287.05000,  0.99249597
 7288.05000,  0.99306152
 7289.05000,  0.99240794
 7290.05000,  0.99004986
 7291.05000,  0.99253122
 7292.05000,  0.98906200
 7293.05000,  0.98939376
 7294.05000,  0.98765028
 7295.05000,  0.98771053
 7296.05000,  0.98759577
 7297.05000,  0.98767781
 7298.05000,  0.99050366
 7299.05000,  0.98633986
 7300.05000,  0.98319164
 7301.05000,  0.98565582
 7302.05000,  0.98820944
 7303.05000,  0.98306256
 7304.05000,  0.98327829
 7305.05000,  0.98327656
 7306.05000,  0.98259458
 7307.05000,  0.98256348
 7308.05000,  0.98454697
 7309.05000,  0.98246465
 7310.05000,  0.98208759
 7311.05000,  0.98479504
 7312.05000,  0.98167170
