#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flakysmooth2_Fe_13.001: FeXANES_GT5_flakysmooth2_Fe_13.001
#------------------------------------------
# energy, FeXANES_GT5_flakysmooth2_Fe_13.001
 7032.05000,  6.95143e-4
 7037.05000,  4.29992e-4
 7042.05000,  1.43726e-4
 7047.05000, -1.15088e-4
 7052.05000, -1.18290e-4
 7057.05000, -1.81506e-4
 7062.05000, -3.97155e-4
 7067.05000, -2.40403e-4
 7072.05000, -1.84955e-4
 7077.05000,  8.28857e-5
 7082.05000,  5.80793e-4
 7087.05000,  0.00190375
 7092.05000,  0.00222049
 7097.05000,  0.00489611
 7102.05000,  0.00729864
 7102.35000,  0.00930476
 7102.65000,  0.00985147
 7102.95000,  0.01023972
 7103.25000,  0.01062394
 7103.55000,  0.01146419
 7103.85000,  0.01169496
 7104.15000,  0.01213943
 7104.45000,  0.01239814
 7104.75000,  0.01266471
 7105.05000,  0.01353256
 7105.35000,  0.01419530
 7105.65000,  0.01464696
 7105.95000,  0.01493548
 7106.25000,  0.01583730
 7106.55000,  0.01650164
 7106.85000,  0.01764210
 7107.15000,  0.01856188
 7107.45000,  0.01976665
 7107.75000,  0.02066750
 7108.05000,  0.02159554
 7108.35000,  0.02307550
 7108.65000,  0.02508374
 7108.95000,  0.02731047
 7109.25000,  0.02967960
 7109.55000,  0.03294610
 7109.85000,  0.03799474
 7110.15000,  0.04270026
 7110.45000,  0.05412058
 7110.75000,  0.06153839
 7111.05000,  0.07451248
 7111.35000,  0.08416562
 7111.65000,  0.09035166
 7111.95000,  0.09427924
 7112.25000,  0.10235499
 7112.55000,  0.10611460
 7112.85000,  0.11548081
 7113.15000,  0.11709495
 7113.45000,  0.11849074
 7113.75000,  0.11877267
 7114.05000,  0.11945335
 7114.35000,  0.12241748
 7114.65000,  0.12532364
 7114.95000,  0.12990502
 7115.25000,  0.13792794
 7115.55000,  0.14686898
 7115.85000,  0.15691559
 7116.15000,  0.16633084
 7116.45000,  0.18601278
 7116.75000,  0.19967752
 7117.05000,  0.21466975
 7117.35000,  0.23567922
 7117.65000,  0.26569665
 7117.95000,  0.29193448
 7118.25000,  0.32360084
 7118.55000,  0.36774569
 7118.85000,  0.39871490
 7119.15000,  0.45268466
 7119.45000,  0.50154421
 7119.75000,  0.54537845
 7120.05000,  0.58670050
 7120.35000,  0.61484355
 7120.65000,  0.64365369
 7120.95000,  0.68129515
 7121.25000,  0.70277702
 7121.55000,  0.72700638
 7121.85000,  0.75494407
 7122.15000,  0.78867716
 7122.45000,  0.80464797
 7122.75000,  0.84907127
 7123.05000,  0.86686050
 7123.35000,  0.89802537
 7123.65000,  0.93760159
 7123.95000,  0.96835441
 7124.25000,  0.98566467
 7124.55000,  0.99960667
 7124.85000,  1.01328699
 7125.15000,  1.02576693
 7125.45000,  1.03596200
 7125.75000,  1.04600855
 7126.05000,  1.06345845
 7126.35000,  1.07515624
 7126.65000,  1.09662000
 7126.95000,  1.11268916
 7127.25000,  1.13529122
 7127.55000,  1.15993390
 7127.85000,  1.17654829
 7128.15000,  1.20101495
 7128.45000,  1.21670695
 7128.75000,  1.22805428
 7129.05000,  1.23870348
 7129.35000,  1.24704707
 7129.65000,  1.25164189
 7129.95000,  1.25357239
 7130.25000,  1.24629728
 7130.55000,  1.24131495
 7130.85000,  1.23258532
 7131.15000,  1.23194301
 7131.45000,  1.22427548
 7131.75000,  1.21443852
 7132.05000,  1.20208850
 7133.05000,  1.16981132
 7134.05000,  1.14297048
 7135.05000,  1.11609998
 7136.05000,  1.09669407
 7137.05000,  1.08223196
 7138.05000,  1.06754092
 7139.05000,  1.06487345
 7140.05000,  1.04578451
 7141.05000,  1.04000775
 7142.05000,  1.03928181
 7143.05000,  1.03454552
 7144.05000,  1.02988647
 7145.05000,  1.02545516
 7146.05000,  1.01366956
 7147.05000,  0.99736958
 7148.05000,  0.98790183
 7149.05000,  0.97332816
 7150.05000,  0.95028841
 7151.05000,  0.94319900
 7152.05000,  0.93598445
 7153.05000,  0.92975050
 7154.05000,  0.92599510
 7155.05000,  0.92168289
 7156.05000,  0.92368116
 7157.05000,  0.91345498
 7158.05000,  0.91277275
 7159.05000,  0.91359757
 7160.05000,  0.91749434
 7161.05000,  0.92294664
 7162.05000,  0.92875353
 7163.05000,  0.93040464
 7164.05000,  0.94065889
 7165.05000,  0.95361532
 7166.05000,  0.95890966
 7167.05000,  0.96227659
 7168.05000,  0.96845651
 7169.05000,  0.97197710
 7170.05000,  0.98320758
 7171.05000,  0.99239752
 7172.05000,  0.99669193
 7173.05000,  1.00105637
 7174.05000,  1.00645747
 7175.05000,  1.01820148
 7176.05000,  1.02203138
 7177.05000,  1.02501869
 7178.05000,  1.02989254
 7179.05000,  1.03291674
 7180.05000,  1.04069878
 7181.05000,  1.04120263
 7182.05000,  1.04342216
 7183.05000,  1.04307202
 7184.05000,  1.04056452
 7185.05000,  1.04142431
 7186.05000,  1.04245380
 7187.05000,  1.03902509
 7188.05000,  1.03811859
 7189.05000,  1.03660710
 7190.05000,  1.03510199
 7191.05000,  1.03332150
 7192.05000,  1.03185181
 7193.05000,  1.02620910
 7194.05000,  1.02423899
 7195.05000,  1.02054663
 7196.05000,  1.01965560
 7197.05000,  1.01245865
 7198.05000,  1.01225046
 7199.05000,  1.00748852
 7200.05000,  1.00331434
 7201.05000,  1.00232536
 7202.05000,  0.99655257
 7203.05000,  0.99428733
 7204.05000,  0.99116616
 7205.05000,  0.99202286
 7206.05000,  0.98754109
 7207.05000,  0.98962788
 7208.05000,  0.99029366
 7209.05000,  0.98998240
 7210.05000,  0.98738647
 7211.05000,  0.98384794
 7212.05000,  0.98821479
 7213.05000,  0.99319341
 7214.05000,  0.99064456
 7215.05000,  0.99187473
 7216.05000,  0.99280134
 7217.05000,  0.99510716
 7218.05000,  0.98983582
 7219.05000,  0.99133448
 7220.05000,  0.99611921
 7221.05000,  0.99280161
 7222.05000,  0.99428397
 7223.05000,  1.00050067
 7224.05000,  1.00244286
 7225.05000,  0.99935777
 7226.05000,  0.99974346
