#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_Fe_Flaky1_7.001: FeXANES_GT5_Fe_Flaky1_7.001
#------------------------------------------
# energy, FeXANES_GT5_Fe_Flaky1_7.001
 7032.05000, -1.06174e-4
 7037.05000,  3.52852e-4
 7042.05000,  1.60156e-4
 7047.05000, -3.11587e-5
 7052.05000, -1.36987e-4
 7057.05000, -3.43889e-4
 7062.05000, -2.57042e-4
 7067.05000, -1.46957e-4
 7072.05000, -2.77792e-4
 7077.05000,  3.27179e-4
 7082.05000,  3.53638e-4
 7087.05000,  0.00179574
 7092.05000,  0.00220189
 7097.05000,  0.00502647
 7102.05000,  0.00671115
 7102.35000,  0.00896812
 7102.65000,  0.00931023
 7102.95000,  0.00962907
 7103.25000,  0.00992089
 7103.55000,  0.01045607
 7103.85000,  0.01090995
 7104.15000,  0.01120683
 7104.45000,  0.01183000
 7104.75000,  0.01197587
 7105.05000,  0.01261437
 7105.35000,  0.01295378
 7105.65000,  0.01335918
 7105.95000,  0.01418369
 7106.25000,  0.01460623
 7106.55000,  0.01508455
 7106.85000,  0.01564233
 7107.15000,  0.01662138
 7107.45000,  0.01749324
 7107.75000,  0.01805150
 7108.05000,  0.01919181
 7108.35000,  0.02042350
 7108.65000,  0.02152547
 7108.95000,  0.02153351
 7109.25000,  0.02527925
 7109.55000,  0.02688830
 7109.85000,  0.02916018
 7110.15000,  0.03586605
 7110.45000,  0.03910293
 7110.75000,  0.04793269
 7111.05000,  0.05161314
 7111.35000,  0.05799244
 7111.65000,  0.06066224
 7111.95000,  0.06616252
 7112.25000,  0.07683780
 7112.55000,  0.08230383
 7112.85000,  0.08540364
 7113.15000,  0.08920304
 7113.45000,  0.08902585
 7113.75000,  0.08872090
 7114.05000,  0.08788958
 7114.35000,  0.08665312
 7114.65000,  0.08685035
 7114.95000,  0.08817517
 7115.25000,  0.09021061
 7115.55000,  0.09473980
 7115.85000,  0.10477457
 7116.15000,  0.11301231
 7116.45000,  0.12858032
 7116.75000,  0.13733023
 7117.05000,  0.16256353
 7117.35000,  0.18394812
 7117.65000,  0.21605043
 7117.95000,  0.21599394
 7118.25000,  0.28092475
 7118.55000,  0.32026444
 7118.85000,  0.35635871
 7119.15000,  0.42035397
 7119.45000,  0.47310075
 7119.75000,  0.51007229
 7120.05000,  0.56503632
 7120.35000,  0.59407093
 7120.65000,  0.62237110
 7120.95000,  0.66529219
 7121.25000,  0.68577007
 7121.55000,  0.72634892
 7121.85000,  0.75696027
 7122.15000,  0.79318288
 7122.45000,  0.82521221
 7122.75000,  0.87957493
 7123.05000,  0.90973106
 7123.35000,  0.93621553
 7123.65000,  1.00186424
 7123.95000,  1.01711383
 7124.25000,  1.06084807
 7124.55000,  1.08304742
 7124.85000,  1.10006476
 7125.15000,  1.11803385
 7125.45000,  1.12349629
 7125.75000,  1.13116717
 7126.05000,  1.15071292
 7126.35000,  1.16398581
 7126.65000,  1.17524060
 7126.95000,  1.18394983
 7127.25000,  1.20140323
 7127.55000,  1.22539657
 7127.85000,  1.24461450
 7128.15000,  1.25818758
 7128.45000,  1.28655782
 7128.75000,  1.30061524
 7129.05000,  1.30897917
 7129.35000,  1.31501134
 7129.65000,  1.31271816
 7129.95000,  1.30739596
 7130.25000,  1.30201547
 7130.55000,  1.28875229
 7130.85000,  1.28051729
 7131.15000,  1.26415342
 7131.45000,  1.25235993
 7131.75000,  1.24536117
 7132.05000,  1.22465691
 7133.05000,  1.18471229
 7134.05000,  1.14252319
 7135.05000,  1.12412843
 7136.05000,  1.09126172
 7137.05000,  1.06518530
 7138.05000,  1.05978939
 7139.05000,  1.05400413
 7140.05000,  1.05651993
 7141.05000,  1.05445160
 7142.05000,  1.05444321
 7143.05000,  1.04580930
 7144.05000,  1.03528213
 7145.05000,  1.02376968
 7146.05000,  1.00651287
 7147.05000,  0.98469209
 7148.05000,  0.96366208
 7149.05000,  0.94500895
 7150.05000,  0.93486407
 7151.05000,  0.92472011
 7152.05000,  0.91956467
 7153.05000,  0.91732850
 7154.05000,  0.91782218
 7155.05000,  0.92138492
 7156.05000,  0.92253297
 7157.05000,  0.92396553
 7158.05000,  0.92734878
 7159.05000,  0.93338033
