#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_Fe_Flaky1_7.001: FeXANES_GT5_Fe_Flaky1_7.001
#------------------------------------------
# energy, FeXANES_GT5_Fe_Flaky1_7.001
 7160.05000,  0.94237898
 7161.05000,  0.94997373
 7162.05000,  0.96046149
 7163.05000,  0.96903714
 7164.05000,  0.97535016
 7165.05000,  0.98408720
 7166.05000,  0.99228759
 7167.05000,  0.99630612
 7168.05000,  1.00429243
 7169.05000,  1.00526479
 7170.05000,  1.00929546
 7171.05000,  1.01427595
 7172.05000,  1.01836353
 7173.05000,  1.01956692
 7174.05000,  1.03230587
 7175.05000,  1.03291062
 7176.05000,  1.04151297
 7177.05000,  1.04495131
 7178.05000,  1.04665944
 7179.05000,  1.05281786
 7180.05000,  1.04949838
 7181.05000,  1.05415612
 7182.05000,  1.05268825
 7183.05000,  1.05113055
 7184.05000,  1.05173423
 7185.05000,  1.04778222
 7186.05000,  1.04629680
 7187.05000,  1.04773509
 7188.05000,  1.04370576
 7189.05000,  1.04147761
 7190.05000,  1.04165284
 7191.05000,  1.03726206
 7192.05000,  1.03428700
 7193.05000,  1.03044098
 7194.05000,  1.02801003
 7195.05000,  1.02436820
 7196.05000,  1.01984703
 7197.05000,  1.01817513
 7198.05000,  1.01560986
 7199.05000,  1.00946209
 7200.05000,  1.00815461
 7201.05000,  1.00340779
 7202.05000,  0.99811304
 7203.05000,  0.99975500
 7204.05000,  0.99748383
 7205.05000,  0.99424361
 7206.05000,  0.99188869
 7207.05000,  0.98958830
 7208.05000,  0.99391160
 7209.05000,  0.98947869
 7210.05000,  0.99054856
 7211.05000,  0.99215925
 7212.05000,  0.98860470
 7213.05000,  0.98844865
 7214.05000,  0.99122448
 7215.05000,  0.98999730
 7216.05000,  0.99118997
 7217.05000,  0.99399816
 7218.05000,  0.99420731
 7219.05000,  0.99474208
 7220.05000,  0.99401400
 7221.05000,  0.99630223
 7222.05000,  0.99387050
 7223.05000,  0.99740732
 7224.05000,  0.99515709
 7225.05000,  0.99753900
 7226.05000,  0.99317661
 7227.05000,  0.99319220
 7228.05000,  0.99663085
 7229.05000,  0.99354413
 7230.05000,  0.99528236
 7231.05000,  0.99624012
 7232.05000,  0.99332043
 7233.05000,  0.99421991
 7234.05000,  0.99469722
 7235.05000,  0.99434231
 7236.05000,  0.99691856
 7237.05000,  0.99515453
 7238.05000,  0.99533257
 7239.05000,  0.99557678
 7240.05000,  0.99671445
 7241.05000,  0.99450601
 7242.05000,  0.99883472
 7243.05000,  0.99606956
 7244.05000,  0.99804782
 7245.05000,  1.00048762
 7246.05000,  0.99958193
 7247.05000,  1.00713792
 7248.05000,  1.00638447
 7249.05000,  1.00389460
 7250.05000,  1.00607174
 7251.05000,  1.00604308
 7252.05000,  1.00966243
 7253.05000,  1.00609849
 7254.05000,  1.01121607
 7255.05000,  1.01646833
 7256.05000,  1.00718823
 7257.05000,  1.01178283
 7258.05000,  1.01287511
 7259.05000,  1.01212954
 7260.05000,  1.01009183
 7261.05000,  1.01493352
 7262.05000,  1.01686884
 7263.05000,  1.02868841
 7264.05000,  1.03064341
 7265.05000,  1.01620262
 7266.05000,  1.00996051
 7267.05000,  1.00918067
 7268.05000,  1.01267754
 7269.05000,  1.00422401
 7270.05000,  1.00766859
 7271.05000,  1.00704642
 7272.05000,  1.00911512
 7273.05000,  1.01012409
 7274.05000,  1.00227591
 7275.05000,  1.00534561
 7276.05000,  1.00390555
 7277.05000,  1.00464312
 7278.05000,  1.00205737
 7279.05000,  1.00203071
 7280.05000,  1.00405403
 7281.05000,  1.00235211
 7282.05000,  1.00065057
 7283.05000,  0.99849420
 7284.05000,  0.99919666
 7285.05000,  0.99793519
 7286.05000,  0.99802096
 7287.05000,  0.99682800
 7288.05000,  0.99279605
 7289.05000,  0.99135588
 7290.05000,  0.99312899
 7291.05000,  0.99057437
 7292.05000,  0.99181696
 7293.05000,  0.99307757
 7294.05000,  0.99011192
 7295.05000,  0.98646825
 7296.05000,  0.98896742
 7297.05000,  0.99068864
 7298.05000,  0.98857888
 7299.05000,  0.99086694
 7300.05000,  0.99266788
 7301.05000,  0.98656778
 7302.05000,  0.98995656
 7303.05000,  0.98980697
 7304.05000,  0.98727626
 7305.05000,  0.98761856
 7306.05000,  0.98523036
 7307.05000,  0.98519865
 7308.05000,  0.98522494
 7309.05000,  0.98446120
 7310.05000,  0.98590625
 7311.05000,  0.98838128
 7312.05000,  0.98666299
