#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_FeXRD_13.001: FeXANES_GT5_flaky2_FeXRD_13.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_FeXRD_13.001
 7032.05000, -2.89995e-4
 7037.05000,  7.27535e-4
 7042.05000,  4.24798e-4
 7047.05000,  2.24241e-4
 7052.05000, -3.54799e-5
 7057.05000, -2.09754e-4
 7062.05000, -2.82713e-4
 7067.05000, -2.67075e-4
 7072.05000, -2.68452e-4
 7077.05000, -3.42808e-4
 7082.05000, -1.37394e-4
 7087.05000,  8.94636e-4
 7092.05000,  0.00174583
 7097.05000,  0.00342800
 7102.05000,  0.00603376
 7102.35000,  0.00608764
 7102.65000,  0.00638275
 7102.95000,  0.00667485
 7103.25000,  0.00701570
 7103.55000,  0.00724765
 7103.85000,  0.00740792
 7104.15000,  0.00760954
 7104.45000,  0.00774443
 7104.75000,  0.00814909
 7105.05000,  0.00867790
 7105.35000,  0.00912374
 7105.65000,  0.00922469
 7105.95000,  0.00984774
 7106.25000,  0.01003469
 7106.55000,  0.01027780
 7106.85000,  0.01099685
 7107.15000,  0.01127518
 7107.45000,  0.01203930
 7107.75000,  0.01217249
 7108.05000,  0.01321657
 7108.35000,  0.01404350
 7108.65000,  0.01448467
 7108.95000,  0.01552143
 7109.25000,  0.01670269
 7109.55000,  0.01765572
 7109.85000,  0.02012402
 7110.15000,  0.02145020
 7110.45000,  0.02404138
 7110.75000,  0.02803133
 7111.05000,  0.03077921
 7111.35000,  0.03636896
 7111.65000,  0.04196928
 7111.95000,  0.04861439
 7112.25000,  0.05590027
 7112.55000,  0.05983281
 7112.85000,  0.06343387
 7113.15000,  0.06744518
 7113.45000,  0.06777914
 7113.75000,  0.06774465
 7114.05000,  0.06552134
 7114.35000,  0.06085769
 7114.65000,  0.05681571
 7114.95000,  0.05383185
 7115.25000,  0.05356029
 7115.55000,  0.05451634
 7115.85000,  0.05725823
 7116.15000,  0.06076115
 7116.45000,  0.06681220
 7116.75000,  0.07203002
 7117.05000,  0.08366751
 7117.35000,  0.09184762
 7117.65000,  0.10701352
 7117.95000,  0.12192277
 7118.25000,  0.14001442
 7118.55000,  0.13996155
 7118.85000,  0.18357189
 7119.15000,  0.19782316
 7119.45000,  0.24045086
 7119.75000,  0.24902329
 7120.05000,  0.28977342
 7120.35000,  0.32102592
 7120.65000,  0.36540203
 7120.95000,  0.38074308
 7121.25000,  0.42520727
 7121.55000,  0.45589708
 7121.85000,  0.48413172
 7122.15000,  0.53684142
 7122.45000,  0.55926307
 7122.75000,  0.62069862
 7123.05000,  0.67128135
 7123.35000,  0.72987442
 7123.65000,  0.77601211
 7123.95000,  0.81508526
 7124.25000,  0.84348864
 7124.55000,  0.86370279
 7124.85000,  0.89466972
 7125.15000,  0.91816557
 7125.45000,  0.94552218
 7125.75000,  0.97507257
 7126.05000,  1.01015312
 7126.35000,  1.05100417
 7126.65000,  1.07613613
 7126.95000,  1.10408764
 7127.25000,  1.15454077
 7127.55000,  1.17680989
 7127.85000,  1.20718380
 7128.15000,  1.23059100
 7128.45000,  1.24765546
 7128.75000,  1.25903143
 7129.05000,  1.27026572
 7129.35000,  1.27978294
 7129.65000,  1.28603301
 7129.95000,  1.28993912
 7130.25000,  1.29378719
 7130.55000,  1.29631420
 7130.85000,  1.29959518
 7131.15000,  1.30406767
 7131.45000,  1.30233059
 7131.75000,  1.30094419
 7132.05000,  1.29945098
 7133.05000,  1.28703676
 7134.05000,  1.23254463
 7135.05000,  1.19763294
 7136.05000,  1.15181437
 7137.05000,  1.13411627
 7138.05000,  1.11124361
 7139.05000,  1.10445913
 7140.05000,  1.09218542
 7141.05000,  1.08106795
 7142.05000,  1.07401517
 7143.05000,  1.06759030
 7144.05000,  1.06395669
 7145.05000,  1.06230040
 7146.05000,  1.05815137
 7147.05000,  1.03479932
 7148.05000,  1.00979548
 7149.05000,  0.97895385
 7150.05000,  0.95742359
 7151.05000,  0.92786353
 7152.05000,  0.91950199
 7153.05000,  0.89922628
 7154.05000,  0.88682796
 7155.05000,  0.88340517
 7156.05000,  0.87619821
 7157.05000,  0.87088193
 7158.05000,  0.87083579
 7159.05000,  0.87048070
 7160.05000,  0.87224818
 7161.05000,  0.87670264
 7162.05000,  0.87966748
 7163.05000,  0.88826024
 7164.05000,  0.90011952
 7165.05000,  0.91369972
 7166.05000,  0.92480891
 7167.05000,  0.93287825
 7168.05000,  0.95137660
 7169.05000,  0.96408014
 7170.05000,  0.97841928
 7171.05000,  0.98251845
 7172.05000,  1.00074882
 7173.05000,  1.01200445
 7174.05000,  1.02518157
 7175.05000,  1.03068647
 7176.05000,  1.04037698
 7177.05000,  1.04244870
 7178.05000,  1.04743121
 7179.05000,  1.05423743
 7180.05000,  1.05515101
 7181.05000,  1.05559899
 7182.05000,  1.05757311
 7183.05000,  1.05910458
 7184.05000,  1.05888405
 7185.05000,  1.05797169
 7186.05000,  1.05799162
 7187.05000,  1.05525769
 7188.05000,  1.05294040
 7189.05000,  1.04965144
 7190.05000,  1.04982496
 7191.05000,  1.03844663
 7192.05000,  1.03747475
 7193.05000,  1.03448406
 7194.05000,  1.03202984
 7195.05000,  1.02984823
 7196.05000,  1.02723084
 7197.05000,  1.02380744
 7198.05000,  1.02456253
 7199.05000,  1.01711454
 7200.05000,  1.01298627
 7201.05000,  1.00933525
 7202.05000,  1.01065419
 7203.05000,  1.00692437
 7204.05000,  1.00173180
 7205.05000,  1.00072108
 7206.05000,  0.99668473
 7207.05000,  0.99611918
 7208.05000,  0.99443721
 7209.05000,  0.99367772
