#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_FeXRD_11.001: FeXANES_GT5_flaky2_FeXRD_11.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_FeXRD_11.001
 7032.05000, -0.00353408
 7037.05000,  7.08152e-4
 7042.05000,  4.66497e-4
 7047.05000,  2.42413e-4
 7052.05000,  1.11629e-4
 7057.05000, -2.79797e-4
 7062.05000, -3.92150e-4
 7067.05000, -4.48698e-4
 7072.05000, -4.80633e-4
 7077.05000, -1.51825e-4
 7082.05000,  2.60683e-4
 7087.05000,  6.71880e-4
 7092.05000,  9.98636e-4
 7097.05000,  0.00244389
 7102.05000,  0.00569983
 7102.35000,  0.00588030
 7102.65000,  0.00610230
 7102.95000,  0.00627081
 7103.25000,  0.00637447
 7103.55000,  0.00663467
 7103.85000,  0.00673654
 7104.15000,  0.00714859
 7104.45000,  0.00739020
 7104.75000,  0.00785542
 7105.05000,  0.00828649
 7105.35000,  0.00827175
 7105.65000,  0.00902923
 7105.95000,  0.00885718
 7106.25000,  0.00949594
 7106.55000,  0.00991572
 7106.85000,  0.01020433
 7107.15000,  0.01071769
 7107.45000,  0.01129724
 7107.75000,  0.01193576
 7108.05000,  0.01234071
 7108.35000,  0.01294299
 7108.65000,  0.01392922
 7108.95000,  0.01491665
 7109.25000,  0.01604249
 7109.55000,  0.01781845
 7109.85000,  0.01954572
 7110.15000,  0.02246016
 7110.45000,  0.02595364
 7110.75000,  0.02830900
 7111.05000,  0.03220161
 7111.35000,  0.03550823
 7111.65000,  0.03972687
 7111.95000,  0.04234694
 7112.25000,  0.04953125
 7112.55000,  0.05306060
 7112.85000,  0.05535711
 7113.15000,  0.05788388
 7113.45000,  0.05767145
 7113.75000,  0.05778559
 7114.05000,  0.05622566
 7114.35000,  0.05521851
 7114.65000,  0.05398436
 7114.95000,  0.05455697
 7115.25000,  0.05508523
 7115.55000,  0.05634649
 7115.85000,  0.06248164
 7116.15000,  0.06936420
 7116.45000,  0.07976818
 7116.75000,  0.09019765
 7117.05000,  0.09986246
 7117.35000,  0.11331261
 7117.65000,  0.13457178
 7117.95000,  0.14895467
 7118.25000,  0.17190920
 7118.55000,  0.20809335
 7118.85000,  0.24080322
 7119.15000,  0.26649961
 7119.45000,  0.30418285
 7119.75000,  0.33027084
 7120.05000,  0.38384995
 7120.35000,  0.41362575
 7120.65000,  0.44362020
 7120.95000,  0.46687093
 7121.25000,  0.50431265
 7121.55000,  0.53109466
 7121.85000,  0.57142741
 7122.15000,  0.62547435
 7122.45000,  0.67681969
 7122.75000,  0.72971157
 7123.05000,  0.75852811
 7123.35000,  0.84121405
 7123.65000,  0.88947343
 7123.95000,  0.91360982
 7124.25000,  0.97746884
 7124.55000,  1.00473288
 7124.85000,  1.02988396
 7125.15000,  1.07540212
 7125.45000,  1.09928976
 7125.75000,  1.11840474
 7126.05000,  1.15560420
 7126.35000,  1.18642602
 7126.65000,  1.20097903
 7126.95000,  1.25335424
 7127.25000,  1.28370069
 7127.55000,  1.32265839
 7127.85000,  1.34816005
 7128.15000,  1.38502826
 7128.45000,  1.40573174
 7128.75000,  1.43289378
 7129.05000,  1.43787174
 7129.35000,  1.44137511
 7129.65000,  1.44564408
 7129.95000,  1.44658205
 7130.25000,  1.43514369
 7130.55000,  1.42371271
