#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_super_dark_Fe_3.001: FeXANES_GT15_super_dark_Fe_3.001
#------------------------------------------
# energy, FeXANES_GT15_super_dark_Fe_3.001
 7032.05000,  9.97856e-4
 7037.05000,  7.13786e-4
 7042.05000,  4.30992e-4
 7047.05000,  1.93992e-4
 7052.05000,  3.90126e-6
 7057.05000, -1.65707e-4
 7062.05000, -3.30827e-4
 7067.05000, -3.33828e-4
 7072.05000, -3.62879e-4
 7077.05000, -2.10521e-4
 7082.05000,  3.51957e-5
 7087.05000,  7.39681e-4
 7092.05000,  0.00132111
 7097.05000,  0.00285900
 7102.05000,  0.00393617
 7102.35000,  0.00558114
 7102.65000,  0.00589825
 7102.95000,  0.00587507
 7103.25000,  0.00644836
 7103.55000,  0.00662074
 7103.85000,  0.00688850
 7104.15000,  0.00702806
 7104.45000,  0.00727849
 7104.75000,  0.00750401
 7105.05000,  0.00803319
 7105.35000,  0.00813333
 7105.65000,  0.00850240
 7105.95000,  0.00908871
 7106.25000,  0.00913233
 7106.55000,  0.00951273
 7106.85000,  0.00988070
 7107.15000,  0.01050435
 7107.45000,  0.01092247
 7107.75000,  0.01162825
 7108.05000,  0.01207265
 7108.35000,  0.01227547
 7108.65000,  0.01316639
 7108.95000,  0.01380194
 7109.25000,  0.01486675
 7109.55000,  0.01634560
 7109.85000,  0.01699288
 7110.15000,  0.01921163
 7110.45000,  0.02146578
 7110.75000,  0.02383910
 7111.05000,  0.02700113
 7111.35000,  0.03080883
 7111.65000,  0.03619985
 7111.95000,  0.04116007
 7112.25000,  0.04854207
 7112.55000,  0.05172460
 7112.85000,  0.05197455
 7113.15000,  0.05274809
 7113.45000,  0.05495731
 7113.75000,  0.05751853
 7114.05000,  0.05771021
 7114.35000,  0.05482227
 7114.65000,  0.05064699
 7114.95000,  0.04999315
 7115.25000,  0.04614683
 7115.55000,  0.04610782
 7115.85000,  0.04743005
 7116.15000,  0.05005716
 7116.45000,  0.05382723
 7116.75000,  0.05722767
 7117.05000,  0.06419992
 7117.35000,  0.07074102
 7117.65000,  0.08014110
 7117.95000,  0.08982574
 7118.25000,  0.09817789
 7118.55000,  0.11345605
 7118.85000,  0.11783355
 7119.15000,  0.14336636
 7119.45000,  0.16349665
 7119.75000,  0.19216665
 7120.05000,  0.20445032
 7120.35000,  0.23995419
 7120.65000,  0.25885244
 7120.95000,  0.29054009
 7121.25000,  0.31687331
 7121.55000,  0.34698665
 7121.85000,  0.35705634
 7122.15000,  0.42489640
 7122.45000,  0.45747022
 7122.75000,  0.50509586
 7123.05000,  0.55347934
 7123.35000,  0.58691367
 7123.65000,  0.64594520
 7123.95000,  0.68139902
 7124.25000,  0.71580542
 7124.55000,  0.74321033
 7124.85000,  0.77015010
 7125.15000,  0.79277942
 7125.45000,  0.80899421
 7125.75000,  0.87429439
 7126.05000,  0.91802675
 7126.35000,  0.94187997
 7126.65000,  0.99322351
 7126.95000,  1.03686379
 7127.25000,  1.09129755
 7127.55000,  1.13289405
 7127.85000,  1.16070881
 7128.15000,  1.18307939
 7128.45000,  1.19847398
 7128.75000,  1.20597357
 7129.05000,  1.22372463
 7129.35000,  1.23263816
 7129.65000,  1.23723957
 7129.95000,  1.25011391
 7130.25000,  1.25352852
 7130.55000,  1.26238876
 7130.85000,  1.26576237
 7131.15000,  1.27651562
 7131.45000,  1.28109057
 7131.75000,  1.28799797
 7132.05000,  1.28850864
 7133.05000,  1.27458847
 7134.05000,  1.23593555
 7135.05000,  1.18764588
 7136.05000,  1.15044757
 7137.05000,  1.13272210
 7138.05000,  1.10977155
 7139.05000,  1.09897322
 7140.05000,  1.08713354
 7141.05000,  1.06985689
 7142.05000,  1.05844037
 7143.05000,  1.05112011
 7144.05000,  1.04978952
 7145.05000,  1.05147628
 7146.05000,  1.04722701
 7147.05000,  1.03554634
 7148.05000,  1.01147707
 7149.05000,  0.98089799
 7150.05000,  0.95038040
 7151.05000,  0.91493675
 7152.05000,  0.89551420
 7153.05000,  0.87888836
 7154.05000,  0.87200764
 7155.05000,  0.85752612
 7156.05000,  0.85180114
 7157.05000,  0.84484249
 7158.05000,  0.84079684
 7159.05000,  0.83824092
 7160.05000,  0.83775722
 7161.05000,  0.83847365
 7162.05000,  0.84515749
 7163.05000,  0.85005981
 7164.05000,  0.85938234
 7165.05000,  0.87130092
 7166.05000,  0.88260657
 7167.05000,  0.89768669
 7168.05000,  0.91395827
 7169.05000,  0.93281378
 7170.05000,  0.94634918
 7171.05000,  0.96048651
 7172.05000,  0.97634764
 7173.05000,  0.98818007
 7174.05000,  0.99961329
 7175.05000,  1.01565907
 7176.05000,  1.02276294
 7177.05000,  1.03028374
 7178.05000,  1.03339344
 7179.05000,  1.03564848
 7180.05000,  1.03993503
 7181.05000,  1.04512979
 7182.05000,  1.04660565
 7183.05000,  1.04769001
 7184.05000,  1.04529829
 7185.05000,  1.04033212
 7186.05000,  1.04041750
 7187.05000,  1.03644389
 7188.05000,  1.03510334
 7189.05000,  1.03302555
 7190.05000,  1.03151358
 7191.05000,  1.02918841
 7192.05000,  1.02810244
 7193.05000,  1.02620330
 7194.05000,  1.02336160
 7195.05000,  1.02213620
 7196.05000,  1.02205759
 7197.05000,  1.02120622
 7198.05000,  1.01841873
 7199.05000,  1.01533145
 7200.05000,  1.01044479
 7201.05000,  1.00471981
 7202.05000,  1.00258478
 7203.05000,  0.99908474
 7204.05000,  0.99853319
 7205.05000,  0.99448535
 7206.05000,  0.99436698
 7207.05000,  0.98764630
 7208.05000,  0.98505344
 7209.05000,  0.98164258
 7210.05000,  0.97970449
 7211.05000,  0.97824435
 7212.05000,  0.97381569
 7213.05000,  0.97355435
 7214.05000,  0.97235494
 7215.05000,  0.97296358
 7216.05000,  0.97125371
