#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_concentric_gray3_Fe_8.001: FeXANES_GT5_concentric_gray3_Fe_8.001
#------------------------------------------
# energy, FeXANES_GT5_concentric_gray3_Fe_8.001
 7032.05000,  5.73925e-4
 7037.05000,  2.03931e-4
 7042.05000,  2.93740e-4
 7047.05000,  8.78938e-5
 7052.05000, -1.61920e-4
 7057.05000, -2.73003e-4
 7062.05000, -3.76767e-4
 7067.05000, -4.00418e-4
 7072.05000,  8.16430e-5
 7077.05000,  8.10143e-5
 7082.05000,  4.63886e-4
 7087.05000,  0.00128710
 7092.05000,  0.00205188
 7097.05000,  0.00367076
 7102.05000,  0.00714347
 7102.35000,  0.00743338
 7102.65000,  0.00777592
 7102.95000,  0.00783021
 7103.25000,  0.00840504
 7103.55000,  0.00838090
 7103.85000,  0.00862540
 7104.15000,  0.00912640
 7104.45000,  0.00960503
 7104.75000,  0.00963838
 7105.05000,  0.01017095
 7105.35000,  0.01081239
 7105.65000,  0.01151696
 7105.95000,  0.01160847
 7106.25000,  0.01216319
 7106.55000,  0.01304317
 7106.85000,  0.01387617
 7107.15000,  0.01422878
 7107.45000,  0.01513249
 7107.75000,  0.01602629
 7108.05000,  0.01682218
 7108.35000,  0.01821484
 7108.65000,  0.01960914
 7108.95000,  0.02102731
 7109.25000,  0.02317407
 7109.55000,  0.02427341
 7109.85000,  0.03105710
 7110.15000,  0.03539944
 7110.45000,  0.04587153
 7110.75000,  0.05523321
 7111.05000,  0.05690674
 7111.35000,  0.06991736
 7111.65000,  0.07245947
 7111.95000,  0.07242183
 7112.25000,  0.07399083
 7112.55000,  0.07687841
 7112.85000,  0.08228213
 7113.15000,  0.08360110
 7113.45000,  0.08112669
 7113.75000,  0.07723363
 7114.05000,  0.07138364
 7114.35000,  0.06956078
 7114.65000,  0.07014762
 7114.95000,  0.07478269
 7115.25000,  0.08267735
 7115.55000,  0.09112461
 7115.85000,  0.10968509
 7116.15000,  0.12484861
 7116.45000,  0.15388968
 7116.75000,  0.17516951
 7117.05000,  0.20930121
 7117.35000,  0.23631025
 7117.65000,  0.27722539
 7117.95000,  0.33333515
 7118.25000,  0.37829768
 7118.55000,  0.43771210
 7118.85000,  0.48364577
 7119.15000,  0.51952602
 7119.45000,  0.53121815
 7119.75000,  0.61304248
 7120.05000,  0.64889260
 7120.35000,  0.68065094
 7120.65000,  0.71217109
 7120.95000,  0.74147068
 7121.25000,  0.76412287
 7121.55000,  0.80696692
 7121.85000,  0.82590833
 7122.15000,  0.88259585
 7122.45000,  0.91281977
 7122.75000,  0.96589203
 7123.05000,  1.00893051
 7123.35000,  1.04148547
 7123.65000,  1.08713003
 7123.95000,  1.12229799
 7124.25000,  1.15168906
 7124.55000,  1.17737240
 7124.85000,  1.19089236
 7125.15000,  1.20650108
 7125.45000,  1.20535637
 7125.75000,  1.20796255
 7126.05000,  1.21300899
 7126.35000,  1.21619894
 7126.65000,  1.21314521
 7126.95000,  1.22081380
 7127.25000,  1.22558417
 7127.55000,  1.22775415
 7127.85000,  1.24182963
 7128.15000,  1.24750239
 7128.45000,  1.25506609
 7128.75000,  1.25690527
 7129.05000,  1.26414345
 7129.35000,  1.25947542
 7129.65000,  1.25580954
 7129.95000,  1.24735296
 7130.25000,  1.23900429
 7130.55000,  1.22420294
 7130.85000,  1.21734790
 7131.15000,  1.20643815
 7131.45000,  1.19590746
 7131.75000,  1.18088407
 7132.05000,  1.17660336
 7133.05000,  1.14791223
 7134.05000,  1.12407651
 7135.05000,  1.10573083
 7136.05000,  1.08998171
 7137.05000,  1.08195887
 7138.05000,  1.07493404
 7139.05000,  1.06632408
 7140.05000,  1.06881546
 7141.05000,  1.06058860
 7142.05000,  1.06052151
 7143.05000,  1.05786343
 7144.05000,  1.04327001
 7145.05000,  1.02410509
 7146.05000,  1.00454327
 7147.05000,  0.99443133
 7148.05000,  0.97266749
 7149.05000,  0.95627434
 7150.05000,  0.92788215
 7151.05000,  0.91707849
 7152.05000,  0.91165806
 7153.05000,  0.90572094
 7154.05000,  0.90147391
 7155.05000,  0.89966738
 7156.05000,  0.90246531
 7157.05000,  0.90507024
 7158.05000,  0.90897791
 7159.05000,  0.91357326
 7160.05000,  0.91966623
 7161.05000,  0.92891851
 7162.05000,  0.93568593
 7163.05000,  0.94895469
 7164.05000,  0.95541615
 7165.05000,  0.96007741
 7166.05000,  0.97101716
 7167.05000,  0.97948270
 7168.05000,  0.98022970
 7169.05000,  0.98936115
 7170.05000,  1.00133054
 7171.05000,  1.00711853
 7172.05000,  1.01053597
 7173.05000,  1.01832855
 7174.05000,  1.02244056
 7175.05000,  1.02613281
 7176.05000,  1.02668334
 7177.05000,  1.02860971
 7178.05000,  1.02801859
 7179.05000,  1.02834471
 7180.05000,  1.02562310
 7181.05000,  1.02804786
 7182.05000,  1.03057608
 7183.05000,  1.03240240
 7184.05000,  1.03085349
 7185.05000,  1.02999770
 7186.05000,  1.02825609
 7187.05000,  1.02941602
 7188.05000,  1.02927944
 7189.05000,  1.02831404
 7190.05000,  1.02296538
 7191.05000,  1.02036211
 7192.05000,  1.01544860
 7193.05000,  1.01623015
 7194.05000,  1.01462588
 7195.05000,  1.01448206
 7196.05000,  1.01364661
 7197.05000,  1.00694201
 7198.05000,  1.00764463
 7199.05000,  1.00979729
 7200.05000,  1.00483678
 7201.05000,  1.00699886
 7202.05000,  1.00431055
 7203.05000,  1.00306563
 7204.05000,  1.00395003
 7205.05000,  1.00076976
 7206.05000,  1.00310825
 7207.05000,  1.00045005
 7208.05000,  0.99942732
 7209.05000,  0.99839762
 7210.05000,  1.00015888
 7211.05000,  0.99897127
 7212.05000,  0.99801325
 7213.05000,  0.99811825
 7214.05000,  0.99864568
 7215.05000,  0.99855966
 7216.05000,  0.99958421
 7217.05000,  0.99546839
 7218.05000,  0.99573359
 7219.05000,  0.99958375
 7220.05000,  0.99800727
 7221.05000,  0.99817785
 7222.05000,  0.99587554
 7223.05000,  0.99776393
 7224.05000,  0.99443391
 7225.05000,  0.99259674
 7226.05000,  0.99448347
 7227.05000,  0.99330776
 7228.05000,  0.99030710
 7229.05000,  0.99143006
 7230.05000,  0.99033413
 7231.05000,  0.99048826
 7232.05000,  0.98634266
 7233.05000,  0.98877219
 7234.05000,  0.98867617
 7235.05000,  0.98842486
 7236.05000,  0.98829263
 7237.05000,  0.98824445
 7238.05000,  0.98957143
 7239.05000,  0.98979377
 7240.05000,  0.99021790
 7241.05000,  0.99357160
 7242.05000,  0.99237564
 7243.05000,  0.99228771
 7244.05000,  0.99535280
 7245.05000,  0.99618218
 7246.05000,  0.99669079
 7247.05000,  1.00309165
 7248.05000,  1.00345058
 7249.05000,  0.99977622
 7250.05000,  1.00397917
 7251.05000,  1.00572732
 7252.05000,  1.00485581
 7253.05000,  1.00455948
 7254.05000,  1.00279304
 7255.05000,  1.00858412
 7256.05000,  0.99935247
 7257.05000,  1.00572012
 7258.05000,  1.00592283
 7259.05000,  1.01152617
 7260.05000,  1.00813294
 7261.05000,  1.01080635
 7262.05000,  1.01229086
 7263.05000,  1.01635575
 7264.05000,  1.02410215
 7265.05000,  0.98192890
 7266.05000,  1.00766913
 7267.05000,  1.01000903
 7268.05000,  1.00650763
 7269.05000,  1.00908024
 7270.05000,  1.00628505
 7271.05000,  1.00760060
 7272.05000,  1.00776793
 7273.05000,  1.00713015
 7274.05000,  1.00123555
 7275.05000,  1.00398543
 7276.05000,  1.00357501
 7277.05000,  1.00360036
 7278.05000,  1.00395477
 7279.05000,  1.00374402
 7280.05000,  1.00529590
 7281.05000,  1.00557307
 7282.05000,  1.00093439
 7283.05000,  1.00104772
 7284.05000,  1.00424216
 7285.05000,  0.99998799
 7286.05000,  1.00043737
 7287.05000,  1.00058971
 7288.05000,  1.00035074
 7289.05000,  1.00221726
 7290.05000,  0.99538972
 7291.05000,  0.99990157
 7292.05000,  0.99748430
 7293.05000,  0.99476739
 7294.05000,  0.99604795
 7295.05000,  0.99229509
 7296.05000,  0.99463282
 7297.05000,  0.99352629
 7298.05000,  0.99398501
 7299.05000,  0.99499194
 7300.05000,  0.99399876
 7301.05000,  0.99326215
 7302.05000,  0.99127269
 7303.05000,  0.99128433
 7304.05000,  0.99228702
 7305.05000,  0.99306611
 7306.05000,  0.99269945
 7307.05000,  0.99279900
 7308.05000,  0.99364594
 7309.05000,  0.99111695
 7310.05000,  0.98966552
 7311.05000,  0.99239880
 7312.05000,  0.99252294
