#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_Fe_21.001: FeXANES_GT5_flaky2_Fe_21.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_Fe_21.001
 7032.05000,  7.72738e-4
 7037.05000,  4.76941e-4
 7042.05000,  1.94877e-4
 7047.05000,  2.28622e-5
 7052.05000, -2.75797e-4
 7057.05000, -2.69836e-4
 7062.05000, -4.08601e-4
 7067.05000, -3.53331e-4
 7072.05000, -1.03249e-4
 7077.05000, -1.06664e-4
 7082.05000,  8.22798e-4
 7087.05000,  0.00167590
 7092.05000,  0.00304433
 7097.05000,  0.00394985
 7102.05000,  0.00900402
 7102.35000,  0.01036286
 7102.65000,  0.01066384
 7102.95000,  0.01102238
 7103.25000,  0.01135042
 7103.55000,  0.01188198
 7103.85000,  0.01217765
 7104.15000,  0.01302316
 7104.45000,  0.01341906
 7104.75000,  0.01375969
 7105.05000,  0.01434344
 7105.35000,  0.01505647
 7105.65000,  0.01610065
 7105.95000,  0.01659776
 7106.25000,  0.01745265
 7106.55000,  0.01806867
 7106.85000,  0.01845059
 7107.15000,  0.01949180
 7107.45000,  0.02049955
 7107.75000,  0.02147200
 7108.05000,  0.02232093
 7108.35000,  0.02357847
 7108.65000,  0.02575853
 7108.95000,  0.02779209
 7109.25000,  0.02837912
 7109.55000,  0.03176328
 7109.85000,  0.03753951
 7110.15000,  0.04182625
 7110.45000,  0.04681841
 7110.75000,  0.05953967
 7111.05000,  0.06197845
 7111.35000,  0.07617949
 7111.65000,  0.09025065
 7111.95000,  0.11694347
 7112.25000,  0.13053572
 7112.55000,  0.14759319
 7112.85000,  0.14826465
 7113.15000,  0.14921926
 7113.45000,  0.14308111
 7113.75000,  0.13633757
 7114.05000,  0.13123582
 7114.35000,  0.12749455
 7114.65000,  0.12537798
 7114.95000,  0.12558239
 7115.25000,  0.12706077
 7115.55000,  0.13072240
 7115.85000,  0.13714696
 7116.15000,  0.14226017
 7116.45000,  0.15507223
 7116.75000,  0.16636290
 7117.05000,  0.18092972
 7117.35000,  0.20067788
 7117.65000,  0.21915728
 7117.95000,  0.24129346
 7118.25000,  0.26445703
 7118.55000,  0.28899153
 7118.85000,  0.34317601
 7119.15000,  0.38487177
 7119.45000,  0.42535682
 7119.75000,  0.47097834
 7120.05000,  0.49701112
 7120.35000,  0.56157115
 7120.65000,  0.58906360
 7120.95000,  0.61836180
 7121.25000,  0.64697917
 7121.55000,  0.67233684
 7121.85000,  0.70686624
 7122.15000,  0.73572531
 7122.45000,  0.76103832
 7122.75000,  0.79607360
 7123.05000,  0.83448849
 7123.35000,  0.86276930
 7123.65000,  0.89109057
 7123.95000,  0.92484212
 7124.25000,  0.95230837
 7124.55000,  0.97370132
 7124.85000,  0.98288342
 7125.15000,  1.00479038
 7125.45000,  1.00498397
 7125.75000,  1.03122608
 7126.05000,  1.04948635
 7126.35000,  1.06673510
 7126.65000,  1.08738052
 7126.95000,  1.10450263
 7127.25000,  1.12704150
 7127.55000,  1.15966132
 7127.85000,  1.18100217
 7128.15000,  1.20182463
 7128.45000,  1.21608299
 7128.75000,  1.22732509
 7129.05000,  1.23958293
 7129.35000,  1.24838471
 7129.65000,  1.25474003
 7129.95000,  1.25732560
 7130.25000,  1.25988105
 7130.55000,  1.26054655
 7130.85000,  1.25530130
 7131.15000,  1.24851965
 7131.45000,  1.24255651
 7131.75000,  1.23668998
 7132.05000,  1.22501152
 7133.05000,  1.20284465
 7134.05000,  1.16753681
 7135.05000,  1.14813877
 7136.05000,  1.12919523
 7137.05000,  1.12171997
 7138.05000,  1.10814967
 7139.05000,  1.09570733
 7140.05000,  1.08064554
 7141.05000,  1.07236332
 7142.05000,  1.07358338
 7143.05000,  1.07052702
 7144.05000,  1.06799513
 7145.05000,  1.06138264
 7146.05000,  1.05874284
 7147.05000,  1.05239122
 7148.05000,  1.03474496
 7149.05000,  1.00956901
 7150.05000,  0.99180903
 7151.05000,  0.97481124
 7152.05000,  0.96775479
 7153.05000,  0.95835508
 7154.05000,  0.95507224
 7155.05000,  0.94876463
 7156.05000,  0.94203821
 7157.05000,  0.93484588
 7158.05000,  0.93076460
 7159.05000,  0.93495964
 7160.05000,  0.94106424
 7161.05000,  0.94272300
 7162.05000,  0.94666726
 7163.05000,  0.95430799
 7164.05000,  0.96105795
 7165.05000,  0.96230634
 7166.05000,  0.97131030
 7167.05000,  0.97818411
 7168.05000,  1.00000434
 7169.05000,  1.00580678
 7170.05000,  1.01269231
 7171.05000,  1.01147691
 7172.05000,  1.01449856
 7173.05000,  1.02134716
 7174.05000,  1.02687137
 7175.05000,  1.03546356
 7176.05000,  1.03645051
 7177.05000,  1.03936377
 7178.05000,  1.04364972
 7179.05000,  1.04739213
 7180.05000,  1.05264989
 7181.05000,  1.05519832
 7182.05000,  1.05792944
 7183.05000,  1.05694024
 7184.05000,  1.06102464
 7185.05000,  1.05987290
 7186.05000,  1.05879179
 7187.05000,  1.05824273
 7188.05000,  1.05332846
 7189.05000,  1.04569283
 7190.05000,  1.04432752
 7191.05000,  1.04337301
 7192.05000,  1.03509809
 7193.05000,  1.03023183
 7194.05000,  1.01063224
 7195.05000,  1.00673560
 7196.05000,  0.99698982
 7197.05000,  0.98972450
 7198.05000,  0.98435028
 7199.05000,  0.97611588
 7200.05000,  0.96822567
 7201.05000,  0.96287912
 7202.05000,  0.95879745
 7203.05000,  0.94688963
 7204.05000,  0.94329618
 7205.05000,  0.93845569
 7206.05000,  0.94071818
 7207.05000,  0.94643010
 7208.05000,  0.95498624
 7209.05000,  0.96357374
 7210.05000,  0.96260922
 7211.05000,  0.96157159
 7212.05000,  0.95964757
 7213.05000,  0.95881625
 7214.05000,  0.96058167
 7215.05000,  0.96013037
 7216.05000,  0.96223492
 7217.05000,  0.96841023
 7218.05000,  0.97419424
 7219.05000,  0.97402230
 7220.05000,  0.98353915
 7221.05000,  0.98876310
