#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_concentric_gray3_Fe_10.001: FeXANES_GT5_concentric_gray3_Fe_10.001
#------------------------------------------
# energy, FeXANES_GT5_concentric_gray3_Fe_10.001
 7032.05000,  9.46376e-4
 7037.05000,  5.51587e-4
 7042.05000,  3.32823e-4
 7047.05000,  9.28940e-5
 7052.05000, -9.46803e-5
 7057.05000, -3.41269e-4
 7062.05000, -4.91717e-4
 7067.05000, -4.55612e-4
 7072.05000, -6.16085e-4
 7077.05000, -2.49001e-4
 7082.05000,  8.32373e-5
 7087.05000,  0.00118782
 7092.05000,  0.00145295
 7097.05000,  0.00368618
 7102.05000,  0.00781573
 7102.35000,  0.00808091
 7102.65000,  0.00828720
 7102.95000,  0.00875067
 7103.25000,  0.00906915
 7103.55000,  0.00928252
 7103.85000,  0.00987911
 7104.15000,  0.01021760
 7104.45000,  0.01036382
 7104.75000,  0.01116416
 7105.05000,  0.01142127
 7105.35000,  0.01164978
 7105.65000,  0.01249525
 7105.95000,  0.01318842
 7106.25000,  0.01357797
 7106.55000,  0.01407862
 7106.85000,  0.01451144
 7107.15000,  0.01516138
 7107.45000,  0.01638881
 7107.75000,  0.01703769
 7108.05000,  0.01767567
 7108.35000,  0.01935795
 7108.65000,  0.02041328
 7108.95000,  0.02161942
 7109.25000,  0.02367196
 7109.55000,  0.02518879
 7109.85000,  0.02846756
 7110.15000,  0.03098098
 7110.45000,  0.03532323
 7110.75000,  0.04228312
 7111.05000,  0.04756922
 7111.35000,  0.05207645
 7111.65000,  0.06630269
 7111.95000,  0.07795213
 7112.25000,  0.10667886
 7112.55000,  0.12833130
 7112.85000,  0.13742376
 7113.15000,  0.13557627
 7113.45000,  0.13143848
 7113.75000,  0.12076218
 7114.05000,  0.11016567
 7114.35000,  0.10456707
 7114.65000,  0.10214114
 7114.95000,  0.10000132
 7115.25000,  0.10199610
 7115.55000,  0.10361358
 7115.85000,  0.10560086
 7116.15000,  0.10953596
 7116.45000,  0.11567560
 7116.75000,  0.12453094
 7117.05000,  0.13366834
 7117.35000,  0.14486957
 7117.65000,  0.15477275
 7117.95000,  0.17547426
 7118.25000,  0.18535497
 7118.55000,  0.21378825
 7118.85000,  0.23990800
 7119.15000,  0.26242105
 7119.45000,  0.31311222
 7119.75000,  0.34081377
 7120.05000,  0.38960818
 7120.35000,  0.42707005
 7120.65000,  0.45604145
 7120.95000,  0.49139106
 7121.25000,  0.51595899
 7121.55000,  0.56637441
 7121.85000,  0.60092567
 7122.15000,  0.63566358
 7122.45000,  0.64487501
 7122.75000,  0.70323060
 7123.05000,  0.72921255
 7123.35000,  0.77016908
 7123.65000,  0.79559569
 7123.95000,  0.83150463
 7124.25000,  0.85905603
 7124.55000,  0.88792616
 7124.85000,  0.90533384
 7125.15000,  0.92903860
 7125.45000,  0.95445513
 7125.75000,  0.98131714
 7126.05000,  0.99729031
 7126.35000,  1.02361276
 7126.65000,  1.04573925
 7126.95000,  1.05938826
 7127.25000,  1.08217734
 7127.55000,  1.10029161
 7127.85000,  1.10997968
 7128.15000,  1.13471377
 7128.45000,  1.15222505
 7128.75000,  1.16995039
 7129.05000,  1.18306459
 7129.35000,  1.19098174
 7129.65000,  1.19582329
 7129.95000,  1.20865656
 7130.25000,  1.21568799
 7130.55000,  1.22354169
 7130.85000,  1.22066238
 7131.15000,  1.22288897
 7131.45000,  1.22085645
 7131.75000,  1.21947738
 7132.05000,  1.21448497
 7133.05000,  1.18365917
 7134.05000,  1.15047879
 7135.05000,  1.13211588
 7136.05000,  1.10959313
 7137.05000,  1.10682281
 7138.05000,  1.09492885
 7139.05000,  1.08321408
 7140.05000,  1.07192224
 7141.05000,  1.06144575
 7142.05000,  1.05336698
 7143.05000,  1.05405615
 7144.05000,  1.05550313
 7145.05000,  1.05725616
 7146.05000,  1.05367572
 7147.05000,  1.04086347
 7148.05000,  1.03531911
 7149.05000,  1.00851260
 7150.05000,  0.98123936
 7151.05000,  0.96802611
 7152.05000,  0.95810596
 7153.05000,  0.94638104
 7154.05000,  0.94217457
 7155.05000,  0.93109754
 7156.05000,  0.92478524
 7157.05000,  0.91861149
 7158.05000,  0.91477655
 7159.05000,  0.90967713
 7160.05000,  0.91055714
 7161.05000,  0.90991910
 7162.05000,  0.91307148
 7163.05000,  0.91577056
 7164.05000,  0.92392597
 7165.05000,  0.92828920
 7166.05000,  0.93603729
 7167.05000,  0.94563533
 7168.05000,  0.95448598
 7169.05000,  0.96090962
 7170.05000,  0.97222060
 7171.05000,  0.97795766
 7172.05000,  0.99134883
 7173.05000,  1.00173864
 7174.05000,  1.01121025
 7175.05000,  1.01708872
 7176.05000,  1.02292386
 7177.05000,  1.02471499
 7178.05000,  1.03208817
 7179.05000,  1.03654981
 7180.05000,  1.04179602
 7181.05000,  1.04461245
 7182.05000,  1.04692381
 7183.05000,  1.04826302
 7184.05000,  1.04995165
 7185.05000,  1.04747020
 7186.05000,  1.04582424
 7187.05000,  1.04557169
 7188.05000,  1.04146439
 7189.05000,  1.04114895
 7190.05000,  1.04173363
 7191.05000,  1.03599634
 7192.05000,  1.03595185
 7193.05000,  1.03496445
 7194.05000,  1.03094086
 7195.05000,  1.03089999
 7196.05000,  1.02706442
 7197.05000,  1.02464068
 7198.05000,  1.02082167
 7199.05000,  1.01477246
 7200.05000,  1.01143796
 7201.05000,  1.00620104
 7202.05000,  1.00396446
 7203.05000,  0.99885432
 7204.05000,  0.99539589
 7205.05000,  0.99071121
 7206.05000,  0.99120006
 7207.05000,  0.99032400
 7208.05000,  0.98907463
 7209.05000,  0.98822445
 7210.05000,  0.98698655
 7211.05000,  0.98828616
 7212.05000,  0.98676578
 7213.05000,  0.98929014
 7214.05000,  0.99225865
 7215.05000,  0.99213385
 7216.05000,  0.99521601
 7217.05000,  0.99481991
 7218.05000,  0.99612591
 7219.05000,  0.99899413
 7220.05000,  1.00230487
 7221.05000,  1.00314334
 7222.05000,  1.00499284
 7223.05000,  1.00705812
 7224.05000,  1.00730071
 7225.05000,  1.01057530
 7226.05000,  1.00889602
 7227.05000,  1.00990846
 7228.05000,  1.00984351
 7229.05000,  1.01000494
 7230.05000,  1.00701780
 7231.05000,  1.00569277
 7232.05000,  1.00331417
 7233.05000,  1.00037225
 7234.05000,  0.99941976
 7235.05000,  0.99884078
 7236.05000,  0.99621906
 7237.05000,  0.99429976
 7238.05000,  0.99335923
 7239.05000,  0.98910628
 7240.05000,  0.98617683
 7241.05000,  0.98343219
 7242.05000,  0.98091913
 7243.05000,  0.97886785
 7244.05000,  0.97686545
 7245.05000,  0.97525223
 7246.05000,  0.97627891
 7247.05000,  0.98182516
 7248.05000,  0.97644279
 7249.05000,  0.97432630
 7250.05000,  0.97743920
 7251.05000,  0.97940049
 7252.05000,  0.98105715
 7253.05000,  0.98252526
 7254.05000,  0.98675232
 7255.05000,  0.99396970
 7256.05000,  0.98479318
 7257.05000,  0.99371130
 7258.05000,  0.99772108
 7259.05000,  1.00603007
 7260.05000,  0.99654472
 7261.05000,  1.00817854
 7262.05000,  1.01714580
 7263.05000,  1.05302275
 7264.05000,  1.03377263
 7265.05000,  1.01881304
 7266.05000,  1.01723965
 7267.05000,  1.01863761
 7268.05000,  1.02239820
 7269.05000,  1.01891108
 7270.05000,  1.01777449
 7271.05000,  1.02260778
