#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_FeXRD_14.001: FeXANES_GT5_flaky2_FeXRD_14.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_FeXRD_14.001
 7032.05000,  0.00105862
 7037.05000,  7.69321e-4
 7042.05000,  4.70073e-4
 7047.05000,  2.14654e-4
 7052.05000,  5.35943e-5
 7057.05000, -3.26596e-4
 7062.05000, -3.32634e-4
 7067.05000, -3.80532e-4
 7072.05000, -2.85638e-4
 7077.05000, -1.78099e-4
 7082.05000,  3.49340e-5
 7087.05000,  7.30243e-4
 7092.05000,  8.93995e-4
 7097.05000,  0.00269595
 7102.05000,  0.00509400
 7102.35000,  0.00603459
 7102.65000,  0.00603256
 7102.95000,  0.00641595
 7103.25000,  0.00673271
 7103.55000,  0.00689716
 7103.85000,  0.00695864
 7104.15000,  0.00733376
 7104.45000,  0.00769762
 7104.75000,  0.00790730
 7105.05000,  0.00831527
 7105.35000,  0.00851690
 7105.65000,  0.00901100
 7105.95000,  0.00940255
 7106.25000,  0.00954826
 7106.55000,  0.01009316
 7106.85000,  0.01058344
 7107.15000,  0.01075306
 7107.45000,  0.01157192
 7107.75000,  0.01217232
 7108.05000,  0.01293149
 7108.35000,  0.01335999
 7108.65000,  0.01431847
 7108.95000,  0.01503422
 7109.25000,  0.01683055
 7109.55000,  0.01809177
 7109.85000,  0.02001117
 7110.15000,  0.02231333
 7110.45000,  0.02459687
 7110.75000,  0.02743429
 7111.05000,  0.03196798
 7111.35000,  0.03571562
 7111.65000,  0.03841873
 7111.95000,  0.04474254
 7112.25000,  0.04982821
 7112.55000,  0.06001156
 7112.85000,  0.06395562
 7113.15000,  0.06557008
 7113.45000,  0.06652865
 7113.75000,  0.06650946
 7114.05000,  0.06495595
 7114.35000,  0.06143345
 7114.65000,  0.05526799
 7114.95000,  0.05414049
 7115.25000,  0.05291920
 7115.55000,  0.05391451
 7115.85000,  0.05659381
 7116.15000,  0.05784780
 7116.45000,  0.06397310
 7116.75000,  0.07310481
 7117.05000,  0.08110451
 7117.35000,  0.09467293
 7117.65000,  0.10789795
 7117.95000,  0.11861325
 7118.25000,  0.14004863
 7118.55000,  0.16004389
 7118.85000,  0.18494388
 7119.15000,  0.21121816
 7119.45000,  0.24213908
 7119.75000,  0.25869769
 7120.05000,  0.29230782
 7120.35000,  0.33105131
 7120.65000,  0.36896723
 7120.95000,  0.39724693
 7121.25000,  0.43013375
 7121.55000,  0.45354139
 7121.85000,  0.48996882
 7122.15000,  0.53269673
 7122.45000,  0.58994930
 7122.75000,  0.61776895
 7123.05000,  0.67804522
 7123.35000,  0.73955259
 7123.65000,  0.78195361
 7123.95000,  0.80125106
 7124.25000,  0.84401016
 7124.55000,  0.87864835
 7124.85000,  0.89679406
 7125.15000,  0.92767312
 7125.45000,  0.95784292
 7125.75000,  0.98719825
 7126.05000,  1.02336028
 7126.35000,  1.05872310
 7126.65000,  1.08857927
