#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_Fe_Flaky1_6.001: FeXANES_GT5_Fe_Flaky1_6.001
#------------------------------------------
# energy, FeXANES_GT5_Fe_Flaky1_6.001
 7117.95000,  0.22967002
 7118.25000,  0.25619583
 7118.55000,  0.29741587
 7118.85000,  0.35282954
 7119.15000,  0.40292898
 7119.45000,  0.45313081
 7119.75000,  0.50312264
 7120.05000,  0.53546403
 7120.35000,  0.58361707
 7120.65000,  0.61607264
 7120.95000,  0.64971990
 7121.25000,  0.68111193
 7121.55000,  0.70559385
 7121.85000,  0.75339563
 7122.15000,  0.79519196
 7122.45000,  0.84016271
 7122.75000,  0.88729952
 7123.05000,  0.93669553
 7123.35000,  0.97355073
 7123.65000,  1.02846855
 7123.95000,  1.06194015
 7124.25000,  1.09410689
 7124.55000,  1.10818105
 7124.85000,  1.12218251
 7125.15000,  1.15323572
 7125.45000,  1.16012731
 7125.75000,  1.17554328
 7126.05000,  1.18612508
 7126.35000,  1.19164611
 7126.65000,  1.21088404
 7126.95000,  1.22796905
 7127.25000,  1.23950469
 7127.55000,  1.26861369
 7127.85000,  1.28289203
 7128.15000,  1.29788552
 7128.45000,  1.33107223
 7128.75000,  1.35328620
 7129.05000,  1.36150213
 7129.35000,  1.37031401
 7129.65000,  1.36658580
 7129.95000,  1.35621378
 7130.25000,  1.34419394
 7130.55000,  1.32486284
 7130.85000,  1.30359867
 7131.15000,  1.28608717
 7131.45000,  1.27096607
 7131.75000,  1.24840768
 7132.05000,  1.22534579
 7133.05000,  1.16830124
 7134.05000,  1.11943260
 7135.05000,  1.08031339
 7136.05000,  1.05784304
 7137.05000,  1.03527193
 7138.05000,  1.02708680
 7139.05000,  1.02734703
 7140.05000,  1.03833401
 7141.05000,  1.04251322
 7142.05000,  1.04337756
 7143.05000,  1.03079075
 7144.05000,  1.01548121
 7145.05000,  0.99992500
 7146.05000,  0.97272758
 7147.05000,  0.94919870
 7148.05000,  0.93136123
 7149.05000,  0.90808237
 7150.05000,  0.90539580
 7151.05000,  0.89528605
 7152.05000,  0.89367158
 7153.05000,  0.90258709
 7154.05000,  0.90798003
 7155.05000,  0.91314851
 7156.05000,  0.91532826
 7157.05000,  0.92700142
 7158.05000,  0.93231057
 7159.05000,  0.93679232
 7160.05000,  0.94639927
 7161.05000,  0.95866609
 7162.05000,  0.96501057
 7163.05000,  0.97162372
 7164.05000,  0.99034930
 7165.05000,  0.99628960
 7166.05000,  1.00550125
 7167.05000,  1.01072453
 7168.05000,  1.01194456
 7169.05000,  1.01482419
 7170.05000,  1.01611731
 7171.05000,  1.01464259
 7172.05000,  1.02110263
 7173.05000,  1.02324541
 7174.05000,  1.02865193
 7175.05000,  1.03395227
 7176.05000,  1.04062500
 7177.05000,  1.04539410
 7178.05000,  1.04719238
 7179.05000,  1.05057450
 7180.05000,  1.05055303
 7181.05000,  1.04883721
 7182.05000,  1.04759051
 7183.05000,  1.04670523
 7184.05000,  1.04361815
 7185.05000,  1.04294204
 7186.05000,  1.04017635
 7187.05000,  1.03907349
 7188.05000,  1.03756831
 7189.05000,  1.03834396
 7190.05000,  1.03390929
 7191.05000,  1.03081367
 7192.05000,  1.02910756
 7193.05000,  1.02673464
 7194.05000,  1.02379306
 7195.05000,  1.02179727
 7196.05000,  1.01372092
 7197.05000,  1.01409762
 7198.05000,  1.01154893
 7199.05000,  1.00679232
 7200.05000,  1.00403703
 7201.05000,  1.00211851
 7202.05000,  0.99915062
 7203.05000,  0.99599427
 7204.05000,  0.99366319
 7205.05000,  0.99157607
 7206.05000,  0.99019447
 7207.05000,  0.99177645
 7208.05000,  0.99002762
 7209.05000,  0.98821855
 7210.05000,  0.98671476
 7211.05000,  0.99247799
 7212.05000,  0.99064254
 7213.05000,  0.99192125
 7214.05000,  0.99076258
 7215.05000,  0.99005043
 7216.05000,  0.99166837
 7217.05000,  0.99029681
 7218.05000,  0.99311960
 7219.05000,  0.98989441
 7220.05000,  0.98991528
 7221.05000,  0.99377376
 7222.05000,  0.99323453
 7223.05000,  0.99059533
 7224.05000,  0.99203823
 7225.05000,  0.98989057
 7226.05000,  0.98970489
 7227.05000,  0.98953690
 7228.05000,  0.98993007
 7229.05000,  0.99066608
 7230.05000,  0.98756330
 7231.05000,  0.98964538
 7232.05000,  0.99001176
 7233.05000,  0.98968956
 7234.05000,  0.99243013
 7235.05000,  0.99290450
 7236.05000,  0.99593903
 7237.05000,  0.99731382
 7238.05000,  0.99492163
 7239.05000,  0.99667015
 7240.05000,  1.00298192
 7241.05000,  1.00524320
 7242.05000,  1.00514351
 7243.05000,  1.00833563
 7244.05000,  1.01412836
 7245.05000,  1.01485413
 7246.05000,  1.01209665
 7247.05000,  1.02219131
 7248.05000,  1.01865647
 7249.05000,  1.02001689
 7250.05000,  1.01937520
 7251.05000,  1.01755338
 7252.05000,  1.01868219
 7253.05000,  1.01721658
 7254.05000,  1.02714131
 7255.05000,  1.02674385
 7256.05000,  1.00758507
 7257.05000,  1.01432988
 7258.05000,  1.01812566
 7259.05000,  1.01638248
 7260.05000,  1.01432066
 7261.05000,  1.01938547
 7262.05000,  1.01847739
 7263.05000,  1.03335830
 7264.05000,  1.03414320
 7265.05000,  1.01032370
 7266.05000,  1.00778148
 7267.05000,  1.00881300
 7268.05000,  1.00654708
 7269.05000,  1.00505962
 7270.05000,  1.00572544
 7271.05000,  1.00498828
 7272.05000,  1.00757736
 7273.05000,  1.00330528
 7274.05000,  1.00082899
 7275.05000,  0.99886149
 7276.05000,  0.99959283
 7277.05000,  0.99909267
 7278.05000,  0.99540126
 7279.05000,  0.99659271
 7280.05000,  1.00270172
 7281.05000,  0.99521964
 7282.05000,  0.99445310
 7283.05000,  0.99604614
 7284.05000,  0.99322994
 7285.05000,  0.99133360
 7286.05000,  0.98929808
 7287.05000,  0.99199730
 7288.05000,  0.98948010
 7289.05000,  0.98962841
 7290.05000,  0.98902522
 7291.05000,  0.98935327
 7292.05000,  0.99077812
 7293.05000,  0.99271189
 7294.05000,  0.98932957
 7295.05000,  0.98677930
 7296.05000,  0.98905404
 7297.05000,  0.99044740
 7298.05000,  0.98871166
 7299.05000,  0.98971974
 7300.05000,  0.99033440
 7301.05000,  0.98929642
 7302.05000,  0.98800961
 7303.05000,  0.98926124
 7304.05000,  0.98859761
 7305.05000,  0.99163215
 7306.05000,  0.98879837
 7307.05000,  0.98761068
 7308.05000,  0.99024187
 7309.05000,  0.99000185
 7310.05000,  0.98868432
 7311.05000,  0.99211789
 7312.05000,  0.98993683
