#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_Fe_Flaky1_6.001: FeXANES_GT5_Fe_Flaky1_6.001
#------------------------------------------
# energy, FeXANES_GT5_Fe_Flaky1_6.001
 7032.05000, -1.20726e-4
 7037.05000,  4.66046e-4
 7042.05000,  1.32900e-4
 7047.05000,  5.70241e-6
 7052.05000, -2.49767e-4
 7057.05000, -2.57327e-4
 7062.05000, -3.79807e-4
 7067.05000, -2.37492e-4
 7072.05000, -2.30172e-4
 7077.05000,  1.79751e-4
 7082.05000,  5.70165e-4
 7087.05000,  0.00115379
 7092.05000,  0.00173738
 7097.05000,  0.00387386
 7102.05000,  0.00837130
 7102.35000,  0.00834728
 7102.65000,  0.00879065
 7102.95000,  0.00906539
 7103.25000,  0.00936529
 7103.55000,  0.00974397
 7103.85000,  0.01008352
 7104.15000,  0.01050698
 7104.45000,  0.01101944
 7104.75000,  0.01136040
 7105.05000,  0.01177881
 7105.35000,  0.01254691
 7105.65000,  0.01281127
 7105.95000,  0.01318941
 7106.25000,  0.01379852
 7106.55000,  0.01452889
 7106.85000,  0.01510998
 7107.15000,  0.01578354
 7107.45000,  0.01673644
 7107.75000,  0.01717573
 7108.05000,  0.01837394
 7108.35000,  0.01943515
 7108.65000,  0.02088976
 7108.95000,  0.02226818
 7109.25000,  0.02441179
 7109.55000,  0.02652168
 7109.85000,  0.03076559
 7110.15000,  0.03550530
 7110.45000,  0.03953230
 7110.75000,  0.04590565
 7111.05000,  0.04974220
 7111.35000,  0.05291513
 7111.65000,  0.05576141
 7111.95000,  0.05866819
 7112.25000,  0.06251215
 7112.55000,  0.06594984
 7112.85000,  0.06750049
 7113.15000,  0.07196550
 7113.45000,  0.07332493
 7113.75000,  0.07419288
 7114.05000,  0.07446250
 7114.35000,  0.07464198
 7114.65000,  0.07472638
 7114.95000,  0.07509340
 7115.25000,  0.07881499
 7115.55000,  0.08339684
 7115.85000,  0.08850430
 7116.15000,  0.09793015
 7116.45000,  0.11375817
 7116.75000,  0.12242481
 7117.05000,  0.14908749
 7117.35000,  0.17280998
 7117.65000,  0.19295354
