#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_concentric_gray1_Fe_3.001: FeXANES_GT5_concentric_gray1_Fe_3.001
#------------------------------------------
# energy, FeXANES_GT5_concentric_gray1_Fe_3.001
 7032.05000, -4.03997e-4
 7037.05000,  1.52647e-4
 7042.05000,  2.22188e-5
 7047.05000, -8.77919e-5
 7052.05000, -6.49999e-6
 7057.05000, -2.14880e-4
 7062.05000, -2.95568e-5
 7067.05000, -3.31278e-5
 7072.05000,  1.96991e-4
 7077.05000,  7.71302e-4
 7082.05000,  0.00140312
 7087.05000,  0.00211972
 7092.05000,  0.00347198
 7097.05000,  0.00570893
 7102.05000,  0.01051291
 7102.35000,  0.01074092
 7102.65000,  0.01123074
 7102.95000,  0.01145098
 7103.25000,  0.01183508
 7103.55000,  0.01225166
 7103.85000,  0.01245593
 7104.15000,  0.01270255
 7104.45000,  0.01362270
 7104.75000,  0.01422393
 7105.05000,  0.01446381
 7105.35000,  0.01489527
 7105.65000,  0.01565373
 7105.95000,  0.01611650
 7106.25000,  0.01723493
 7106.55000,  0.01787615
 7106.85000,  0.01865858
 7107.15000,  0.01900273
 7107.45000,  0.02090885
 7107.75000,  0.02160174
 7108.05000,  0.02311456
 7108.35000,  0.02430136
 7108.65000,  0.02579756
 7108.95000,  0.02691308
 7109.25000,  0.02976790
 7109.55000,  0.03317411
 7109.85000,  0.03696872
 7110.15000,  0.04331729
 7110.45000,  0.05340052
 7110.75000,  0.06251146
 7111.05000,  0.07124666
 7111.35000,  0.07689154
 7111.65000,  0.08378682
 7111.95000,  0.09467295
 7112.25000,  0.10486830
 7112.55000,  0.11442366
 7112.85000,  0.11951101
 7113.15000,  0.12001502
 7113.45000,  0.11911254
 7113.75000,  0.11768866
 7114.05000,  0.11889143
 7114.35000,  0.12110188
 7114.65000,  0.12468573
 7114.95000,  0.12705664
 7115.25000,  0.12976426
 7115.55000,  0.13669513
 7115.85000,  0.14983380
 7116.15000,  0.15995994
 7116.45000,  0.17099617
 7116.75000,  0.19274176
 7117.05000,  0.21798269
 7117.35000,  0.24027755
 7117.65000,  0.25809554
 7117.95000,  0.28561154
 7118.25000,  0.32683979
 7118.55000,  0.36817367
 7118.85000,  0.41195745
 7119.15000,  0.44727410
 7119.45000,  0.50900020
 7119.75000,  0.55380701
 7120.05000,  0.56584444
 7120.35000,  0.62794396
 7120.65000,  0.66279472
 7120.95000,  0.67269223
 7121.25000,  0.73200266
 7121.55000,  0.74259563
 7121.85000,  0.78753001
 7122.15000,  0.82578095
 7122.45000,  0.83972706
 7122.75000,  0.87901050
 7123.05000,  0.91688602
 7123.35000,  0.93598429
 7123.65000,  0.95828059
 7123.95000,  0.97951687
 7124.25000,  1.00480030
 7124.55000,  1.01567359
 7124.85000,  1.03143742
 7125.15000,  1.03858590
 7125.45000,  1.05046796
 7125.75000,  1.05587546
 7126.05000,  1.06330036
 7126.35000,  1.07294067
 7126.65000,  1.09086302
 7126.95000,  1.10293848
 7127.25000,  1.11650192
 7127.55000,  1.13015676
 7127.85000,  1.14261739
 7128.15000,  1.16502949
 7128.45000,  1.18617702
 7128.75000,  1.19488399
 7129.05000,  1.19923146
 7129.35000,  1.20689635
 7129.65000,  1.20310274
 7129.95000,  1.20316061
 7130.25000,  1.19541194
 7130.55000,  1.19119318
 7130.85000,  1.17959866
 7131.15000,  1.17572642
 7131.45000,  1.16511155
 7131.75000,  1.15854246
 7132.05000,  1.15239618
 7133.05000,  1.11081305
 7134.05000,  1.08877595
 7135.05000,  1.07708911
 7136.05000,  1.05790839
 7137.05000,  1.04580916
 7138.05000,  1.03070642
 7139.05000,  1.01715563
 7140.05000,  1.01360166
 7141.05000,  1.01186730
 7142.05000,  1.01280115
 7143.05000,  1.01061974
 7144.05000,  1.00734805
 7145.05000,  1.00138142
 7146.05000,  0.98849002
 7147.05000,  0.98040860
 7148.05000,  0.95873898
 7149.05000,  0.94990999
 7150.05000,  0.93949415
 7151.05000,  0.92878969
 7152.05000,  0.92545835
 7153.05000,  0.92046891
 7154.05000,  0.91518449
