#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_super_dark_Fe_21.001: FeXANES_GT15_super_dark_Fe_21.001
#------------------------------------------
# energy, FeXANES_GT15_super_dark_Fe_21.001
 7032.05000,  8.54548e-4
 7037.05000,  6.59689e-4
 7042.05000,  3.77939e-4
 7047.05000,  1.71458e-4
 7052.05000,  1.43961e-5
 7057.05000, -1.58980e-4
 7062.05000, -2.78570e-4
 7067.05000, -4.10288e-4
 7072.05000, -1.77227e-4
 7077.05000, -1.98333e-4
 7082.05000,  4.23430e-5
 7087.05000,  6.17263e-4
 7092.05000,  0.00125997
 7097.05000,  0.00271123
 7102.05000,  0.00570863
 7102.35000,  0.00535642
 7102.65000,  0.00598192
 7102.95000,  0.00649251
 7103.25000,  0.00678567
 7103.55000,  0.00666883
 7103.85000,  0.00704378
 7104.15000,  0.00701415
 7104.45000,  0.00750056
 7104.75000,  0.00794103
 7105.05000,  0.00793649
 7105.35000,  0.00834413
 7105.65000,  0.00857911
 7105.95000,  0.00890055
 7106.25000,  0.00941848
 7106.55000,  0.00977246
 7106.85000,  0.01009671
 7107.15000,  0.01066561
 7107.45000,  0.01112729
 7107.75000,  0.01205951
 7108.05000,  0.01220249
 7108.35000,  0.01381261
 7108.65000,  0.01504781
 7108.95000,  0.01639232
 7109.25000,  0.01780962
 7109.55000,  0.01935112
 7109.85000,  0.02255970
 7110.15000,  0.02581438
 7110.45000,  0.02985062
 7110.75000,  0.03575224
 7111.05000,  0.04011727
 7111.35000,  0.04418557
 7111.65000,  0.04737723
 7111.95000,  0.05117020
 7112.25000,  0.05580714
 7112.55000,  0.06115347
 7112.85000,  0.06368118
 7113.15000,  0.06441662
 7113.45000,  0.06412806
 7113.75000,  0.06492774
 7114.05000,  0.06398511
 7114.35000,  0.06354289
 7114.65000,  0.06334911
 7114.95000,  0.06397675
 7115.25000,  0.06655771
 7115.55000,  0.07060893
 7115.85000,  0.07826513
 7116.15000,  0.08718223
 7116.45000,  0.09784423
 7116.75000,  0.10996051
 7117.05000,  0.12578382
 7117.35000,  0.13672117
 7117.65000,  0.15684418
 7117.95000,  0.18329557
 7118.25000,  0.20865059
 7118.55000,  0.24035912
 7118.85000,  0.26014347
 7119.15000,  0.32212738
 7119.45000,  0.36744924
 7119.75000,  0.40966201
 7120.05000,  0.44944931
 7120.35000,  0.48766966
 7120.65000,  0.51995365
 7120.95000,  0.55121340
 7121.25000,  0.57247148
 7121.55000,  0.59484213
 7121.85000,  0.64173877
 7122.15000,  0.70128070
 7122.45000,  0.74310544
 7122.75000,  0.77755762
 7123.05000,  0.83537030
 7123.35000,  0.87488999
 7123.65000,  0.91056939
 7123.95000,  0.94423986
 7124.25000,  0.96161107
 7124.55000,  0.97959829
 7124.85000,  1.01074530
 7125.15000,  1.03099740
 7125.45000,  1.03076439
 7125.75000,  1.06580321
 7126.05000,  1.08161400
 7126.35000,  1.10592750
 7126.65000,  1.13734261
 7126.95000,  1.16278238
 7127.25000,  1.17539068
 7127.55000,  1.21635162
 7127.85000,  1.23740395
 7128.15000,  1.25840954
 7128.45000,  1.29103194
 7128.75000,  1.30465264
 7129.05000,  1.31895451
 7129.35000,  1.32869322
 7129.65000,  1.33475481
 7129.95000,  1.33458183
 7130.25000,  1.32146406
 7130.55000,  1.31629528
 7130.85000,  1.30792850
 7131.15000,  1.30077895
 7131.45000,  1.29546020
 7131.75000,  1.28726866
 7132.05000,  1.27704538
 7133.05000,  1.24035781
 7134.05000,  1.18067097
 7135.05000,  1.14184680
 7136.05000,  1.10947662
 7137.05000,  1.08555323
 7138.05000,  1.07093389
 7139.05000,  1.05061145
 7140.05000,  1.03850251
 7141.05000,  1.04095231
 7142.05000,  1.04040713
 7143.05000,  1.03593498
 7144.05000,  1.02100526
 7145.05000,  1.01127333
 7146.05000,  1.00389415
 7147.05000,  0.97832026
 7148.05000,  0.95263017
 7149.05000,  0.94152527
 7150.05000,  0.91853224
 7151.05000,  0.89414281
 7152.05000,  0.88167153
 7153.05000,  0.87315475
 7154.05000,  0.87014959
 7155.05000,  0.86854919
 7156.05000,  0.86226261
 7157.05000,  0.86649796
 7158.05000,  0.86719277
 7159.05000,  0.87043991
 7160.05000,  0.87864489
 7161.05000,  0.88060579
 7162.05000,  0.89964159
 7163.05000,  0.90334663
 7164.05000,  0.91387089
 7165.05000,  0.92532230
 7166.05000,  0.95135644
 7167.05000,  0.96454361
 7168.05000,  0.98013042
 7169.05000,  0.98838849
 7170.05000,  1.00032043
 7171.05000,  1.01346319
 7172.05000,  1.01881603
 7173.05000,  1.02940360
 7174.05000,  1.03944023
 7175.05000,  1.04715011
 7176.05000,  1.05137001
