#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flakysmooth2_Fe_17.001: FeXANES_GT5_flakysmooth2_Fe_17.001
#------------------------------------------
# energy, FeXANES_GT5_flakysmooth2_Fe_17.001
 7032.05000,  4.46415e-4
 7037.05000,  8.20293e-4
 7042.05000,  4.58506e-4
 7047.05000,  7.81353e-5
 7052.05000, -2.32658e-4
 7057.05000, -5.77860e-4
 7062.05000, -6.45996e-4
 7067.05000, -6.29085e-4
 7072.05000, -5.31606e-4
 7077.05000, -4.48389e-4
 7082.05000,  3.79110e-4
 7087.05000,  0.00132955
 7092.05000,  0.00300360
 7097.05000,  0.00409509
 7102.05000,  0.00876300
 7102.35000,  0.01079106
 7102.65000,  0.01109297
 7102.95000,  0.01137861
 7103.25000,  0.01172919
 7103.55000,  0.01242081
 7103.85000,  0.01279575
 7104.15000,  0.01329791
 7104.45000,  0.01385197
 7104.75000,  0.01436634
 7105.05000,  0.01528351
 7105.35000,  0.01573434
 7105.65000,  0.01649132
 7105.95000,  0.01732020
 7106.25000,  0.01763364
 7106.55000,  0.01841014
 7106.85000,  0.01971891
 7107.15000,  0.02007516
 7107.45000,  0.02173566
 7107.75000,  0.02288170
 7108.05000,  0.02426654
 7108.35000,  0.02535797
 7108.65000,  0.02727855
 7108.95000,  0.02887810
 7109.25000,  0.03208113
 7109.55000,  0.03435730
 7109.85000,  0.03739596
 7110.15000,  0.04489526
 7110.45000,  0.05045758
 7110.75000,  0.05909876
 7111.05000,  0.06835324
 7111.35000,  0.08237080
 7111.65000,  0.09774905
 7111.95000,  0.11743789
 7112.25000,  0.13377580
 7112.55000,  0.15039909
 7112.85000,  0.16162682
 7113.15000,  0.15962237
 7113.45000,  0.15428794
 7113.75000,  0.14795044
 7114.05000,  0.14363880
 7114.35000,  0.14132975
 7114.65000,  0.14004053
 7114.95000,  0.14068465
 7115.25000,  0.14288319
 7115.55000,  0.14699019
 7115.85000,  0.15335211
 7116.15000,  0.15728895
 7116.45000,  0.16973853
 7116.75000,  0.18070005
 7117.05000,  0.19941388
 7117.35000,  0.21319660
 7117.65000,  0.23596672
 7117.95000,  0.24791014
 7118.25000,  0.28019259
 7118.55000,  0.31590610
 7118.85000,  0.35183433
 7119.15000,  0.37991158
 7119.45000,  0.42974092
 7119.75000,  0.45109220
 7120.05000,  0.49273137
 7120.35000,  0.55159299
 7120.65000,  0.58003561
 7120.95000,  0.62489043
 7121.25000,  0.65864580
 7121.55000,  0.69035739
 7121.85000,  0.70846100
 7122.15000,  0.74754478
 7122.45000,  0.78495072
 7122.75000,  0.81474908
 7123.05000,  0.83634807
 7123.35000,  0.86385792
 7123.65000,  0.88821217
 7123.95000,  0.91857123
 7124.25000,  0.93839426
 7124.55000,  0.95462181
 7124.85000,  0.96776155
 7125.15000,  0.98724919
 7125.45000,  0.99099211
 7125.75000,  1.01113346
 7126.05000,  1.02056831
 7126.35000,  1.03462652
 7126.65000,  1.04755771
 7126.95000,  1.06193861
 7127.25000,  1.07167152
 7127.55000,  1.09078304
 7127.85000,  1.10115489
 7128.15000,  1.11574590
 7128.45000,  1.12572766
 7128.75000,  1.13058005
 7129.05000,  1.13945684
 7129.35000,  1.14342476
 7129.65000,  1.14629133
 7129.95000,  1.14586340
 7130.25000,  1.14561386
 7130.55000,  1.14585158
 7130.85000,  1.13840124
 7131.15000,  1.13511243
 7131.45000,  1.13207967
 7131.75000,  1.12851884
 7132.05000,  1.12278840
 7133.05000,  1.10736802
 7134.05000,  1.09060992
 7135.05000,  1.08165317
 7136.05000,  1.06396390
 7137.05000,  1.05744324
 7138.05000,  1.05003896
 7139.05000,  1.03685434
 7140.05000,  1.02689667
 7141.05000,  1.01768694
 7142.05000,  1.01891556
 7143.05000,  1.02063755
 7144.05000,  1.02150166
 7145.05000,  1.02120850
 7146.05000,  1.01576282
 7147.05000,  1.00417251
 7148.05000,  0.99511557
 7149.05000,  0.98492118
 7150.05000,  0.96999047
 7151.05000,  0.96102163
 7152.05000,  0.95325695
 7153.05000,  0.94793980
 7154.05000,  0.94186408
 7155.05000,  0.94145888
 7156.05000,  0.93184384
 7157.05000,  0.92787112
 7158.05000,  0.92754558
 7159.05000,  0.92763974
 7160.05000,  0.92886951
 7161.05000,  0.93036300
 7162.05000,  0.93393610
 7163.05000,  0.93675836
 7164.05000,  0.94258620
 7165.05000,  0.94515575
 7166.05000,  0.95262944
 7167.05000,  0.95787583
 7168.05000,  0.96525504
 7169.05000,  0.96738884
 7170.05000,  0.97723667
 7171.05000,  0.98488427
 7172.05000,  0.99175568
 7173.05000,  0.99653657
 7174.05000,  1.00597508
 7175.05000,  1.01109551
 7176.05000,  1.01326333
 7177.05000,  1.02094443
 7178.05000,  1.02183857
 7179.05000,  1.02511126
 7180.05000,  1.02818570
 7181.05000,  1.03219911
 7182.05000,  1.03317413
 7183.05000,  1.03334746
 7184.05000,  1.03419094
 7185.05000,  1.03314282
 7186.05000,  1.03319848
 7187.05000,  1.03345448
 7188.05000,  1.03177370
 7189.05000,  1.02781155
 7190.05000,  1.03009655
 7191.05000,  1.02644576
 7192.05000,  1.02058175
 7193.05000,  1.01856266
 7194.05000,  1.01524435
 7195.05000,  1.01359363
 7196.05000,  1.01163259
 7197.05000,  1.00915718
 7198.05000,  1.00840797
 7199.05000,  1.00188147
 7200.05000,  1.00088979
 7201.05000,  0.99446747
 7202.05000,  0.99477607
 7203.05000,  0.99154773
 7204.05000,  0.99462796
 7205.05000,  0.98639029
 7206.05000,  0.98441779
 7207.05000,  0.98541766
 7208.05000,  0.98695674
 7209.05000,  0.98489755
 7210.05000,  0.98425696
 7211.05000,  0.98450307
 7212.05000,  0.98488401
 7213.05000,  0.98599061
 7214.05000,  0.98811998
 7215.05000,  0.99172171
 7216.05000,  0.99067185
 7217.05000,  0.99649896
 7218.05000,  0.99756030
 7219.05000,  0.99685053
 7220.05000,  0.99975557
 7221.05000,  1.00439412
 7222.05000,  1.00402470
