#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky_nodule_Fe_9.001: FeXANES_GT5_flaky_nodule_Fe_9.001
#------------------------------------------
# energy, FeXANES_GT5_flaky_nodule_Fe_9.001
 7032.05000, -3.29555e-4
 7037.05000,  3.71910e-4
 7042.05000,  1.34949e-4
 7047.05000, -7.14326e-5
 7052.05000, -9.57894e-5
 7057.05000, -3.31276e-4
 7062.05000, -3.18468e-4
 7067.05000, -2.36604e-4
 7072.05000,  5.11142e-5
 7077.05000,  1.85822e-4
 7082.05000,  3.09775e-4
 7087.05000,  0.00128949
 7092.05000,  0.00179197
 7097.05000,  0.00328463
 7102.05000,  0.00637190
 7102.35000,  0.00750485
 7102.65000,  0.00752092
 7102.95000,  0.00767759
 7103.25000,  0.00793534
 7103.55000,  0.00860137
 7103.85000,  0.00906150
 7104.15000,  0.00922906
 7104.45000,  0.00966866
 7104.75000,  0.00980064
 7105.05000,  0.01027558
 7105.35000,  0.01086771
 7105.65000,  0.01107397
 7105.95000,  0.01149476
 7106.25000,  0.01202253
 7106.55000,  0.01249302
 7106.85000,  0.01343896
 7107.15000,  0.01411609
 7107.45000,  0.01443105
 7107.75000,  0.01512131
 7108.05000,  0.01633148
 7108.35000,  0.01732242
 7108.65000,  0.01864597
 7108.95000,  0.01975301
 7109.25000,  0.02181735
 7109.55000,  0.02422631
 7109.85000,  0.02765958
 7110.15000,  0.02903831
 7110.45000,  0.03921240
 7110.75000,  0.04470074
 7111.05000,  0.05174487
 7111.35000,  0.05432809
 7111.65000,  0.06051594
 7111.95000,  0.06518564
 7112.25000,  0.07118325
 7112.55000,  0.07695463
 7112.85000,  0.08036155
 7113.15000,  0.08194736
 7113.45000,  0.08085841
 7113.75000,  0.07958539
 7114.05000,  0.07854889
 7114.35000,  0.07842419
 7114.65000,  0.07975027
 7114.95000,  0.08339327
 7115.25000,  0.08828088
 7115.55000,  0.09542639
 7115.85000,  0.09804502
 7116.15000,  0.11802210
 7116.45000,  0.13347635
 7116.75000,  0.15048288
 7117.05000,  0.17209601
 7117.35000,  0.19558724
 7117.65000,  0.22215690
 7117.95000,  0.23833164
 7118.25000,  0.29032739
 7118.55000,  0.33135579
 7118.85000,  0.37563590
 7119.15000,  0.41142074
 7119.45000,  0.47104199
 7119.75000,  0.51769947
 7120.05000,  0.56072667
 7120.35000,  0.58001831
 7120.65000,  0.63572418
 7120.95000,  0.66956404
 7121.25000,  0.70383972
 7121.55000,  0.73954489
 7121.85000,  0.77491286
 7122.15000,  0.81739000
 7122.45000,  0.86192537
 7122.75000,  0.88236111
 7123.05000,  0.94131453
 7123.35000,  0.99269531
 7123.65000,  1.03627232
 7123.95000,  1.07037364
 7124.25000,  1.09068683
 7124.55000,  1.11404079
 7124.85000,  1.14102122
 7125.15000,  1.14624942
 7125.45000,  1.16702608
 7125.75000,  1.18109080
 7126.05000,  1.19249945
 7126.35000,  1.20305346
 7126.65000,  1.21947924
 7126.95000,  1.23406091
 7127.25000,  1.24940369
 7127.55000,  1.27490052
 7127.85000,  1.29312078
 7128.15000,  1.31239608
 7128.45000,  1.33405665
 7128.75000,  1.33929578
 7129.05000,  1.35123633
 7129.35000,  1.35633336
 7129.65000,  1.35611588
 7129.95000,  1.34725148
 7130.25000,  1.34330861
 7130.55000,  1.32557656
 7130.85000,  1.31526197
 7131.15000,  1.29532431
 7131.45000,  1.28508489
 7131.75000,  1.26260865
 7132.05000,  1.24655091
 7133.05000,  1.19369857
 7134.05000,  1.15967329
 7135.05000,  1.12994502
 7136.05000,  1.10514000
 7137.05000,  1.09214111
 7138.05000,  1.07955520
 7139.05000,  1.06459872
 7140.05000,  1.06173497
 7141.05000,  1.05500217
 7142.05000,  1.04974446
 7143.05000,  1.04542007
 7144.05000,  1.03587052
 7145.05000,  1.02247252
 7146.05000,  1.00202032
 7147.05000,  0.98195502
 7148.05000,  0.96141571
 7149.05000,  0.95597372
 7150.05000,  0.92843867
 7151.05000,  0.91953074
 7152.05000,  0.91333151
 7153.05000,  0.90743586
 7154.05000,  0.90368262
 7155.05000,  0.90111515
 7156.05000,  0.90108598
 7157.05000,  0.89836638
 7158.05000,  0.90502318
 7159.05000,  0.91099232
 7160.05000,  0.91759643
 7161.05000,  0.92359826
 7162.05000,  0.93101268
 7163.05000,  0.94466148
 7164.05000,  0.95356593
 7165.05000,  0.95988561
 7166.05000,  0.97337589
 7167.05000,  0.98306659
 7168.05000,  0.98826896
 7169.05000,  1.00456644
 7170.05000,  1.01193728
 7171.05000,  1.01781046
 7172.05000,  1.02533402
 7173.05000,  1.03455932
 7174.05000,  1.03471806
 7175.05000,  1.04343997
 7176.05000,  1.04822278
 7177.05000,  1.05427745
 7178.05000,  1.05575622
 7179.05000,  1.05712349
 7180.05000,  1.06124829
 7181.05000,  1.06368539
 7182.05000,  1.05904560
 7183.05000,  1.05801200
 7184.05000,  1.05786183
 7185.05000,  1.05449328
 7186.05000,  1.05212251
 7187.05000,  1.05016070
 7188.05000,  1.04769604
 7189.05000,  1.04356403
 7190.05000,  1.04421212
 7191.05000,  1.03561495
 7192.05000,  1.03343038
 7193.05000,  1.02954572
 7194.05000,  1.02091084
 7195.05000,  1.01794465
 7196.05000,  1.01668479
 7197.05000,  1.01280444
 7198.05000,  1.00438507
 7199.05000,  1.00246695
 7200.05000,  0.99674610
 7201.05000,  0.99301980
 7202.05000,  0.99176702
 7203.05000,  0.99266219
 7204.05000,  0.98805217
 7205.05000,  0.98662355
 7206.05000,  0.98502676
 7207.05000,  0.98328150
 7208.05000,  0.98679664
 7209.05000,  0.98719249
 7210.05000,  0.99025198
 7211.05000,  0.98928872
 7212.05000,  0.99008849
 7213.05000,  0.99184807
 7214.05000,  0.99363392
 7215.05000,  0.99741792
 7216.05000,  0.99716865
 7217.05000,  0.99620775
 7218.05000,  1.00082276
 7219.05000,  1.00241553
 7220.05000,  1.00393379
 7221.05000,  1.00502429
 7222.05000,  1.00397909
 7223.05000,  1.00593185
 7224.05000,  1.00766841
 7225.05000,  1.00623002
 7226.05000,  1.00555418
 7227.05000,  1.00792673
 7228.05000,  1.00543332
 7229.05000,  1.00256513
 7230.05000,  1.00221834
 7231.05000,  1.00302193
 7232.05000,  0.99907015
 7233.05000,  0.99732290
 7234.05000,  0.99743626
 7235.05000,  0.99523000
 7236.05000,  0.99259941
 7237.05000,  0.99155528
 7238.05000,  0.98870288
 7239.05000,  0.98816405
 7240.05000,  0.99170448
 7241.05000,  0.99027873
 7242.05000,  0.98906904
 7243.05000,  0.98919430
 7244.05000,  0.99424277
 7245.05000,  0.99326196
 7246.05000,  0.99322726
 7247.05000,  0.99767232
 7248.05000,  0.99744969
 7249.05000,  0.99636119
 7250.05000,  1.00058021
 7251.05000,  1.00357972
 7252.05000,  1.00670224
 7253.05000,  1.00748579
 7254.05000,  1.00830750
 7255.05000,  1.02028537
 7256.05000,  0.99046235
 7257.05000,  1.01063234
 7258.05000,  1.01303502
 7259.05000,  1.02211821
 7260.05000,  1.01255899
 7261.05000,  1.02042835
 7262.05000,  1.02545236
 7263.05000,  1.02928545
 7264.05000,  1.02769159
 7265.05000,  0.99150458
 7266.05000,  1.01984064
 7267.05000,  1.02344472
 7268.05000,  1.02424094
 7269.05000,  1.01096602
 7270.05000,  1.01745442
 7271.05000,  1.01404388
 7272.05000,  1.02396552
 7273.05000,  1.01755720
 7274.05000,  1.01452343
 7275.05000,  1.01322309
 7276.05000,  1.01295830
 7277.05000,  1.01261188
 7278.05000,  1.00973949
 7279.05000,  1.00609612
 7280.05000,  1.01460487
 7281.05000,  0.99877541
 7282.05000,  0.99956127
 7283.05000,  1.00220512
 7284.05000,  0.99999348
 7285.05000,  0.99983116
 7286.05000,  0.99737500
 7287.05000,  0.99582333
 7288.05000,  0.99590685
 7289.05000,  0.99434268
 7290.05000,  0.98955103
 7291.05000,  0.99004754
 7292.05000,  0.98891723
 7293.05000,  0.98952385
 7294.05000,  0.98775749
 7295.05000,  0.98222565
 7296.05000,  0.98358503
 7297.05000,  0.98128266
 7298.05000,  0.98192809
 7299.05000,  0.97877997
 7300.05000,  0.98087145
 7301.05000,  0.97992682
 7302.05000,  0.98075143
 7303.05000,  0.97697386
 7304.05000,  0.98014172
 7305.05000,  0.97695752
 7306.05000,  0.97450559
 7307.05000,  0.97836022
 7308.05000,  0.97950727
 7309.05000,  0.97856056
 7310.05000,  0.97876587
 7311.05000,  0.97949136
 7312.05000,  0.97830541
