#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky_nodule_Fe_7.001: FeXANES_GT5_flaky_nodule_Fe_7.001
#------------------------------------------
# energy, FeXANES_GT5_flaky_nodule_Fe_7.001
 7032.05000,  5.84974e-4
 7037.05000,  9.88661e-4
 7042.05000,  6.40120e-4
 7047.05000,  3.00919e-4
 7052.05000, -1.01973e-4
 7057.05000, -1.99978e-4
 7062.05000, -4.55712e-4
 7067.05000, -4.49919e-4
 7072.05000, -5.73609e-4
 7077.05000, -3.05590e-4
 7082.05000,  1.55491e-4
 7087.05000,  9.90252e-4
 7092.05000,  0.00160024
 7097.05000,  0.00432238
 7102.05000,  0.00757778
 7102.35000,  0.00787667
 7102.65000,  0.00823519
 7102.95000,  0.00851443
 7103.25000,  0.00876782
 7103.55000,  0.00887399
 7103.85000,  0.00967651
 7104.15000,  0.00961847
 7104.45000,  0.01005287
 7104.75000,  0.01062929
 7105.05000,  0.01102446
 7105.35000,  0.01141815
 7105.65000,  0.01166046
 7105.95000,  0.01247474
 7106.25000,  0.01296121
 7106.55000,  0.01342436
 7106.85000,  0.01433671
 7107.15000,  0.01468044
 7107.45000,  0.01529541
 7107.75000,  0.01621239
 7108.05000,  0.01683996
 7108.35000,  0.01785708
 7108.65000,  0.01845435
 7108.95000,  0.02021337
 7109.25000,  0.02126109
 7109.55000,  0.02276497
 7109.85000,  0.02460975
 7110.15000,  0.02794450
 7110.45000,  0.03170027
 7110.75000,  0.03505956
 7111.05000,  0.03833434
 7111.35000,  0.04134976
 7111.65000,  0.05349673
 7111.95000,  0.06281628
 7112.25000,  0.06979731
 7112.55000,  0.07853692
 7112.85000,  0.08111957
 7113.15000,  0.08950908
 7113.45000,  0.09469917
 7113.75000,  0.09779506
 7114.05000,  0.09577890
 7114.35000,  0.08919176
 7114.65000,  0.08402648
 7114.95000,  0.08123694
 7115.25000,  0.08211982
 7115.55000,  0.08368405
 7115.85000,  0.08705743
 7116.15000,  0.08947570
 7116.45000,  0.09780036
 7116.75000,  0.10402467
 7117.05000,  0.11222400
 7117.35000,  0.11896962
 7117.65000,  0.13263250
 7117.95000,  0.14215131
 7118.25000,  0.15728388
 7118.55000,  0.17933491
 7118.85000,  0.19977287
 7119.15000,  0.22336201
 7119.45000,  0.23664062
 7119.75000,  0.28010757
 7120.05000,  0.30649827
 7120.35000,  0.33249643
 7120.65000,  0.37924404
 7120.95000,  0.42653368
 7121.25000,  0.45444545
 7121.55000,  0.49349856
 7121.85000,  0.53193300
 7122.15000,  0.57382268
 7122.45000,  0.61620607
 7122.75000,  0.66622332
 7123.05000,  0.69569155
 7123.35000,  0.73677863
 7123.65000,  0.78207716
 7123.95000,  0.81632765
 7124.25000,  0.82629077
 7124.55000,  0.87477255
 7124.85000,  0.89378290
 7125.15000,  0.92528014
 7125.45000,  0.94760524
 7125.75000,  0.96689326
 7126.05000,  0.98860963
 7126.35000,  1.01434288
 7126.65000,  1.03796669
 7126.95000,  1.05440463
 7127.25000,  1.06576433
 7127.55000,  1.09787113
 7127.85000,  1.11396674
 7128.15000,  1.13230817
 7128.45000,  1.14305234
 7128.75000,  1.15570654
 7129.05000,  1.16728610
 7129.35000,  1.17108878
 7129.65000,  1.17245147
 7129.95000,  1.17391627
 7130.25000,  1.17226032
