#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_concentric_gray3_Fe_6.001: FeXANES_GT5_concentric_gray3_Fe_6.001
#------------------------------------------
# energy, FeXANES_GT5_concentric_gray3_Fe_6.001
 7032.05000,  0.00128571
 7037.05000,  9.34148e-4
 7042.05000,  4.52096e-4
 7047.05000,  8.81147e-5
 7052.05000, -4.71846e-4
 7057.05000, -4.40179e-4
 7062.05000, -7.30845e-4
 7067.05000, -7.44223e-4
 7072.05000, -5.74415e-4
 7077.05000, -2.91608e-4
 7082.05000,  7.66304e-4
 7087.05000,  0.00101245
 7092.05000,  0.00392173
 7097.05000,  0.00719739
 7102.05000,  0.01297053
 7102.35000,  0.01332342
 7102.65000,  0.01352277
 7102.95000,  0.01367506
 7103.25000,  0.01486652
 7103.55000,  0.01540455
 7103.85000,  0.01589113
 7104.15000,  0.01608457
 7104.45000,  0.01660950
 7104.75000,  0.01749157
 7105.05000,  0.01850007
 7105.35000,  0.01910528
 7105.65000,  0.01995753
 7105.95000,  0.02097920
 7106.25000,  0.02171772
 7106.55000,  0.02260614
 7106.85000,  0.02367826
 7107.15000,  0.02480084
 7107.45000,  0.02633985
 7107.75000,  0.02659846
 7108.05000,  0.02854537
 7108.35000,  0.03052348
 7108.65000,  0.03219815
 7108.95000,  0.03489474
 7109.25000,  0.03848107
 7109.55000,  0.04207273
 7109.85000,  0.04726333
 7110.15000,  0.05356518
 7110.45000,  0.05780594
 7110.75000,  0.07038131
 7111.05000,  0.08372048
 7111.35000,  0.09762443
 7111.65000,  0.10626345
 7111.95000,  0.13734265
 7112.25000,  0.16019574
 7112.55000,  0.16966276
 7112.85000,  0.18724042
 7113.15000,  0.18701617
 7113.45000,  0.18078327
 7113.75000,  0.17541487
 7114.05000,  0.17225712
 7114.35000,  0.16912843
 7114.65000,  0.16916925
 7114.95000,  0.17142810
 7115.25000,  0.17414145
 7115.55000,  0.17477464
 7115.85000,  0.18469483
 7116.15000,  0.19425896
 7116.45000,  0.20642074
 7116.75000,  0.22203891
 7117.05000,  0.23567151
 7117.35000,  0.26067647
 7117.65000,  0.28339334
 7117.95000,  0.30945942
 7118.25000,  0.32477064
 7118.55000,  0.36782722
 7118.85000,  0.41568451
 7119.15000,  0.43875187
 7119.45000,  0.48214023
 7119.75000,  0.53393101
 7120.05000,  0.58682770
 7120.35000,  0.62731183
 7120.65000,  0.66386530
 7120.95000,  0.69080038
 7121.25000,  0.73237599
 7121.55000,  0.76399131
 7121.85000,  0.79197516
 7122.15000,  0.81870500
 7122.45000,  0.84413990
 7122.75000,  0.86953237
 7123.05000,  0.88406862
 7123.35000,  0.91719099
 7123.65000,  0.93531823
 7123.95000,  0.94941942
 7124.25000,  0.96849363
 7124.55000,  0.97499378
 7124.85000,  0.99422936
 7125.15000,  1.00487625
 7125.45000,  1.01035529
 7125.75000,  1.02149772
 7126.05000,  1.03525541
 7126.35000,  1.04360552
 7126.65000,  1.05425965
 7126.95000,  1.06370374
 7127.25000,  1.07384277
 7127.55000,  1.08990558
 7127.85000,  1.09819539
 7128.15000,  1.10853976
 7128.45000,  1.11698294
 7128.75000,  1.12219143
 7129.05000,  1.12697340
 7129.35000,  1.13029025
 7129.65000,  1.13499889
 7129.95000,  1.13316003
 7130.25000,  1.13314762
 7130.55000,  1.13098280
 7130.85000,  1.12626082
 7131.15000,  1.12552575
 7131.45000,  1.12207540
 7131.75000,  1.11814384
 7132.05000,  1.11592278
 7133.05000,  1.09954466
 7134.05000,  1.08429815
 7135.05000,  1.07056547
 7136.05000,  1.06494255
 7137.05000,  1.05578536
 7138.05000,  1.04622500
 7139.05000,  1.03476210
 7140.05000,  1.02810785
 7141.05000,  1.02561747
 7142.05000,  1.02552008
 7143.05000,  1.02645771
 7144.05000,  1.02885745
