#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flaky_gray_mix_Fe_6.001: FeXANES_GT15_flaky_gray_mix_Fe_6.001
#------------------------------------------
# energy, FeXANES_GT15_flaky_gray_mix_Fe_6.001
 7032.05000, -0.00145337
 7037.05000,  3.64495e-4
 7042.05000,  2.04905e-4
 7047.05000, -1.00414e-4
 7052.05000, -2.73011e-5
 7057.05000, -3.13115e-4
 7062.05000, -2.69025e-4
 7067.05000, -2.79627e-4
 7072.05000, -3.10099e-4
 7077.05000,  4.77624e-5
 7082.05000,  6.82418e-4
 7087.05000,  0.00130515
 7092.05000,  0.00192952
 7097.05000,  0.00418150
 7102.05000,  0.00710951
 7102.35000,  0.00736321
 7102.65000,  0.00746922
 7102.95000,  0.00779512
 7103.25000,  0.00762616
 7103.55000,  0.00849164
 7103.85000,  0.00868100
 7104.15000,  0.00930592
 7104.45000,  0.00964874
 7104.75000,  0.00971190
 7105.05000,  0.01037451
 7105.35000,  0.01122097
 7105.65000,  0.01121008
 7105.95000,  0.01157496
 7106.25000,  0.01218832
 7106.55000,  0.01258231
 7106.85000,  0.01323665
 7107.15000,  0.01406204
 7107.45000,  0.01412315
 7107.75000,  0.01493324
 7108.05000,  0.01622515
 7108.35000,  0.01679544
 7108.65000,  0.01815559
 7108.95000,  0.01930124
 7109.25000,  0.02137899
 7109.55000,  0.02326740
 7109.85000,  0.02644720
 7110.15000,  0.03159587
 7110.45000,  0.03727472
 7110.75000,  0.04338356
 7111.05000,  0.04761948
 7111.35000,  0.05164089
 7111.65000,  0.05631275
 7111.95000,  0.05979640
 7112.25000,  0.06610749
 7112.55000,  0.07207980
 7112.85000,  0.07351645
 7113.15000,  0.07479933
 7113.45000,  0.07339088
 7113.75000,  0.07091017
 7114.05000,  0.06806923
 7114.35000,  0.06582772
 7114.65000,  0.06608296
 7114.95000,  0.06636388
 7115.25000,  0.07170219
 7115.55000,  0.07658658
 7115.85000,  0.08964233
 7116.15000,  0.10125441
 7116.45000,  0.10921276
 7116.75000,  0.13511791
 7117.05000,  0.15762068
 7117.35000,  0.17041557
 7117.65000,  0.21966725
 7117.95000,  0.25159870
 7118.25000,  0.30060068
 7118.55000,  0.35700184
 7118.85000,  0.41953046
 7119.15000,  0.50054819
 7119.45000,  0.56414429
 7119.75000,  0.60576484
 7120.05000,  0.64543326
 7120.35000,  0.69877557
 7120.65000,  0.73176264
 7120.95000,  0.75917357
 7121.25000,  0.77960977
 7121.55000,  0.80429916
 7121.85000,  0.81460395
 7122.15000,  0.85742166
 7122.45000,  0.88511950
 7122.75000,  0.92644099
 7123.05000,  0.98302761
 7123.35000,  1.00797629
 7123.65000,  1.06856882
 7123.95000,  1.08370191
 7124.25000,  1.10801033
 7124.55000,  1.14053341
 7124.85000,  1.14617406
 7125.15000,  1.15246301
 7125.45000,  1.14535297
 7125.75000,  1.15363868
 7126.05000,  1.14712075
 7126.35000,  1.15391906
 7126.65000,  1.15805819
 7126.95000,  1.16730399
 7127.25000,  1.18770028
 7127.55000,  1.20615133
 7127.85000,  1.23350249
 7128.15000,  1.25955935
 7128.45000,  1.28277294
 7128.75000,  1.31651893
 7129.05000,  1.33570727
 7129.35000,  1.35468889
 7129.65000,  1.35677712
 7129.95000,  1.36307624
 7130.25000,  1.36088350
 7130.55000,  1.35095316
 7130.85000,  1.34574320
 7131.15000,  1.34205705
 7131.45000,  1.33694526
 7131.75000,  1.31986959
 7132.05000,  1.30329433
 7133.05000,  1.24000090
 7134.05000,  1.20249732
 7135.05000,  1.17306577
 7136.05000,  1.12613645
 7137.05000,  1.10370470
 7138.05000,  1.07519086
 7139.05000,  1.06239259
 7140.05000,  1.04598822
 7141.05000,  1.04727235
 7142.05000,  1.05472182
 7143.05000,  1.05697048
 7144.05000,  1.05883620
 7145.05000,  1.05326081
 7146.05000,  1.03229712
 7147.05000,  1.02041411
 7148.05000,  0.98900214
 7149.05000,  0.96555451
 7150.05000,  0.93997081
 7151.05000,  0.91930211
 7152.05000,  0.90189782
 7153.05000,  0.89403649
 7154.05000,  0.88447632
 7155.05000,  0.87956235
 7156.05000,  0.88139110
 7157.05000,  0.88268690
 7158.05000,  0.88660577
 7159.05000,  0.89774312
 7160.05000,  0.91104544
 7161.05000,  0.92235492
 7162.05000,  0.93548151
 7163.05000,  0.95144074
 7164.05000,  0.96395475
 7165.05000,  0.97606332
 7166.05000,  0.97895317
 7167.05000,  0.98890993
 7168.05000,  0.99749154
 7169.05000,  1.00221412
 7170.05000,  1.01072989
 7171.05000,  1.00913174
 7172.05000,  1.01892116
 7173.05000,  1.02908624
 7174.05000,  1.03434028
 7175.05000,  1.04745418
 7176.05000,  1.05368122
 7177.05000,  1.05316578
 7178.05000,  1.05632960
 7179.05000,  1.06350323
 7180.05000,  1.06331388
 7181.05000,  1.06746391
 7182.05000,  1.06815011
 7183.05000,  1.06994128
 7184.05000,  1.06746569
 7185.05000,  1.06814409
 7186.05000,  1.06723996
 7187.05000,  1.05740545
 7188.05000,  1.05637165
 7189.05000,  1.05654367
 7190.05000,  1.04758929
 7191.05000,  1.04489992
 7192.05000,  1.04314263
 7193.05000,  1.03828234
 7194.05000,  1.03856552
 7195.05000,  1.03123857
 7196.05000,  1.02984012
 7197.05000,  1.02431381
 7198.05000,  1.02265383
 7199.05000,  1.01211775
 7200.05000,  1.00974179
 7201.05000,  1.00538493
 7202.05000,  1.00292975
 7203.05000,  0.99832265
 7204.05000,  0.99765760
 7205.05000,  0.99116592
 7206.05000,  0.98836603
 7207.05000,  0.98740468
 7208.05000,  0.98775618
 7209.05000,  0.98811406
 7210.05000,  0.98762949
 7211.05000,  0.98632937
 7212.05000,  0.98046795
 7213.05000,  0.97885842
 7214.05000,  0.98210534
 7215.05000,  0.98917553
 7216.05000,  0.98912802
 7217.05000,  0.98926808
 7218.05000,  0.99154511
 7219.05000,  0.99012251
 7220.05000,  0.98957921
 7221.05000,  0.98664976
 7222.05000,  0.99200233
 7223.05000,  0.99032196
 7224.05000,  0.98984490
 7225.05000,  0.98545756
 7226.05000,  0.98823706
 7227.05000,  0.98222043
 7228.05000,  0.97855560
 7229.05000,  0.98019519
 7230.05000,  0.97259409
 7231.05000,  0.97267983
 7232.05000,  0.96921947
 7233.05000,  0.96627955
 7234.05000,  0.96876184
 7235.05000,  0.96747024
 7236.05000,  0.96635244
 7237.05000,  0.96680552
 7238.05000,  0.96912578
