#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flaky_gray_mix_Fe_6.001: FeXANES_GT15_flaky_gray_mix_Fe_6.001
#------------------------------------------
# energy, FeXANES_GT15_flaky_gray_mix_Fe_6.001
 7239.05000,  0.97241273
 7240.05000,  0.97902103
 7241.05000,  0.98018219
 7242.05000,  0.98089674
 7243.05000,  0.98582418
 7244.05000,  0.98870129
 7245.05000,  0.98842518
 7246.05000,  0.99593186
 7247.05000,  1.00246378
 7248.05000,  0.99661547
 7249.05000,  0.99990366
 7250.05000,  1.00558300
 7251.05000,  1.00624527
 7252.05000,  1.00539884
 7253.05000,  1.00695955
 7254.05000,  1.00778448
 7255.05000,  1.01058402
 7256.05000,  0.99786308
 7257.05000,  1.00728357
 7258.05000,  1.01232202
 7259.05000,  1.01862542
 7260.05000,  1.01020629
 7261.05000,  1.01803823
 7262.05000,  1.01864498
 7263.05000,  1.06432291
 7264.05000,  1.04644261
 7265.05000,  1.02376864
 7266.05000,  1.02338970
 7267.05000,  1.02380990
 7268.05000,  1.02042798
 7269.05000,  1.01076860
 7270.05000,  1.01816633
 7271.05000,  1.01282197
 7272.05000,  1.01656526
 7273.05000,  1.01157838
 7274.05000,  1.00509294
 7275.05000,  1.00297819
 7276.05000,  1.00732340
 7277.05000,  1.00580562
 7278.05000,  1.00282100
 7279.05000,  1.00730683
 7280.05000,  1.00450025
 7281.05000,  1.00070705
 7282.05000,  0.99868169
 7283.05000,  1.00338778
 7284.05000,  1.00540687
 7285.05000,  1.00650447
 7286.05000,  1.00545501
 7287.05000,  1.00416767
 7288.05000,  1.00260579
 7289.05000,  1.00950452
 7290.05000,  1.00585987
 7291.05000,  1.00491339
 7292.05000,  1.00386604
 7293.05000,  1.00401453
 7294.05000,  1.00307803
 7295.05000,  1.00022726
 7296.05000,  0.99679090
 7297.05000,  0.99430910
 7298.05000,  0.99165494
 7299.05000,  0.99628947
 7300.05000,  0.99769326
 7301.05000,  1.00017873
 7302.05000,  0.99624577
 7303.05000,  0.99259172
 7304.05000,  0.99158639
 7305.05000,  0.99480735
 7306.05000,  0.99472891
 7307.05000,  0.99272090
 7308.05000,  0.98980466
 7309.05000,  0.98601454
 7310.05000,  0.99411041
 7311.05000,  0.99181557
 7312.05000,  0.99708359
