#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_super_dark_Fe_23.001: FeXANES_GT15_super_dark_Fe_23.001
#------------------------------------------
# energy, FeXANES_GT15_super_dark_Fe_23.001
 7032.05000, -8.14616e-4
 7037.05000,  5.53438e-4
 7042.05000,  1.97040e-4
 7047.05000,  2.27440e-5
 7052.05000, -1.31416e-4
 7057.05000, -2.68942e-4
 7062.05000, -3.62102e-4
 7067.05000, -5.09265e-4
 7072.05000, -3.86255e-4
 7077.05000, -1.25326e-4
 7082.05000,  3.00868e-4
 7087.05000,  7.09218e-4
 7092.05000,  0.00137130
 7097.05000,  0.00287131
 7102.05000,  0.00625103
 7102.35000,  0.00656457
 7102.65000,  0.00679733
 7102.95000,  0.00692550
 7103.25000,  0.00732344
 7103.55000,  0.00776285
 7103.85000,  0.00781584
 7104.15000,  0.00790083
 7104.45000,  0.00859955
 7104.75000,  0.00905201
 7105.05000,  0.00900141
 7105.35000,  0.00935342
 7105.65000,  0.00992162
 7105.95000,  0.01013196
 7106.25000,  0.01115737
 7106.55000,  0.01161140
 7106.85000,  0.01192949
 7107.15000,  0.01303992
 7107.45000,  0.01378037
 7107.75000,  0.01405705
 7108.05000,  0.01477927
 7108.35000,  0.01570758
 7108.65000,  0.01718052
 7108.95000,  0.01887856
 7109.25000,  0.02042682
 7109.55000,  0.02265251
 7109.85000,  0.02520297
 7110.15000,  0.03067882
 7110.45000,  0.03626917
 7110.75000,  0.04116983
 7111.05000,  0.04944786
 7111.35000,  0.05408929
 7111.65000,  0.05975976
 7111.95000,  0.06579147
 7112.25000,  0.06722210
 7112.55000,  0.07985290
 7112.85000,  0.08344310
 7113.15000,  0.08507947
 7113.45000,  0.08359068
 7113.75000,  0.08208925
 7114.05000,  0.08075122
 7114.35000,  0.07858949
 7114.65000,  0.08017950
 7114.95000,  0.08209134
 7115.25000,  0.08633603
 7115.55000,  0.09145459
 7115.85000,  0.09952107
 7116.15000,  0.11028156
 7116.45000,  0.11979822
 7116.75000,  0.13049895
 7117.05000,  0.15149519
 7117.35000,  0.16581985
 7117.65000,  0.19371265
 7117.95000,  0.22629588
 7118.25000,  0.24230120
 7118.55000,  0.27597063
 7118.85000,  0.32416486
 7119.15000,  0.35643399
 7119.45000,  0.42285767
 7119.75000,  0.44468354
 7120.05000,  0.47587806
 7120.35000,  0.54532683
 7120.65000,  0.57973569
 7120.95000,  0.61132506
 7121.25000,  0.64572091
 7121.55000,  0.66331898
 7121.85000,  0.69908672
 7122.15000,  0.74531631
 7122.45000,  0.79508843
 7122.75000,  0.82888506
 7123.05000,  0.88182094
 7123.35000,  0.90181937
 7123.65000,  0.94926159
 7123.95000,  0.99253384
 7124.25000,  1.01174080
 7124.55000,  1.03966408
 7124.85000,  1.06287845
 7125.15000,  1.08354354
 7125.45000,  1.10036967
 7125.75000,  1.11262100
 7126.05000,  1.13472188
 7126.35000,  1.15151042
 7126.65000,  1.15844505
 7126.95000,  1.19712319
 7127.25000,  1.20816956
 7127.55000,  1.24358810
 7127.85000,  1.25352811
 7128.15000,  1.29479883
 7128.45000,  1.31133545
 7128.75000,  1.33419685
 7129.05000,  1.34852924
 7129.35000,  1.35185487
 7129.65000,  1.35358560
 7129.95000,  1.35176758
 7130.25000,  1.34330625
 7130.55000,  1.33745482
 7130.85000,  1.32125844
 7131.15000,  1.30950063
 7131.45000,  1.29675610
 7131.75000,  1.28692824
 7132.05000,  1.27266240
 7133.05000,  1.23202558
 7134.05000,  1.19032391
 7135.05000,  1.14850537
 7136.05000,  1.12463482
 7137.05000,  1.10381758
 7138.05000,  1.08665262
 7139.05000,  1.08417862
 7140.05000,  1.06768256
 7141.05000,  1.06110357
 7142.05000,  1.05921882
 7143.05000,  1.05271535
 7144.05000,  1.04604743
 7145.05000,  1.03072901
 7146.05000,  1.01956890
 7147.05000,  1.00410011
 7148.05000,  0.97225519
 7149.05000,  0.95085917
 7150.05000,  0.94025613
 7151.05000,  0.92379278
 7152.05000,  0.91552592
 7153.05000,  0.90933116
 7154.05000,  0.90364728
 7155.05000,  0.90071161
 7156.05000,  0.89992177
 7157.05000,  0.89906199
 7158.05000,  0.89847433
 7159.05000,  0.90293173
 7160.05000,  0.91180354
 7161.05000,  0.91519106
 7162.05000,  0.92126844
 7163.05000,  0.92831474
 7164.05000,  0.94000290
 7165.05000,  0.94893897
 7166.05000,  0.95464767
 7167.05000,  0.96574830
 7168.05000,  0.98133829
 7169.05000,  0.98597549
 7170.05000,  0.99768905
 7171.05000,  1.00760063
 7172.05000,  1.01650197
 7173.05000,  1.02607950
 7174.05000,  1.03267417
 7175.05000,  1.03885876
 7176.05000,  1.04818225
 7177.05000,  1.05346328
 7178.05000,  1.05793924
 7179.05000,  1.06211414
 7180.05000,  1.06407197
 7181.05000,  1.06775445
 7182.05000,  1.06621247
 7183.05000,  1.06203288
 7184.05000,  1.06430677
 7185.05000,  1.06192770
 7186.05000,  1.06038775
 7187.05000,  1.05701807
 7188.05000,  1.05530738
 7189.05000,  1.05395143
 7190.05000,  1.04956699
 7191.05000,  1.04662074
 7192.05000,  1.04251265
 7193.05000,  1.03882739
 7194.05000,  1.03444778
 7195.05000,  1.02988965
 7196.05000,  1.02547974
 7197.05000,  1.02024762
 7198.05000,  1.01581146
 7199.05000,  1.01325550
 7200.05000,  1.00524248
 7201.05000,  1.00531246
 7202.05000,  0.99965203
 7203.05000,  0.99549583
 7204.05000,  0.99447868
 7205.05000,  0.99056090
 7206.05000,  0.99120899
 7207.05000,  0.99042870
 7208.05000,  0.99029906
 7209.05000,  0.99158471
 7210.05000,  0.98989345
 7211.05000,  0.99182366
 7212.05000,  0.99262897
 7213.05000,  0.99557230
 7214.05000,  0.99674417
 7215.05000,  0.99691096
 7216.05000,  0.99810009
 7217.05000,  0.99775878
 7218.05000,  1.00127735
 7219.05000,  1.00171840
 7220.05000,  1.00443986
 7221.05000,  1.00437673
 7222.05000,  1.00571729
 7223.05000,  1.00508328
 7224.05000,  1.00614644
 7225.05000,  1.00456210
 7226.05000,  1.00656210
 7227.05000,  1.00824250
 7228.05000,  1.00328073
 7229.05000,  1.00156228
 7230.05000,  1.00147674
 7231.05000,  0.99904935
 7232.05000,  0.99380264
 7233.05000,  0.99051775
 7234.05000,  0.98933086
 7235.05000,  0.98947176
 7236.05000,  0.98797011
 7237.05000,  0.98531570
 7238.05000,  0.98584144
 7239.05000,  0.98560778
 7240.05000,  0.98198270
 7241.05000,  0.98370038
 7242.05000,  0.98429459
 7243.05000,  0.98555248
 7244.05000,  0.98545848
 7245.05000,  0.98492303
 7246.05000,  0.98746773
 7247.05000,  0.98921512
 7248.05000,  0.98759523
 7249.05000,  0.99134145
 7250.05000,  0.99046612
 7251.05000,  0.99350240
 7252.05000,  0.99246881
 7253.05000,  0.99737975
 7254.05000,  1.00362585
 7255.05000,  1.00671733
 7256.05000,  1.00395113
 7257.05000,  1.00630560
 7258.05000,  1.00806087
 7259.05000,  1.01054649
 7260.05000,  1.00181989
 7261.05000,  1.01052676
 7262.05000,  1.01301966
 7263.05000,  1.05845571
 7264.05000,  1.03127383
 7265.05000,  0.93231526
 7266.05000,  1.01582810
 7267.05000,  1.01697894
 7268.05000,  1.02298680
 7269.05000,  1.01227664
 7270.05000,  1.02310204
 7271.05000,  1.02582603
 7272.05000,  1.02680652
 7273.05000,  1.02572389
 7274.05000,  1.01966525
 7275.05000,  1.01917966
 7276.05000,  1.01718208
 7277.05000,  1.01845535
 7278.05000,  1.01488174
 7279.05000,  1.01491433
 7280.05000,  1.01534899
 7281.05000,  1.01167888
 7282.05000,  1.01188332
 7283.05000,  1.01021198
 7284.05000,  1.00881232
 7285.05000,  1.00649979
 7286.05000,  1.00640690
 7287.05000,  1.00730294
 7288.05000,  1.00510661
 7289.05000,  1.00459595
 7290.05000,  1.00489107
 7291.05000,  1.00301036
 7292.05000,  1.00211155
 7293.05000,  1.00006895
 7294.05000,  0.99623081
 7295.05000,  0.99256963
 7296.05000,  0.99328222
 7297.05000,  0.99163012
 7298.05000,  0.99327130
 7299.05000,  0.99475829
 7300.05000,  0.99334046
 7301.05000,  0.98746870
 7302.05000,  0.98419265
 7303.05000,  0.98112127
 7304.05000,  0.98500550
 7305.05000,  0.98217238
 7306.05000,  0.98505912
 7307.05000,  0.98505994
 7308.05000,  0.98251244
 7309.05000,  0.98670660
 7310.05000,  0.98453320
 7311.05000,  0.98301777
 7312.05000,  0.98467588
