#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky_nodule_Fe_3.001: FeXANES_GT5_flaky_nodule_Fe_3.001
#------------------------------------------
# energy, FeXANES_GT5_flaky_nodule_Fe_3.001
 7139.05000,  0.98821582
 7140.05000,  0.98803047
 7141.05000,  0.99708063
 7142.05000,  0.99263919
 7143.05000,  0.99582913
 7144.05000,  0.99794552
 7145.05000,  0.99927252
 7146.05000,  0.99450057
 7147.05000,  0.99198105
 7148.05000,  0.98826248
 7149.05000,  0.98443078
 7150.05000,  0.98865587
 7151.05000,  0.99089358
 7152.05000,  0.99086131
 7153.05000,  0.99268566
 7154.05000,  0.98300066
 7155.05000,  0.97252645
 7156.05000,  0.97712842
 7157.05000,  0.97884680
 7158.05000,  0.99400614
 7159.05000,  1.00510035
 7160.05000,  1.01543614
 7161.05000,  1.01317879
 7162.05000,  1.00844167
 7163.05000,  1.00195383
 7164.05000,  1.00305627
 7165.05000,  1.00048705
 7166.05000,  0.99157943
 7167.05000,  0.98885217
 7168.05000,  0.98831140
 7169.05000,  0.98838199
 7170.05000,  0.98673950
 7171.05000,  0.98419886
 7172.05000,  0.98543954
 7173.05000,  0.98676691
 7174.05000,  0.98262542
 7175.05000,  0.97778697
 7176.05000,  0.97811260
 7177.05000,  0.97673190
 7178.05000,  0.98545985
 7179.05000,  0.98671076
 7180.05000,  0.98149446
 7181.05000,  0.98431532
 7182.05000,  0.97898274
 7183.05000,  0.97990177
 7184.05000,  0.98250025
 7185.05000,  0.98581035
 7186.05000,  0.99452083
 7187.05000,  1.00295604
 7188.05000,  1.00654789
 7189.05000,  1.00921824
 7190.05000,  1.00801442
 7191.05000,  1.01312987
 7192.05000,  1.01563995
 7193.05000,  1.02016624
 7194.05000,  1.01706694
 7195.05000,  1.01648998
 7196.05000,  1.02278602
 7197.05000,  1.02629553
 7198.05000,  1.02469674
 7199.05000,  1.02057545
 7200.05000,  1.01448801
 7201.05000,  1.01078306
 7202.05000,  1.01410267
 7203.05000,  1.01910699
 7204.05000,  1.01574684
 7205.05000,  1.00189817
 7206.05000,  0.99902367
 7207.05000,  0.99797108
 7208.05000,  0.99665586
 7209.05000,  1.00412306
 7210.05000,  1.01165469
 7211.05000,  1.02296141
 7212.05000,  1.03404333
 7213.05000,  1.04407652
 7214.05000,  1.05403422
 7215.05000,  1.06893919
 7216.05000,  1.08002434
 7217.05000,  1.09075906
 7218.05000,  1.09399745
 7219.05000,  1.09663764
 7220.05000,  1.09584946
 7221.05000,  1.09015740
 7222.05000,  1.08365081
 7223.05000,  1.06978323
 7224.05000,  1.06282144
 7225.05000,  1.04903141
 7226.05000,  1.03048033
 7227.05000,  1.02640166
 7228.05000,  1.00418037
 7229.05000,  0.99753427
 7230.05000,  0.99125026
 7231.05000,  0.98182187
 7232.05000,  0.97492105
 7233.05000,  0.96142166
 7234.05000,  0.95039544
 7235.05000,  0.94378524
 7236.05000,  0.93710831
 7237.05000,  0.93477158
 7238.05000,  0.93170960
 7239.05000,  0.92621370
 7240.05000,  0.92445361
 7241.05000,  0.92865443
 7242.05000,  0.93255544
 7243.05000,  0.93312068
 7244.05000,  0.93789753
 7245.05000,  0.94370213
 7246.05000,  0.94341361
 7247.05000,  0.95511203
 7248.05000,  0.94641210
 7249.05000,  0.95321228
 7250.05000,  0.94892302
 7251.05000,  0.95061603
 7252.05000,  0.95663320
 7253.05000,  0.94998284
 7254.05000,  0.94666820
 7255.05000,  0.95274284
 7256.05000,  0.95399561
 7257.05000,  0.96127526
 7258.05000,  0.96580827
 7259.05000,  0.97074090
 7260.05000,  0.96739995
 7261.05000,  0.97557915
 7262.05000,  0.97691601
 7263.05000,  0.98599527
 7264.05000,  0.99760280
 7265.05000,  0.95347197
 7266.05000,  0.98597712
 7267.05000,  0.99546830
 7268.05000,  1.00120145
 7269.05000,  0.99704692
 7270.05000,  1.01233509
 7271.05000,  1.01561547
 7272.05000,  1.01833030
 7273.05000,  1.01474341
 7274.05000,  1.01194469
 7275.05000,  1.01997934
 7276.05000,  1.01761456
 7277.05000,  1.01519370
 7278.05000,  1.02638267
 7279.05000,  1.03171999
 7280.05000,  1.03786354
 7281.05000,  1.03283612
 7282.05000,  1.03047589
 7283.05000,  1.02950540
 7284.05000,  1.03300075
 7285.05000,  1.04136507
 7286.05000,  1.04629382
 7287.05000,  1.04777776
 7288.05000,  1.04495210
 7289.05000,  1.04346765
 7290.05000,  1.04308440
 7291.05000,  1.03499019
 7292.05000,  1.02600037
 7293.05000,  1.01588218
 7294.05000,  1.01308712
 7295.05000,  1.01019170
 7296.05000,  1.00350812
 7297.05000,  0.99219033
 7298.05000,  0.98928422
 7299.05000,  0.98522924
 7300.05000,  0.98921205
 7301.05000,  0.98269237
 7302.05000,  0.98063954
 7303.05000,  0.97690922
 7304.05000,  0.97484888
 7305.05000,  0.96801696
 7306.05000,  0.96895827
 7307.05000,  0.97103032
 7308.05000,  0.96725217
 7309.05000,  0.96847550
 7310.05000,  0.97477691
 7311.05000,  0.97356968
 7312.05000,  0.97473799
