#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky_nodule_Fe_3.001: FeXANES_GT5_flaky_nodule_Fe_3.001
#------------------------------------------
# energy, FeXANES_GT5_flaky_nodule_Fe_3.001
 7032.05000,  4.99875e-4
 7037.05000,  2.60742e-4
 7042.05000,  1.13036e-4
 7047.05000, -1.31601e-4
 7052.05000, -2.48798e-5
 7057.05000, -1.43181e-4
 7062.05000, -2.69274e-4
 7067.05000, -9.52716e-5
 7072.05000, -9.80845e-5
 7077.05000,  9.45032e-5
 7082.05000,  2.94010e-4
 7087.05000,  9.68375e-4
 7092.05000,  0.00228035
 7097.05000,  0.00414450
 7102.05000,  0.00702510
 7102.35000,  0.00802995
 7102.65000,  0.00820983
 7102.95000,  0.00858730
 7103.25000,  0.00892320
 7103.55000,  0.00886306
 7103.85000,  0.00945326
 7104.15000,  0.01045616
 7104.45000,  0.01059052
 7104.75000,  0.01135494
 7105.05000,  0.01204740
 7105.35000,  0.01253855
 7105.65000,  0.01330530
 7105.95000,  0.01404519
 7106.25000,  0.01518478
 7106.55000,  0.01605748
 7106.85000,  0.01673682
 7107.15000,  0.01830750
 7107.45000,  0.01995584
 7107.75000,  0.02152003
 7108.05000,  0.02380931
 7108.35000,  0.02619917
 7108.65000,  0.02983607
 7108.95000,  0.03170325
 7109.25000,  0.03880830
 7109.55000,  0.04356181
 7109.85000,  0.06199499
 7110.15000,  0.08090695
 7110.45000,  0.10474077
 7110.75000,  0.12983235
 7111.05000,  0.15524027
 7111.35000,  0.17612399
 7111.65000,  0.19584453
 7111.95000,  0.21015713
 7112.25000,  0.22213050
 7112.55000,  0.23294093
 7112.85000,  0.24705776
 7113.15000,  0.25594562
 7113.45000,  0.26431185
 7113.75000,  0.27161588
 7114.05000,  0.27796147
 7114.35000,  0.28258599
 7114.65000,  0.28858450
 7114.95000,  0.29062016
 7115.25000,  0.29373962
 7115.55000,  0.30251738
 7115.85000,  0.31232051
 7116.15000,  0.31956962
 7116.45000,  0.33162109
 7116.75000,  0.34589490
 7117.05000,  0.35479517
 7117.35000,  0.37295548
 7117.65000,  0.39233605
 7117.95000,  0.40295076
 7118.25000,  0.43223057
 7118.55000,  0.45087955
 7118.85000,  0.47123832
 7119.15000,  0.49288683
 7119.45000,  0.51816142
 7119.75000,  0.54208301
 7120.05000,  0.56528569
 7120.35000,  0.58662095
 7120.65000,  0.59974756
 7120.95000,  0.62514322
 7121.25000,  0.64226324
 7121.55000,  0.66116493
 7121.85000,  0.67676071
 7122.15000,  0.69653926
 7122.45000,  0.72004165
 7122.75000,  0.74274717
 7123.05000,  0.76391487
 7123.35000,  0.78304469
 7123.65000,  0.80822595
 7123.95000,  0.82113339
 7124.25000,  0.84358495
 7124.55000,  0.85541226
 7124.85000,  0.88005071
 7125.15000,  0.89704540
 7125.45000,  0.91129207
 7125.75000,  0.92513527
 7126.05000,  0.94030112
 7126.35000,  0.95915442
 7126.65000,  0.97248170
 7126.95000,  0.98248565
 7127.25000,  1.00364671
 7127.55000,  1.02223618
 7127.85000,  1.03646263
 7128.15000,  1.04914490
 7128.45000,  1.06327182
 7128.75000,  1.07057750
 7129.05000,  1.08350073
 7129.35000,  1.10251136
 7129.65000,  1.10648511
 7129.95000,  1.11014499
 7130.25000,  1.11227873
 7130.55000,  1.10892535
 7130.85000,  1.10494081
 7131.15000,  1.09720591
 7131.45000,  1.09527440
 7131.75000,  1.09454228
 7132.05000,  1.08441264
 7133.05000,  1.04846932
 7134.05000,  1.03556176
 7135.05000,  1.00015396
 7136.05000,  0.98533885
 7137.05000,  0.98132816
 7138.05000,  0.98296409
