#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_white_gray_particles_Fe_4.001: FeXANES_GT5_white_gray_particles_Fe_4.001
#------------------------------------------
# energy, FeXANES_GT5_white_gray_particles_Fe_4.001
 7198.05000,  0.99737808
 7199.05000,  0.99650618
 7200.05000,  0.99530747
 7201.05000,  0.99446611
 7202.05000,  0.98985246
 7203.05000,  0.99002209
 7204.05000,  0.98691350
 7205.05000,  0.98678818
 7206.05000,  0.98492064
 7207.05000,  0.98210278
 7208.05000,  0.98594593
 7209.05000,  0.98635811
 7210.05000,  0.98758679
 7211.05000,  0.98770579
 7212.05000,  0.98773994
 7213.05000,  0.99001815
 7214.05000,  0.99535822
 7215.05000,  0.99946403
 7216.05000,  1.00119612
 7217.05000,  1.00525622
 7218.05000,  1.00640443
 7219.05000,  1.00638658
 7220.05000,  1.00959079
 7221.05000,  1.00826883
 7222.05000,  1.00526239
 7223.05000,  1.00700428
 7224.05000,  1.00859582
 7225.05000,  1.00585988
 7226.05000,  1.00522866
 7227.05000,  1.00138443
 7228.05000,  1.00138526
 7229.05000,  0.99686365
 7230.05000,  0.99557667
 7231.05000,  0.99291862
 7232.05000,  0.99171576
 7233.05000,  0.98829010
 7234.05000,  0.98923516
 7235.05000,  0.98921111
 7236.05000,  0.99080285
 7237.05000,  0.99231910
 7238.05000,  0.99144287
 7239.05000,  0.99566725
 7240.05000,  0.99628784
 7241.05000,  0.99472647
 7242.05000,  1.00182635
 7243.05000,  1.00132590
 7244.05000,  1.00310380
 7245.05000,  1.00756034
 7246.05000,  1.00810315
 7247.05000,  1.01818287
 7248.05000,  1.01013353
 7249.05000,  1.00649031
 7250.05000,  1.01186935
 7251.05000,  1.00809098
 7252.05000,  1.01246035
 7253.05000,  1.00934053
 7254.05000,  1.01309331
 7255.05000,  1.02054316
 7256.05000,  1.00831358
 7257.05000,  1.00929892
 7258.05000,  1.01324777
 7259.05000,  1.01805745
 7260.05000,  1.01432771
 7261.05000,  1.01728180
 7262.05000,  1.01874042
 7263.05000,  1.04984275
 7264.05000,  1.04625570
 7265.05000,  1.01354059
 7266.05000,  1.01111934
 7267.05000,  1.01404229
 7268.05000,  1.01506939
 7269.05000,  1.01271597
 7270.05000,  1.01181143
 7271.05000,  1.01157395
 7272.05000,  1.01199924
 7273.05000,  1.00812012
 7274.05000,  1.00055418
 7275.05000,  1.00592357
 7276.05000,  1.00521904
 7277.05000,  1.00433759
 7278.05000,  1.00695870
 7279.05000,  1.00337835
 7280.05000,  1.01199923
 7281.05000,  0.99551494
 7282.05000,  0.99810775
 7283.05000,  0.99870465
 7284.05000,  0.99446767
 7285.05000,  0.99556359
 7286.05000,  0.99345556
 7287.05000,  0.99347482
 7288.05000,  0.98864469
 7289.05000,  0.98920645
 7290.05000,  0.98907860
 7291.05000,  0.98708961
 7292.05000,  0.98507852
 7293.05000,  0.98567579
 7294.05000,  0.98467404
 7295.05000,  0.98130017
 7296.05000,  0.98343031
 7297.05000,  0.97978777
 7298.05000,  0.98159405
 7299.05000,  0.98096731
 7300.05000,  0.98106578
 7301.05000,  0.97883131
 7302.05000,  0.97762018
 7303.05000,  0.97999940
 7304.05000,  0.97891250
 7305.05000,  0.98109164
 7306.05000,  0.98175266
 7307.05000,  0.98226842
 7308.05000,  0.98477847
 7309.05000,  0.98190018
 7310.05000,  0.98316349
 7311.05000,  0.98618895
 7312.05000,  0.98734744
