#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flakysmooth2_Fe_6.001: FeXANES_GT5_flakysmooth2_Fe_6.001
#------------------------------------------
# energy, FeXANES_GT5_flakysmooth2_Fe_6.001
 7032.05000,  7.63793e-4
 7037.05000,  5.28681e-4
 7042.05000,  1.91156e-4
 7047.05000, -7.62073e-5
 7052.05000, -3.05510e-4
 7057.05000, -2.62829e-4
 7062.05000, -4.26997e-4
 7067.05000, -2.07797e-4
 7072.05000, -1.98752e-4
 7077.05000,  1.22167e-4
 7082.05000,  6.36089e-4
 7087.05000,  0.00155082
 7092.05000,  0.00337051
 7097.05000,  0.00610393
 7102.05000,  0.01087390
 7102.35000,  0.01099532
 7102.65000,  0.01149013
 7102.95000,  0.01165477
 7103.25000,  0.01232478
 7103.55000,  0.01302449
 7103.85000,  0.01327539
 7104.15000,  0.01408216
 7104.45000,  0.01451919
 7104.75000,  0.01486730
 7105.05000,  0.01592122
 7105.35000,  0.01623807
 7105.65000,  0.01671561
 7105.95000,  0.01753189
 7106.25000,  0.01827377
 7106.55000,  0.01905794
 7106.85000,  0.01998778
 7107.15000,  0.02081531
 7107.45000,  0.02182063
 7107.75000,  0.02303039
 7108.05000,  0.02448912
 7108.35000,  0.02567934
 7108.65000,  0.02755691
 7108.95000,  0.02927919
 7109.25000,  0.03235868
 7109.55000,  0.03615648
 7109.85000,  0.04093086
 7110.15000,  0.04610084
 7110.45000,  0.05390073
 7110.75000,  0.06087046
 7111.05000,  0.06594996
 7111.35000,  0.06897901
 7111.65000,  0.06810905
 7111.95000,  0.06675190
 7112.25000,  0.06623332
 7112.55000,  0.06765202
 7112.85000,  0.06899918
 7113.15000,  0.06952130
 7113.45000,  0.06927749
 7113.75000,  0.07046166
 7114.05000,  0.07200724
 7114.35000,  0.07506724
 7114.65000,  0.08197267
 7114.95000,  0.08663163
 7115.25000,  0.09399815
 7115.55000,  0.10657270
 7115.85000,  0.11741475
 7116.15000,  0.13876387
 7116.45000,  0.16107230
 7116.75000,  0.19145372
 7117.05000,  0.22951312
 7117.35000,  0.27558525
 7117.65000,  0.33161448
 7117.95000,  0.38037752
 7118.25000,  0.43249387
 7118.55000,  0.53621191
 7118.85000,  0.58537812
 7119.15000,  0.65724336
 7119.45000,  0.69472230
 7119.75000,  0.74676104
 7120.05000,  0.76565539
 7120.35000,  0.80230735
 7120.65000,  0.83876729
 7120.95000,  0.88064784
 7121.25000,  0.90467370
 7121.55000,  0.95491832
 7121.85000,  0.98361986
 7122.15000,  1.02252660
 7122.45000,  1.04624860
 7122.75000,  1.08868462
 7123.05000,  1.11277146
 7123.35000,  1.15438496
 7123.65000,  1.17640821
 7123.95000,  1.20400905
 7124.25000,  1.21814702
 7124.55000,  1.23606933
 7124.85000,  1.25190074
 7125.15000,  1.26108653
 7125.45000,  1.27127149
 7125.75000,  1.27658980
 7126.05000,  1.27654423
 7126.35000,  1.27733471
 7126.65000,  1.27764524
 7126.95000,  1.26960275
 7127.25000,  1.27053114
 7127.55000,  1.26964595
 7127.85000,  1.26198453
 7128.15000,  1.25800842
 7128.45000,  1.25333316
 7128.75000,  1.24686859
 7129.05000,  1.23821038
 7129.35000,  1.22832617
 7129.65000,  1.21650594
 7129.95000,  1.20008285
 7130.25000,  1.19645134
 7130.55000,  1.16644732
 7130.85000,  1.14442560
 7131.15000,  1.13856339
 7131.45000,  1.10296865
 7131.75000,  1.08339353
 7132.05000,  1.06712620
 7133.05000,  1.02874385
 7134.05000,  1.01163515
 7135.05000,  1.00021195
 7136.05000,  0.98089446
 7137.05000,  0.97420280
 7138.05000,  0.97984696
 7139.05000,  0.98553642
 7140.05000,  0.98341560
