#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_super_dark_Fe_15.001: FeXANES_GT15_super_dark_Fe_15.001
#------------------------------------------
# energy, FeXANES_GT15_super_dark_Fe_15.001
 7032.05000, -6.38272e-5
 7037.05000,  6.89787e-4
 7042.05000,  4.55994e-4
 7047.05000,  1.95437e-4
 7052.05000, -4.12098e-5
 7057.05000, -1.89607e-4
 7062.05000, -4.18866e-4
 7067.05000, -3.54995e-4
 7072.05000, -2.02475e-4
 7077.05000, -1.50928e-4
 7082.05000,  1.82261e-4
 7087.05000,  5.24389e-4
 7092.05000,  6.50497e-4
 7097.05000,  6.60800e-4
 7102.05000,  0.00465078
 7102.35000,  0.00491552
 7102.65000,  0.00514795
 7102.95000,  0.00520878
 7103.25000,  0.00542229
 7103.55000,  0.00570504
 7103.85000,  0.00570367
 7104.15000,  0.00596618
 7104.45000,  0.00616246
 7104.75000,  0.00638017
 7105.05000,  0.00678855
 7105.35000,  0.00701915
 7105.65000,  0.00696224
 7105.95000,  0.00774173
 7106.25000,  0.00808260
 7106.55000,  0.00871914
 7106.85000,  0.00928079
 7107.15000,  0.00934264
 7107.45000,  0.01002154
 7107.75000,  0.01062881
 7108.05000,  0.01132217
 7108.35000,  0.01164135
 7108.65000,  0.01173524
 7108.95000,  0.01390787
 7109.25000,  0.01510634
 7109.55000,  0.01676416
 7109.85000,  0.01955736
 7110.15000,  0.02292985
 7110.45000,  0.02677077
 7110.75000,  0.03156215
 7111.05000,  0.03615332
 7111.35000,  0.04379000
 7111.65000,  0.05095088
 7111.95000,  0.06017821
 7112.25000,  0.06648464
 7112.55000,  0.08319220
 7112.85000,  0.09721646
 7113.15000,  0.10672937
 7113.45000,  0.10326521
 7113.75000,  0.09721208
 7114.05000,  0.08165355
 7114.35000,  0.06841281
 7114.65000,  0.05820893
 7114.95000,  0.05500651
 7115.25000,  0.05435444
 7115.55000,  0.05497906
 7115.85000,  0.05964913
 7116.15000,  0.06484610
 7116.45000,  0.07250056
 7116.75000,  0.08498225
 7117.05000,  0.09534936
 7117.35000,  0.11367533
 7117.65000,  0.13146748
 7117.95000,  0.14582727
 7118.25000,  0.17122342
 7118.55000,  0.19392119
 7118.85000,  0.22049347
 7119.15000,  0.23303226
 7119.45000,  0.27086646
 7119.75000,  0.29078461
 7120.05000,  0.32670337
 7120.35000,  0.35650096
 7120.65000,  0.38481710
 7120.95000,  0.40863621
 7121.25000,  0.45008311
 7121.55000,  0.46910930
 7121.85000,  0.50724369
 7122.15000,  0.52709362
 7122.45000,  0.59647976
 7122.75000,  0.64225689
 7123.05000,  0.66263578
 7123.35000,  0.71204906
 7123.65000,  0.73846181
 7123.95000,  0.77838601
 7124.25000,  0.81217932
 7124.55000,  0.84294582
 7124.85000,  0.87503092
 7125.15000,  0.89401452
 7125.45000,  0.92099303
 7125.75000,  0.96061942
 7126.05000,  0.98970192
 7126.35000,  1.01753006
 7126.65000,  1.04066081
 7126.95000,  1.07335125
 7127.25000,  1.09397657
 7127.55000,  1.10774777
 7127.85000,  1.15319576
 7128.15000,  1.17358364
 7128.45000,  1.18524647
 7128.75000,  1.20487348
 7129.05000,  1.21641476
 7129.35000,  1.22884463
 7129.65000,  1.23233653
 7129.95000,  1.24435000
 7130.25000,  1.24866184
 7130.55000,  1.25243038
 7130.85000,  1.25395717
 7131.15000,  1.25741479
 7131.45000,  1.25921456
 7131.75000,  1.25473554
 7132.05000,  1.25367203
 7133.05000,  1.24348470
 7134.05000,  1.22113233
 7135.05000,  1.20125028
 7136.05000,  1.17885238
 7137.05000,  1.16890297
 7138.05000,  1.15829095
 7139.05000,  1.13887646
 7140.05000,  1.12726223
 7141.05000,  1.11847405
 7142.05000,  1.11027924
 7143.05000,  1.09560666
 7144.05000,  1.08682962
 7145.05000,  1.07640536
 7146.05000,  1.06361107
 7147.05000,  1.04486599
 7148.05000,  1.02816397
 7149.05000,  1.00914071
 7150.05000,  0.98064851
 7151.05000,  0.96059704
 7152.05000,  0.94578836
 7153.05000,  0.93677527
 7154.05000,  0.92094777
 7155.05000,  0.90302200
 7156.05000,  0.89464282
 7157.05000,  0.89378320
 7158.05000,  0.87668256
 7159.05000,  0.87564381
 7160.05000,  0.87209912
 7161.05000,  0.86931227
 7162.05000,  0.87202144
 7163.05000,  0.87852153
 7164.05000,  0.88291127
 7165.05000,  0.88883984
 7166.05000,  0.89483191
 7167.05000,  0.90098859
 7168.05000,  0.91150367
 7169.05000,  0.91911030
 7170.05000,  0.93066677
 7171.05000,  0.93917031
 7172.05000,  0.94897857
 7173.05000,  0.95651685
 7174.05000,  0.97232520
 7175.05000,  0.98063263
 7176.05000,  0.98649192
 7177.05000,  0.99109067
 7178.05000,  0.99688920
 7179.05000,  0.99940707
 7180.05000,  1.00278977
 7181.05000,  1.00898917
 7182.05000,  1.01056473
 7183.05000,  1.01456840
 7184.05000,  1.01756131
 7185.05000,  1.01922720
 7186.05000,  1.01866583
 7187.05000,  1.01647099
 7188.05000,  1.01816164
 7189.05000,  1.01874486
 7190.05000,  1.01831463
 7191.05000,  1.01966400
 7192.05000,  1.02060111
 7193.05000,  1.01668050
 7194.05000,  1.01981555
 7195.05000,  1.02029892
 7196.05000,  1.01784759
 7197.05000,  1.01654357
 7198.05000,  1.01612895
 7199.05000,  1.01733787
 7200.05000,  1.01509539
 7201.05000,  1.01610903
 7202.05000,  1.01418689
 7203.05000,  1.01188169
 7204.05000,  1.01336347
 7205.05000,  1.01047239
 7206.05000,  1.01094202
 7207.05000,  1.01012165
 7208.05000,  1.00800954
