#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_super_dark_Fe_12.001: FeXANES_GT15_super_dark_Fe_12.001
#------------------------------------------
# energy, FeXANES_GT15_super_dark_Fe_12.001
 7032.05000, -1.82967e-5
 7037.05000,  6.54863e-4
 7042.05000,  4.12380e-4
 7047.05000,  3.50965e-4
 7052.05000, -5.14523e-5
 7057.05000, -2.96467e-4
 7062.05000, -4.25843e-4
 7067.05000, -1.97303e-4
 7072.05000, -4.32837e-4
 7077.05000, -3.08129e-5
 7082.05000, -1.01610e-4
 7087.05000,  7.72980e-4
 7092.05000,  8.76689e-4
 7097.05000,  0.00226700
 7102.05000,  0.00456444
 7102.35000,  0.00500814
 7102.65000,  0.00512556
 7102.95000,  0.00537385
 7103.25000,  0.00525073
 7103.55000,  0.00578997
 7103.85000,  0.00614091
 7104.15000,  0.00651003
 7104.45000,  0.00668122
 7104.75000,  0.00688091
 7105.05000,  0.00752838
 7105.35000,  0.00740702
 7105.65000,  0.00748708
 7105.95000,  0.00858003
 7106.25000,  0.00882149
 7106.55000,  0.00907910
 7106.85000,  0.00995612
 7107.15000,  0.01038417
 7107.45000,  0.01120859
 7107.75000,  0.01181951
 7108.05000,  0.01230604
 7108.35000,  0.01284272
 7108.65000,  0.01396536
 7108.95000,  0.01480810
 7109.25000,  0.01643248
 7109.55000,  0.01944551
 7109.85000,  0.02166166
 7110.15000,  0.02614292
 7110.45000,  0.02972464
 7110.75000,  0.03582796
 7111.05000,  0.04404466
 7111.35000,  0.05171274
 7111.65000,  0.05706684
 7111.95000,  0.06873094
 7112.25000,  0.08344926
 7112.55000,  0.09231263
 7112.85000,  0.11743962
 7113.15000,  0.12559577
 7113.45000,  0.12075965
 7113.75000,  0.11182342
 7114.05000,  0.08684433
 7114.35000,  0.07225999
 7114.65000,  0.06362949
 7114.95000,  0.06079966
 7115.25000,  0.06086366
 7115.55000,  0.06334481
 7115.85000,  0.06755179
 7116.15000,  0.07694204
 7116.45000,  0.08383720
 7116.75000,  0.09334140
 7117.05000,  0.11560675
 7117.35000,  0.12950599
 7117.65000,  0.15618095
 7117.95000,  0.17314028
 7118.25000,  0.20486851
 7118.55000,  0.22177188
 7118.85000,  0.24036537
 7119.15000,  0.27876520
 7119.45000,  0.29873971
 7119.75000,  0.33393870
 7120.05000,  0.35798102
 7120.35000,  0.36482661
 7120.65000,  0.41038771
 7120.95000,  0.43936861
 7121.25000,  0.48197464
 7121.55000,  0.50736977
 7121.85000,  0.55383904
 7122.15000,  0.59254427
 7122.45000,  0.62726302
 7122.75000,  0.64526887
 7123.05000,  0.69613715
 7123.35000,  0.72467300
 7123.65000,  0.75488585
 7123.95000,  0.78398675
 7124.25000,  0.80577889
 7124.55000,  0.84062220
 7124.85000,  0.85946544
 7125.15000,  0.89290141
 7125.45000,  0.91316404
 7125.75000,  0.93864549
 7126.05000,  0.96708114
 7126.35000,  0.99173044
 7126.65000,  1.00782295
 7126.95000,  1.03078226
 7127.25000,  1.05993394
 7127.55000,  1.07251125
 7127.85000,  1.08718051
 7128.15000,  1.10677210
 7128.45000,  1.11453472
 7128.75000,  1.13402208
 7129.05000,  1.14607760
 7129.35000,  1.15337600
 7129.65000,  1.16063672
 7129.95000,  1.16675351
 7130.25000,  1.17337704
 7130.55000,  1.17501962
 7130.85000,  1.17499886
 7131.15000,  1.17632740
 7131.45000,  1.18151042
 7131.75000,  1.18160260
 7132.05000,  1.18075154
 7133.05000,  1.18025903
 7134.05000,  1.17929128
 7135.05000,  1.18811318
 7136.05000,  1.18149383
 7137.05000,  1.17116835
 7138.05000,  1.16345934
 7139.05000,  1.15503680
 7140.05000,  1.13801015
 7141.05000,  1.12654246
 7142.05000,  1.11815739
 7143.05000,  1.11431880
 7144.05000,  1.10268248
 7145.05000,  1.09672435
 7146.05000,  1.08060348
 7147.05000,  1.06396387
 7148.05000,  1.04843694
 7149.05000,  1.03859827
 7150.05000,  1.01542545
 7151.05000,  0.99628552
 7152.05000,  0.98369218
 7153.05000,  0.95761072
 7154.05000,  0.94216210
 7155.05000,  0.92635538
 7156.05000,  0.91616572
 7157.05000,  0.90927658
 7158.05000,  0.89268167
 7159.05000,  0.88898912
 7160.05000,  0.88632487
 7161.05000,  0.88154520
 7162.05000,  0.88126674
 7163.05000,  0.88127272
 7164.05000,  0.88310161
 7165.05000,  0.88761262
 7166.05000,  0.88877431
 7167.05000,  0.89949502
 7168.05000,  0.90399420
 7169.05000,  0.91020754
 7170.05000,  0.91167525
 7171.05000,  0.92338653
 7172.05000,  0.93454356
