#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flaky_gray_mix_Fe_7.001: FeXANES_GT15_flaky_gray_mix_Fe_7.001
#------------------------------------------
# energy, FeXANES_GT15_flaky_gray_mix_Fe_7.001
 7032.05000,  4.36323e-4
 7037.05000,  7.42076e-4
 7042.05000,  4.03732e-4
 7047.05000,  2.32750e-4
 7052.05000,  8.96162e-5
 7057.05000, -2.81161e-4
 7062.05000, -4.23688e-4
 7067.05000, -3.23971e-4
 7072.05000, -2.83213e-4
 7077.05000, -7.69357e-5
 7082.05000, -1.80966e-5
 7087.05000,  6.80968e-4
 7092.05000,  0.00179540
 7097.05000,  0.00263245
 7102.05000,  0.00558198
 7102.35000,  0.00594024
 7102.65000,  0.00609986
 7102.95000,  0.00629743
 7103.25000,  0.00644322
 7103.55000,  0.00687482
 7103.85000,  0.00700550
 7104.15000,  0.00725361
 7104.45000,  0.00753564
 7104.75000,  0.00785286
 7105.05000,  0.00819785
 7105.35000,  0.00858249
 7105.65000,  0.00870234
 7105.95000,  0.00945168
 7106.25000,  0.00986220
 7106.55000,  0.01038267
 7106.85000,  0.01059630
 7107.15000,  0.01094508
 7107.45000,  0.01173807
 7107.75000,  0.01230400
 7108.05000,  0.01326330
 7108.35000,  0.01317489
 7108.65000,  0.01450514
 7108.95000,  0.01545478
 7109.25000,  0.01693950
 7109.55000,  0.01874785
 7109.85000,  0.02082828
 7110.15000,  0.02264021
 7110.45000,  0.02539182
 7110.75000,  0.03083096
 7111.05000,  0.03308170
 7111.35000,  0.04115907
 7111.65000,  0.04957052
 7111.95000,  0.05897941
 7112.25000,  0.06970187
 7112.55000,  0.07911965
 7112.85000,  0.08498371
 7113.15000,  0.08805652
 7113.45000,  0.08598827
 7113.75000,  0.08232606
 7114.05000,  0.07563216
 7114.35000,  0.07123112
 7114.65000,  0.06805525
 7114.95000,  0.06716306
 7115.25000,  0.06740825
 7115.55000,  0.06976250
 7115.85000,  0.07131908
 7116.15000,  0.07606702
 7116.45000,  0.08305918
 7116.75000,  0.08727148
 7117.05000,  0.09372244
 7117.35000,  0.10517913
 7117.65000,  0.11724211
 7117.95000,  0.13406684
 7118.25000,  0.14635991
 7118.55000,  0.17180896
 7118.85000,  0.19588334
 7119.15000,  0.21672145
 7119.45000,  0.25405957
 7119.75000,  0.27821553
 7120.05000,  0.31155688
 7120.35000,  0.34183138
 7120.65000,  0.38504807
 7120.95000,  0.40876799
 7121.25000,  0.44427047
 7121.55000,  0.46997427
 7121.85000,  0.52444388
 7122.15000,  0.55168652
 7122.45000,  0.60256371
 7122.75000,  0.63178793
 7123.05000,  0.68110834
 7123.35000,  0.71970692
 7123.65000,  0.76062099
 7123.95000,  0.79082525
 7124.25000,  0.82470309
 7124.55000,  0.84785200
 7124.85000,  0.88088790
 7125.15000,  0.92633424
 7125.45000,  0.96044575
 7125.75000,  0.99473835
 7126.05000,  1.02947277
 7126.35000,  1.05876574
 7126.65000,  1.09971453
 7126.95000,  1.12730101
 7127.25000,  1.16612856
 7127.55000,  1.19424600
 7127.85000,  1.22174332
 7128.15000,  1.23363000
 7128.45000,  1.26091136
 7128.75000,  1.27412175
 7129.05000,  1.28754689
 7129.35000,  1.30290789
 7129.65000,  1.30179907
 7129.95000,  1.32469957
 7130.25000,  1.32313304
 7130.55000,  1.33247663
 7130.85000,  1.33716033
 7131.15000,  1.34085696
 7131.45000,  1.34236307
 7131.75000,  1.34149807
 7132.05000,  1.33242434
 7133.05000,  1.30828655
 7134.05000,  1.25103050
 7135.05000,  1.21279729
 7136.05000,  1.17393971
 7137.05000,  1.15680480
 7138.05000,  1.14489134
 7139.05000,  1.12932444
 7140.05000,  1.11200195
 7141.05000,  1.09988073
 7142.05000,  1.08980193
 7143.05000,  1.07460378
 7144.05000,  1.07042352
 7145.05000,  1.07310122
 7146.05000,  1.06478226
 7147.05000,  1.04768248
 7148.05000,  1.02453946
 7149.05000,  1.00052785
 7150.05000,  0.97698664
 7151.05000,  0.95349390
 7152.05000,  0.93935852
 7153.05000,  0.92635519
 7154.05000,  0.91328417
 7155.05000,  0.90589926
 7156.05000,  0.89579464
 7157.05000,  0.89347581
 7158.05000,  0.88949949
 7159.05000,  0.88885906
 7160.05000,  0.89162490
 7161.05000,  0.89599561
 7162.05000,  0.90043915
 7163.05000,  0.90505930
 7164.05000,  0.91777554
 7165.05000,  0.92530131
 7166.05000,  0.93285872
 7167.05000,  0.94584025
 7168.05000,  0.95709154
 7169.05000,  0.96218117
 7170.05000,  0.97787856
 7171.05000,  0.98706193
 7172.05000,  1.00488209
 7173.05000,  1.01847712
 7174.05000,  1.03161251
 7175.05000,  1.04327831
 7176.05000,  1.04836636
 7177.05000,  1.05261605
 7178.05000,  1.05844220
 7179.05000,  1.05665969
 7180.05000,  1.06414577
 7181.05000,  1.06720127
 7182.05000,  1.06845631
 7183.05000,  1.06659948
 7184.05000,  1.06942871
 7185.05000,  1.06707859
 7186.05000,  1.06660374
 7187.05000,  1.06171501
 7188.05000,  1.05814298
 7189.05000,  1.05425856
 7190.05000,  1.04862315
 7191.05000,  1.04547475
 7192.05000,  1.04273223
 7193.05000,  1.03802663
 7194.05000,  1.03006712
 7195.05000,  1.02782898
 7196.05000,  1.02016780
 7197.05000,  1.01824965
 7198.05000,  1.01548340
 7199.05000,  1.01307811
 7200.05000,  1.01126687
 7201.05000,  1.00762299
 7202.05000,  1.01003652
 7203.05000,  1.00654466
 7204.05000,  1.00559850
 7205.05000,  1.00823506
 7206.05000,  1.00007811
 7207.05000,  1.00124300
 7208.05000,  1.00313500
 7209.05000,  0.99639854
 7210.05000,  0.99748315
 7211.05000,  0.99827727
 7212.05000,  0.99238915
 7213.05000,  0.99142118
 7214.05000,  0.98961363
 7215.05000,  0.99329332
 7216.05000,  0.99227613
 7217.05000,  0.99510286
 7218.05000,  0.99254165
 7219.05000,  0.99646407
 7220.05000,  0.99567588
 7221.05000,  0.99572831
 7222.05000,  0.99776577
 7223.05000,  0.99972510
 7224.05000,  0.99710479
 7225.05000,  1.00037593
 7226.05000,  1.00184509
 7227.05000,  1.00380206
 7228.05000,  1.00188151
 7229.05000,  0.99839039
 7230.05000,  0.99289421
 7231.05000,  0.99071710
 7232.05000,  0.98881894
 7233.05000,  0.98776931
 7234.05000,  0.98314103
 7235.05000,  0.98443546
 7236.05000,  0.98236797
 7237.05000,  0.98481934
 7238.05000,  0.98471060
 7239.05000,  0.98499520
 7240.05000,  0.98592043
 7241.05000,  0.98322059
 7242.05000,  0.98498705
 7243.05000,  0.98398648
 7244.05000,  0.98173900
 7245.05000,  0.97817528
 7246.05000,  0.97988720
 7247.05000,  0.98540280
 7248.05000,  0.97652441
 7249.05000,  0.97604659
 7250.05000,  0.97431253
 7251.05000,  0.97964653
 7252.05000,  0.98227127
 7253.05000,  0.98215545
 7254.05000,  0.99153039
 7255.05000,  0.99514572
 7256.05000,  0.99247035
 7257.05000,  0.99423865
 7258.05000,  0.99830815
