#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flaky_gray_mix_Fe_7.001: FeXANES_GT15_flaky_gray_mix_Fe_7.001
#------------------------------------------
# energy, FeXANES_GT15_flaky_gray_mix_Fe_7.001
 7259.05000,  1.00359940
 7260.05000,  1.00065510
 7261.05000,  1.00651335
 7262.05000,  1.01507974
 7263.05000,  1.02416759
 7264.05000,  1.02936952
 7265.05000,  1.02110317
 7266.05000,  1.01927031
 7267.05000,  1.02049464
 7268.05000,  1.01557038
 7269.05000,  1.01458658
 7270.05000,  1.01382888
 7271.05000,  1.01244869
 7272.05000,  1.02051380
 7273.05000,  1.01172229
 7274.05000,  1.01230189
 7275.05000,  1.01291717
 7276.05000,  1.01589206
 7277.05000,  1.01417115
 7278.05000,  1.01307921
 7279.05000,  1.02331952
 7280.05000,  1.01715612
 7281.05000,  1.01210829
 7282.05000,  1.01261444
 7283.05000,  1.01077252
 7284.05000,  1.00945189
 7285.05000,  1.00995341
 7286.05000,  1.01049492
 7287.05000,  1.01003474
 7288.05000,  1.00872587
 7289.05000,  1.00502089
 7290.05000,  1.00126224
 7291.05000,  1.00232061
 7292.05000,  1.00227679
 7293.05000,  1.00241218
 7294.05000,  1.00083071
 7295.05000,  1.00151099
 7296.05000,  0.99678477
 7297.05000,  0.99497756
 7298.05000,  0.99556393
 7299.05000,  0.99517621
 7300.05000,  0.99307114
 7301.05000,  0.99353930
 7302.05000,  0.99523515
 7303.05000,  0.99244505
 7304.05000,  0.99402373
 7305.05000,  0.99162166
 7306.05000,  0.99206261
 7307.05000,  0.99169850
 7308.05000,  0.98889021
 7309.05000,  0.98974027
 7310.05000,  0.99050643
 7311.05000,  0.99028283
 7312.05000,  0.99354130
