#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flakysmooth2_Fe_18.001: FeXANES_GT5_flakysmooth2_Fe_18.001
#------------------------------------------
# energy, FeXANES_GT5_flakysmooth2_Fe_18.001
 7032.05000, -4.74965e-4
 7037.05000,  3.30951e-4
 7042.05000,  3.20313e-5
 7047.05000, -6.10107e-5
 7052.05000, -1.86613e-4
 7057.05000, -6.63376e-5
 7062.05000, -1.01222e-4
 7067.05000, -1.63021e-4
 7072.05000, -2.56494e-4
 7077.05000,  5.05708e-5
 7082.05000,  4.21145e-4
 7087.05000,  9.34722e-4
 7092.05000,  0.00205407
 7097.05000,  0.00317859
 7102.05000,  0.00572905
 7102.35000,  0.00730552
 7102.65000,  0.00716903
 7102.95000,  0.00777023
 7103.25000,  0.00782281
 7103.55000,  0.00801227
 7103.85000,  0.00849307
 7104.15000,  0.00857296
 7104.45000,  0.00922280
 7104.75000,  0.00953555
 7105.05000,  0.00941204
 7105.35000,  0.01054114
 7105.65000,  0.01077468
 7105.95000,  0.01078231
 7106.25000,  0.01139087
 7106.55000,  0.01243430
 7106.85000,  0.01328965
 7107.15000,  0.01410560
 7107.45000,  0.01505805
 7107.75000,  0.01546282
 7108.05000,  0.01652983
 7108.35000,  0.01753057
 7108.65000,  0.01880295
 7108.95000,  0.02065741
 7109.25000,  0.02346886
 7109.55000,  0.02704509
 7109.85000,  0.03176793
 7110.15000,  0.03679635
 7110.45000,  0.04366084
 7110.75000,  0.05961296
 7111.05000,  0.07163977
 7111.35000,  0.07485557
 7111.65000,  0.08113814
 7111.95000,  0.08212551
 7112.25000,  0.08574351
 7112.55000,  0.08943573
 7112.85000,  0.09687972
 7113.15000,  0.09775425
 7113.45000,  0.09441887
 7113.75000,  0.08635530
 7114.05000,  0.08197327
 7114.35000,  0.07430163
 7114.65000,  0.07142427
 7114.95000,  0.07364569
 7115.25000,  0.08128980
 7115.55000,  0.09541911
 7115.85000,  0.11165637
 7116.15000,  0.12798167
 7116.45000,  0.14062743
 7116.75000,  0.18443205
 7117.05000,  0.22981630
 7117.35000,  0.27323410
 7117.65000,  0.28432035
 7117.95000,  0.35119471
 7118.25000,  0.38509202
 7118.55000,  0.42529146
 7118.85000,  0.48202397
 7119.15000,  0.51599974
 7119.45000,  0.54737968
 7119.75000,  0.56220189
 7120.05000,  0.60204483
 7120.35000,  0.62626953
 7120.65000,  0.64511349
 7120.95000,  0.66997142
 7121.25000,  0.70439678
 7121.55000,  0.73501234
 7121.85000,  0.76052540
 7122.15000,  0.78542527
 7122.45000,  0.81984070
 7122.75000,  0.84774728
 7123.05000,  0.90000952
 7123.35000,  0.93411440
 7123.65000,  0.94351437
 7123.95000,  0.97839912
 7124.25000,  1.00816307
 7124.55000,  1.02470853
 7124.85000,  1.04440908
 7125.15000,  1.05570052
 7125.45000,  1.07483268
 7125.75000,  1.08544302
 7126.05000,  1.09503678
 7126.35000,  1.10865604
 7126.65000,  1.11624055
 7126.95000,  1.11998613
 7127.25000,  1.13263454
