#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_FeTiXRD_striated2_6.001: FeXANES_GT15_FeTiXRD_striated2_6.001
#------------------------------------------
# energy, FeXANES_GT15_FeTiXRD_striated2_6.001
 7145.05000,  0.95133328
 7146.05000,  0.94247988
 7147.05000,  0.93605402
 7148.05000,  0.91843986
 7149.05000,  0.91317583
 7150.05000,  0.91635306
 7151.05000,  0.92143493
 7152.05000,  0.93091528
 7153.05000,  0.94127557
 7154.05000,  0.94973378
 7155.05000,  0.95695940
 7156.05000,  0.95926788
 7157.05000,  0.96797742
 7158.05000,  0.97466885
 7159.05000,  0.97992266
 7160.05000,  0.98390288
 7161.05000,  0.99315315
 7162.05000,  1.00001492
 7163.05000,  1.00760671
 7164.05000,  1.01352572
 7165.05000,  1.02155281
 7166.05000,  1.03142308
 7167.05000,  1.03657466
 7168.05000,  1.04844282
 7169.05000,  1.04896208
 7170.05000,  1.05259777
 7171.05000,  1.05251804
 7172.05000,  1.04882519
 7173.05000,  1.04662426
 7174.05000,  1.04594679
 7175.05000,  1.04396112
 7176.05000,  1.04437372
 7177.05000,  1.04348896
 7178.05000,  1.04173529
 7179.05000,  1.04030662
 7180.05000,  1.03929307
 7181.05000,  1.03551261
 7182.05000,  1.03340269
 7183.05000,  1.03043932
 7184.05000,  1.02547153
 7185.05000,  1.02380206
 7186.05000,  1.02012689
 7187.05000,  1.01463766
 7188.05000,  1.01150303
 7189.05000,  1.01091132
 7190.05000,  1.00798179
 7191.05000,  1.00318083
 7192.05000,  1.00358829
 7193.05000,  0.99813994
 7194.05000,  0.99632547
 7195.05000,  0.99226903
 7196.05000,  0.99253984
 7197.05000,  0.98754900
 7198.05000,  0.98488078
 7199.05000,  0.98442486
 7200.05000,  0.98472683
 7201.05000,  0.98523583
 7202.05000,  0.98440246
 7203.05000,  0.98383376
 7204.05000,  0.98500830
 7205.05000,  0.98361783
 7206.05000,  0.98682603
 7207.05000,  0.98576520
 7208.05000,  0.98695274
 7209.05000,  0.98976274
 7210.05000,  0.99138966
 7211.05000,  0.99471893
 7212.05000,  0.99371379
 7213.05000,  0.99705600
 7214.05000,  0.99937681
 7215.05000,  1.00260959
 7216.05000,  1.00452804
 7217.05000,  1.00705078
 7218.05000,  1.00568145
 7219.05000,  1.00509801
 7220.05000,  1.00704056
 7221.05000,  1.00726864
 7222.05000,  1.00710469
 7223.05000,  1.00701879
 7224.05000,  1.00632425
 7225.05000,  1.00849672
 7226.05000,  1.00535063
 7227.05000,  1.00698874
 7228.05000,  1.00514568
 7229.05000,  1.00478571
 7230.05000,  1.00390897
 7231.05000,  1.00102302
 7232.05000,  1.00037958
 7233.05000,  0.99821673
 7234.05000,  0.99748439
 7235.05000,  1.00046822
 7236.05000,  0.99791159
 7237.05000,  0.99599572
 7238.05000,  0.99655847
 7239.05000,  0.99815133
 7240.05000,  0.99918452
 7241.05000,  1.00005340
 7242.05000,  1.00272095
 7243.05000,  1.00431486
 7244.05000,  1.00504873
 7245.05000,  1.00818077
 7246.05000,  1.00747052
 7247.05000,  1.01698111
 7248.05000,  1.01342672
 7249.05000,  1.01139390
 7250.05000,  1.01362775
 7251.05000,  1.01332116
 7252.05000,  1.01380435
 7253.05000,  1.01339252
 7254.05000,  1.01500950
 7255.05000,  1.01959386
 7256.05000,  1.01325070
 7257.05000,  1.00932079
 7258.05000,  1.01212203
 7259.05000,  1.02035959
 7260.05000,  1.01212490
 7261.05000,  1.01002901
 7262.05000,  1.01280597
 7263.05000,  1.09469336
 7264.05000,  1.05202029
 7265.05000,  0.98966193
 7266.05000,  1.00691683
 7267.05000,  1.00517794
 7268.05000,  1.01296580
 7269.05000,  0.99973100
 7270.05000,  1.00194029
 7271.05000,  1.00429631
 7272.05000,  1.00678022
 7273.05000,  1.00340026
 7274.05000,  0.99615442
 7275.05000,  0.99757660
 7276.05000,  0.99459550
 7277.05000,  0.99520358
 7278.05000,  0.99575917
 7279.05000,  0.99422719
 7280.05000,  0.99733329
 7281.05000,  0.99648319
 7282.05000,  0.99345489
 7283.05000,  0.98898883
 7284.05000,  0.99136668
 7285.05000,  0.99136625
 7286.05000,  0.99097855
 7287.05000,  0.99034534
 7288.05000,  0.98935245
 7289.05000,  0.98989287
 7290.05000,  0.98895046
 7291.05000,  0.99030944
 7292.05000,  0.98801585
 7293.05000,  0.99064487
 7294.05000,  0.98727261
 7295.05000,  0.98441231
 7296.05000,  0.98753725
 7297.05000,  0.98206115
 7298.05000,  0.98447758
 7299.05000,  0.98582484
 7300.05000,  0.98439353
 7301.05000,  0.98670237
 7302.05000,  0.98655636
 7303.05000,  0.98706598
 7304.05000,  0.98481972
 7305.05000,  0.98322968
 7306.05000,  0.98692018
 7307.05000,  0.98523958
 7308.05000,  0.98516731
 7309.05000,  0.98527901
 7310.05000,  0.98569970
 7311.05000,  0.98930311
 7312.05000,  0.98826400
