#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_FeTiXRD_striated2_6.001: FeXANES_GT15_FeTiXRD_striated2_6.001
#------------------------------------------
# energy, FeXANES_GT15_FeTiXRD_striated2_6.001
 7032.05000,  9.04064e-4
 7037.05000,  4.87021e-4
 7042.05000,  2.11939e-4
 7047.05000, -1.84170e-5
 7052.05000, -2.23031e-4
 7057.05000, -3.02893e-4
 7062.05000, -5.16612e-4
 7067.05000, -2.87426e-4
 7072.05000, -2.01212e-4
 7077.05000,  2.34017e-4
 7082.05000,  6.16614e-4
 7087.05000,  0.00268405
 7092.05000,  0.00453027
 7097.05000,  0.00689247
 7102.05000,  0.01352701
 7102.35000,  0.01390058
 7102.65000,  0.01418537
 7102.95000,  0.01501019
 7103.25000,  0.01544771
 7103.55000,  0.01595665
 7103.85000,  0.01657045
 7104.15000,  0.01708746
 7104.45000,  0.01723360
 7104.75000,  0.01846180
 7105.05000,  0.01921810
 7105.35000,  0.02027976
 7105.65000,  0.02099041
 7105.95000,  0.02120685
 7106.25000,  0.02257008
 7106.55000,  0.02310880
 7106.85000,  0.02470132
 7107.15000,  0.02572001
 7107.45000,  0.02688919
 7107.75000,  0.02783798
 7108.05000,  0.02951008
 7108.35000,  0.03162841
 7108.65000,  0.03318929
 7108.95000,  0.03574652
 7109.25000,  0.03749278
 7109.55000,  0.04273694
 7109.85000,  0.04798599
 7110.15000,  0.05858015
 7110.45000,  0.06832368
 7110.75000,  0.07586230
 7111.05000,  0.08314900
 7111.35000,  0.08678651
 7111.65000,  0.08618732
 7111.95000,  0.08470853
 7112.25000,  0.08423205
 7112.55000,  0.08559253
 7112.85000,  0.08847679
 7113.15000,  0.08841172
 7113.45000,  0.08825839
 7113.75000,  0.08776780
 7114.05000,  0.08925623
 7114.35000,  0.09281728
 7114.65000,  0.09956735
 7114.95000,  0.10719434
 7115.25000,  0.11728363
 7115.55000,  0.13059995
 7115.85000,  0.14677236
 7116.15000,  0.16820219
 7116.45000,  0.18883512
 7116.75000,  0.20558636
 7117.05000,  0.27143763
 7117.35000,  0.32183995
 7117.65000,  0.38182759
 7117.95000,  0.44749192
 7118.25000,  0.50407327
 7118.55000,  0.59115145
 7118.85000,  0.61330341
 7119.15000,  0.71355803
 7119.45000,  0.75055416
 7119.75000,  0.79778166
 7120.05000,  0.81518247
 7120.35000,  0.86244179
 7120.65000,  0.88948316
 7120.95000,  0.91441871
 7121.25000,  0.94751830
 7121.55000,  0.96806043
 7121.85000,  0.99798478
 7122.15000,  1.02957670
 7122.45000,  1.04690559
 7122.75000,  1.08998589
 7123.05000,  1.11715319
 7123.35000,  1.14033648
 7123.65000,  1.15893852
 7123.95000,  1.17659241
 7124.25000,  1.18958527
 7124.55000,  1.20077781
 7124.85000,  1.20295403
 7125.15000,  1.20842360
 7125.45000,  1.21545883
 7125.75000,  1.21851635
 7126.05000,  1.21814655
 7126.35000,  1.22068508
 7126.65000,  1.21877962
 7126.95000,  1.21948226
 7127.25000,  1.22065029
 7127.55000,  1.22254705
 7127.85000,  1.22307829
 7128.15000,  1.21524450
 7128.45000,  1.21376483
 7128.75000,  1.21297476
 7129.05000,  1.20394290
 7129.35000,  1.19583043
 7129.65000,  1.18917722
 7129.95000,  1.17626052
 7130.25000,  1.16151124
 7130.55000,  1.14885579
 7130.85000,  1.13491651
 7131.15000,  1.11036582
 7131.45000,  1.09551705
 7131.75000,  1.08258773
 7132.05000,  1.07078676
 7133.05000,  1.03457456
 7134.05000,  1.02682268
 7135.05000,  1.01168328
 7136.05000,  1.00047032
 7137.05000,  0.98282453
 7138.05000,  0.98273779
 7139.05000,  0.98294949
 7140.05000,  0.98397122
 7141.05000,  0.98160370
 7142.05000,  0.97584630
 7143.05000,  0.97220565
 7144.05000,  0.96283024
