#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flaky_gray_mix_Fe_2.001: FeXANES_GT15_flaky_gray_mix_Fe_2.001
#------------------------------------------
# energy, FeXANES_GT15_flaky_gray_mix_Fe_2.001
 7032.05000,  0.00110417
 7037.05000,  9.54459e-4
 7042.05000,  5.61387e-4
 7047.05000,  1.94533e-4
 7052.05000, -1.64911e-4
 7057.05000, -1.13363e-4
 7062.05000, -5.24078e-4
 7067.05000, -3.26298e-4
 7072.05000, -3.01395e-4
 7077.05000, -1.54895e-4
 7082.05000,  3.65361e-4
 7087.05000,  4.63658e-4
 7092.05000,  0.00166539
 7097.05000,  0.00341387
 7102.05000,  0.00526500
 7102.35000,  0.00752757
 7102.65000,  0.00754246
 7102.95000,  0.00769159
 7103.25000,  0.00825679
 7103.55000,  0.00859751
 7103.85000,  0.00868387
 7104.15000,  0.00925817
 7104.45000,  0.00945259
 7104.75000,  0.00972870
 7105.05000,  0.01038769
 7105.35000,  0.01083854
 7105.65000,  0.01151377
 7105.95000,  0.01202851
 7106.25000,  0.01271326
 7106.55000,  0.01304067
 7106.85000,  0.01350247
 7107.15000,  0.01424854
 7107.45000,  0.01488763
 7107.75000,  0.01554947
 7108.05000,  0.01660563
 7108.35000,  0.01756720
 7108.65000,  0.01865149
 7108.95000,  0.02025609
 7109.25000,  0.02246118
 7109.55000,  0.02525649
 7109.85000,  0.02796289
 7110.15000,  0.03395979
 7110.45000,  0.03826027
 7110.75000,  0.04346057
 7111.05000,  0.04440982
 7111.35000,  0.04480406
 7111.65000,  0.04539965
 7111.95000,  0.04792138
 7112.25000,  0.04997107
 7112.55000,  0.05131347
 7112.85000,  0.05305438
 7113.15000,  0.05339618
 7113.45000,  0.05475817
 7113.75000,  0.05589149
 7114.05000,  0.05685700
 7114.35000,  0.05866426
 7114.65000,  0.06041951
 7114.95000,  0.06300372
 7115.25000,  0.06607617
 7115.55000,  0.07252123
 7115.85000,  0.08056725
 7116.15000,  0.08974040
 7116.45000,  0.10210100
 7116.75000,  0.11857723
 7117.05000,  0.13890818
 7117.35000,  0.16272619
 7117.65000,  0.18976488
 7117.95000,  0.22170800
 7118.25000,  0.25022023
 7118.55000,  0.30089148
 7118.85000,  0.35260858
 7119.15000,  0.40774843
 7119.45000,  0.45218415
 7119.75000,  0.51999899
 7120.05000,  0.56619043
 7120.35000,  0.58666770
 7120.65000,  0.63995820
 7120.95000,  0.66560942
 7121.25000,  0.68498028
 7121.55000,  0.71841923
 7121.85000,  0.75209658
 7122.15000,  0.79127913
 7122.45000,  0.82598261
 7122.75000,  0.86486702
 7123.05000,  0.94722194
 7123.35000,  1.00623862
 7123.65000,  1.04628482
 7123.95000,  1.11148427
 7124.25000,  1.13752285
 7124.55000,  1.16996629
 7124.85000,  1.18319198
 7125.15000,  1.19596146
 7125.45000,  1.20202816
 7125.75000,  1.20271692
 7126.05000,  1.20943637
 7126.35000,  1.22010285
 7126.65000,  1.22978756
 7126.95000,  1.24874949
 7127.25000,  1.27974483
 7127.55000,  1.28359719
 7127.85000,  1.32358458
 7128.15000,  1.34750770
 7128.45000,  1.36519613
 7128.75000,  1.38341971
 7129.05000,  1.39645016
 7129.35000,  1.40007349
 7129.65000,  1.39507525
 7129.95000,  1.38506592
 7130.25000,  1.37681660
 7130.55000,  1.35835835
 7130.85000,  1.32897052
 7131.15000,  1.30357091
 7131.45000,  1.27833161
 7131.75000,  1.25381772
 7132.05000,  1.24371335
 7133.05000,  1.16683847
 7134.05000,  1.11037887
 7135.05000,  1.08154586
 7136.05000,  1.04005927
 7137.05000,  1.03481902
 7138.05000,  1.01412553
 7139.05000,  1.01724869
 7140.05000,  1.03237593
 7141.05000,  1.04124776
 7142.05000,  1.04478756
 7143.05000,  1.03558778
 7144.05000,  1.02593060
 7145.05000,  0.99667331
 7146.05000,  0.97065935
 7147.05000,  0.95143156
 7148.05000,  0.92046139
 7149.05000,  0.90133872
 7150.05000,  0.87972040
 7151.05000,  0.86992726
 7152.05000,  0.86545727
 7153.05000,  0.86616786
 7154.05000,  0.87225418
 7155.05000,  0.87967310
 7156.05000,  0.88683126
 7157.05000,  0.89604008
 7158.05000,  0.90045667
 7159.05000,  0.91131393
 7160.05000,  0.92414401
 7161.05000,  0.93094971
 7162.05000,  0.94022698
 7163.05000,  0.95904743
 7164.05000,  0.97479753
 7165.05000,  0.98170557
 7166.05000,  0.99286522
 7167.05000,  1.00334363
 7168.05000,  1.00915891
 7169.05000,  1.01471514
 7170.05000,  1.02172132
 7171.05000,  1.03230151
 7172.05000,  1.03659392
 7173.05000,  1.04390581
 7174.05000,  1.05325516
 7175.05000,  1.05952593
 7176.05000,  1.06069956
 7177.05000,  1.06334826
 7178.05000,  1.06110862
 7179.05000,  1.06098696
 7180.05000,  1.05803358
 7181.05000,  1.05105771
 7182.05000,  1.05081948
 7183.05000,  1.05018934
 7184.05000,  1.04402758
 7185.05000,  1.04236465
 7186.05000,  1.04326726
 7187.05000,  1.03947799
 7188.05000,  1.03355886
 7189.05000,  1.03381517
 7190.05000,  1.03073537
 7191.05000,  1.02663480
 7192.05000,  1.02542035
 7193.05000,  1.02055338
 7194.05000,  1.01881983
 7195.05000,  1.01131751
 7196.05000,  1.00885186
 7197.05000,  1.00684047
 7198.05000,  0.99917994
 7199.05000,  0.99628751
 7200.05000,  0.99287366
 7201.05000,  0.98948600
 7202.05000,  0.98650178
 7203.05000,  0.98320184
 7204.05000,  0.98099266
 7205.05000,  0.97988256
 7206.05000,  0.97881756
 7207.05000,  0.97948853
 7208.05000,  0.97779459
 7209.05000,  0.97892939
 7210.05000,  0.98455201
 7211.05000,  0.98340684
 7212.05000,  0.98366478
 7213.05000,  0.98418240
 7214.05000,  0.98880351
 7215.05000,  0.98745401
 7216.05000,  0.99098428
 7217.05000,  0.99319087
 7218.05000,  0.99244227
 7219.05000,  0.99525446
 7220.05000,  0.99100851
 7221.05000,  0.99074635
 7222.05000,  0.99271805
 7223.05000,  0.99075320
 7224.05000,  0.99025843
 7225.05000,  0.98855696
 7226.05000,  0.98561429
 7227.05000,  0.98437581
 7228.05000,  0.98447607
 7229.05000,  0.98248563
 7230.05000,  0.98332471
 7231.05000,  0.98443903
 7232.05000,  0.97933702
 7233.05000,  0.98359674
 7234.05000,  0.98254886
 7235.05000,  0.98357582
 7236.05000,  0.98621997
 7237.05000,  0.98375798
 7238.05000,  0.98904808
 7239.05000,  0.99267609
 7240.05000,  0.99224021
 7241.05000,  0.99872961
 7242.05000,  1.00126569
 7243.05000,  1.00666263
 7244.05000,  1.00954966
 7245.05000,  1.01071088
 7246.05000,  1.01323799
 7247.05000,  1.02276364
 7248.05000,  1.02043112
 7249.05000,  1.02244744
 7250.05000,  1.01943462
 7251.05000,  1.02169091
 7252.05000,  1.02551955
 7253.05000,  1.02349892
 7254.05000,  1.02814775
 7255.05000,  1.02990785
 7256.05000,  1.02149953
 7257.05000,  1.02606253
 7258.05000,  1.02398194
