#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flaky_gray_mix_Fe_2.001: FeXANES_GT15_flaky_gray_mix_Fe_2.001
#------------------------------------------
# energy, FeXANES_GT15_flaky_gray_mix_Fe_2.001
 7259.05000,  1.02499220
 7260.05000,  1.01816620
 7261.05000,  1.02415251
 7262.05000,  1.02145026
 7263.05000,  1.05648697
 7264.05000,  1.04522782
 7265.05000,  0.99324836
 7266.05000,  1.01509781
 7267.05000,  1.01602743
 7268.05000,  1.02187160
 7269.05000,  1.01273903
 7270.05000,  1.01083133
 7271.05000,  1.01417034
 7272.05000,  1.01524964
 7273.05000,  1.00648994
 7274.05000,  1.00545629
 7275.05000,  1.00507213
 7276.05000,  1.00264403
 7277.05000,  1.00587127
 7278.05000,  1.00333404
 7279.05000,  1.00138916
 7280.05000,  1.00688315
 7281.05000,  1.00298118
 7282.05000,  0.99926432
 7283.05000,  0.99597283
 7284.05000,  0.99774473
 7285.05000,  0.99249146
 7286.05000,  0.99266143
 7287.05000,  0.99219554
 7288.05000,  0.99263753
 7289.05000,  0.99009744
 7290.05000,  0.99202935
 7291.05000,  0.99199612
 7292.05000,  0.98901185
 7293.05000,  0.99184542
 7294.05000,  0.99021571
 7295.05000,  0.98957039
 7296.05000,  0.98921054
 7297.05000,  0.98755949
 7298.05000,  0.98653941
 7299.05000,  0.99123806
 7300.05000,  0.98856468
 7301.05000,  0.98764076
 7302.05000,  0.98923588
 7303.05000,  0.98655176
 7304.05000,  0.98909401
 7305.05000,  0.99089313
 7306.05000,  0.98856271
 7307.05000,  0.98733580
 7308.05000,  0.99186802
 7309.05000,  0.99100105
 7310.05000,  0.99615885
 7311.05000,  0.99331875
 7312.05000,  0.99386441
