#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_FeXRD_10.001: FeXANES_GT5_flaky2_FeXRD_10.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_FeXRD_10.001
 7032.05000,  0.00117175
 7037.05000,  8.19755e-4
 7042.05000,  4.43161e-4
 7047.05000,  1.86256e-4
 7052.05000,  1.39968e-4
 7057.05000, -2.03902e-4
 7062.05000, -4.12550e-4
 7067.05000, -3.15477e-4
 7072.05000, -5.56173e-4
 7077.05000, -2.07253e-4
 7082.05000,  1.72818e-4
 7087.05000,  7.53151e-4
 7092.05000,  8.63372e-4
 7097.05000,  0.00205340
 7102.05000,  0.00428353
 7102.35000,  0.00600424
 7102.65000,  0.00601854
 7102.95000,  0.00626692
 7103.25000,  0.00652770
 7103.55000,  0.00701850
 7103.85000,  0.00724119
 7104.15000,  0.00761325
 7104.45000,  0.00782132
 7104.75000,  0.00806014
 7105.05000,  0.00871322
 7105.35000,  0.00860007
 7105.65000,  0.00896847
 7105.95000,  0.00900663
 7106.25000,  0.00975690
 7106.55000,  0.01024075
 7106.85000,  0.01063395
 7107.15000,  0.01145795
 7107.45000,  0.01166522
 7107.75000,  0.01254930
 7108.05000,  0.01289110
 7108.35000,  0.01361007
 7108.65000,  0.01474939
 7108.95000,  0.01577972
 7109.25000,  0.01609751
 7109.55000,  0.01852600
 7109.85000,  0.02130220
 7110.15000,  0.02392630
 7110.45000,  0.02702910
 7110.75000,  0.03222971
 7111.05000,  0.03541783
 7111.35000,  0.03815553
 7111.65000,  0.04134422
 7111.95000,  0.04283475
 7112.25000,  0.04838330
 7112.55000,  0.05174664
 7112.85000,  0.05444696
 7113.15000,  0.05509363
 7113.45000,  0.05672703
 7113.75000,  0.05726974
 7114.05000,  0.05613491
 7114.35000,  0.05622679
 7114.65000,  0.05535472
 7114.95000,  0.05592020
 7115.25000,  0.05784914
 7115.55000,  0.06195959
 7115.85000,  0.06777912
 7116.15000,  0.07589490
 7116.45000,  0.08595614
 7116.75000,  0.09555447
 7117.05000,  0.11480310
 7117.35000,  0.13443080
 7117.65000,  0.15791480
 7117.95000,  0.17249446
 7118.25000,  0.21095263
 7118.55000,  0.25551273
 7118.85000,  0.28512643
 7119.15000,  0.33292789
 7119.45000,  0.33301764
 7119.75000,  0.40990910
 7120.05000,  0.44472036
 7120.35000,  0.47250889
 7120.65000,  0.51716693
 7120.95000,  0.54276455
 7121.25000,  0.56850199
 7121.55000,  0.61380470
 7121.85000,  0.65422233
 7122.15000,  0.70076652
 7122.45000,  0.76435192
 7122.75000,  0.80370176
 7123.05000,  0.86470960
 7123.35000,  0.92069092
 7123.65000,  0.98088899
 7123.95000,  1.02671666
 7124.25000,  1.05388832
 7124.55000,  1.09419049
 7124.85000,  1.12408611
 7125.15000,  1.15066777
 7125.45000,  1.17171965
 7125.75000,  1.20349420
 7126.05000,  1.23198087
 7126.35000,  1.25717245
 7126.65000,  1.28824915
 7126.95000,  1.32030795
 7127.25000,  1.34200595
 7127.55000,  1.36295255
 7127.85000,  1.38777083
 7128.15000,  1.41029390
 7128.45000,  1.42260695
 7128.75000,  1.43196140
 7129.05000,  1.44382396
 7129.35000,  1.44615399
 7129.65000,  1.44469773
 7129.95000,  1.43095805
 7130.25000,  1.42462970
 7130.55000,  1.40585091
 7130.85000,  1.39140680
 7131.15000,  1.37845459
 7131.45000,  1.36363341
 7131.75000,  1.35055438
 7132.05000,  1.33802119
 7133.05000,  1.29563587
 7134.05000,  1.23159660
 7135.05000,  1.20731737
 7136.05000,  1.16155928
 7137.05000,  1.11826957
 7138.05000,  1.10552241
 7139.05000,  1.09151751
 7140.05000,  1.08895319
 7141.05000,  1.07663585
 7142.05000,  1.06969353
 7143.05000,  1.05694821
 7144.05000,  1.05094239
 7145.05000,  1.03231026
 7146.05000,  1.01758298
 7147.05000,  0.99128345
 7148.05000,  0.96126596
 7149.05000,  0.94471395
 7150.05000,  0.92763606
 7151.05000,  0.90396998
 7152.05000,  0.89668839
 7153.05000,  0.89270337
 7154.05000,  0.89128208
 7155.05000,  0.88844564
 7156.05000,  0.88869687
 7157.05000,  0.88740562
 7158.05000,  0.89081517
 7159.05000,  0.89862770
 7160.05000,  0.89985302
 7161.05000,  0.90585086
 7162.05000,  0.91659874
 7163.05000,  0.92742812
 7164.05000,  0.94401933
 7165.05000,  0.95653925
 7166.05000,  0.96770389
 7167.05000,  0.98039640
 7168.05000,  0.99030210
 7169.05000,  1.00405403
 7170.05000,  1.01268220
 7171.05000,  1.02261045
 7172.05000,  1.03769433
 7173.05000,  1.04380486
 7174.05000,  1.05553579
 7175.05000,  1.06015446
 7176.05000,  1.06109506
 7177.05000,  1.06559653
 7178.05000,  1.06769759
 7179.05000,  1.06880099
 7180.05000,  1.06848973
 7181.05000,  1.07031564
 7182.05000,  1.06574131
 7183.05000,  1.06492905
 7184.05000,  1.06193878
 7185.05000,  1.05420733
 7186.05000,  1.05271082
 7187.05000,  1.04969469
 7188.05000,  1.04698160
 7189.05000,  1.04307760
 7190.05000,  1.03933678
 7191.05000,  1.03645096
 7192.05000,  1.03397908
 7193.05000,  1.03055573
 7194.05000,  1.02412537
 7195.05000,  1.01644993
 7196.05000,  1.00818014
 7197.05000,  1.00385350
 7198.05000,  1.00270340
 7199.05000,  0.99906312
 7200.05000,  0.99821693
 7201.05000,  0.99109274
 7202.05000,  0.99010183
 7203.05000,  0.98554220
 7204.05000,  0.98285371
 7205.05000,  0.98061757
 7206.05000,  0.97911035
 7207.05000,  0.98085476
 7208.05000,  0.97859162
 7209.05000,  0.97809570
 7210.05000,  0.97459939
 7211.05000,  0.97267771
 7212.05000,  0.96741496
 7213.05000,  0.97507257
 7214.05000,  0.97215785
 7215.05000,  0.97584061
 7216.05000,  0.97976908
 7217.05000,  0.97880630
 7218.05000,  0.98191809
 7219.05000,  0.98474448
 7220.05000,  0.98466998
 7221.05000,  0.98723608
 7222.05000,  0.98589413
 7223.05000,  0.98738815
 7224.05000,  0.98661572
 7225.05000,  0.98868304
 7226.05000,  0.98390361
 7227.05000,  0.98142920
 7228.05000,  0.98224026
 7229.05000,  0.98500971
 7230.05000,  0.98585791
 7231.05000,  0.98368570
 7232.05000,  0.98375720
 7233.05000,  0.98567095
 7234.05000,  0.98149031
 7235.05000,  0.98441425
 7236.05000,  0.98863359
 7237.05000,  0.99020842
 7238.05000,  0.99179833
 7239.05000,  0.99494936
 7240.05000,  1.00163170
 7241.05000,  1.00310435
 7242.05000,  1.00450232
 7243.05000,  1.00672521
 7244.05000,  1.00537845
 7245.05000,  1.00683764
 7246.05000,  1.01151091
 7247.05000,  1.01220321
 7248.05000,  1.01418569
 7249.05000,  1.02110175
 7250.05000,  1.01840155
 7251.05000,  1.02250654
 7252.05000,  1.02336179
 7253.05000,  1.02814701
 7254.05000,  1.03389097
 7255.05000,  1.03103346
 7256.05000,  1.02279893
 7257.05000,  1.02954416
 7258.05000,  1.02748331
 7259.05000,  1.02870132
 7260.05000,  1.02403413
 7261.05000,  1.02811072
 7262.05000,  1.02894870
 7263.05000,  1.03308857
 7264.05000,  1.02617912
 7265.05000,  1.02288500
 7266.05000,  1.02182223
 7267.05000,  1.01997296
 7268.05000,  1.02064226
 7269.05000,  1.00742345
 7270.05000,  1.01687725
 7271.05000,  1.01400032
 7272.05000,  1.01796468
 7273.05000,  1.01406132
 7274.05000,  1.01179012
 7275.05000,  1.00924556
 7276.05000,  1.00896074
 7277.05000,  1.00781774
 7278.05000,  1.00807739
 7279.05000,  1.00888230
 7280.05000,  1.00975282
 7281.05000,  1.00123911
 7282.05000,  0.99572615
 7283.05000,  0.99971750
 7284.05000,  0.99945680
 7285.05000,  1.00186802
 7286.05000,  1.00218104
 7287.05000,  0.99894669
 7288.05000,  0.99650353
 7289.05000,  0.99790210
 7290.05000,  0.99661936
 7291.05000,  0.99188694
 7292.05000,  0.99204369
 7293.05000,  0.99166078
 7294.05000,  0.99321923
 7295.05000,  0.98728550
 7296.05000,  0.98814632
 7297.05000,  0.99071696
 7298.05000,  0.98772627
 7299.05000,  0.98550186
 7300.05000,  0.98549297
 7301.05000,  0.98463545
 7302.05000,  0.98370255
 7303.05000,  0.98695835
 7304.05000,  0.98967044
 7305.05000,  0.98539137
 7306.05000,  0.98208372
 7307.05000,  0.98348212
 7308.05000,  0.98630260
 7309.05000,  0.98485621
 7310.05000,  0.98394662
 7311.05000,  0.98215217
 7312.05000,  0.98424883
