#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_concentric_gray3_Fe_7.001: FeXANES_GT5_concentric_gray3_Fe_7.001
#------------------------------------------
# energy, FeXANES_GT5_concentric_gray3_Fe_7.001
 7032.05000, -3.29219e-4
 7037.05000,  6.27711e-4
 7042.05000,  1.90047e-4
 7047.05000, -6.53124e-5
 7052.05000, -4.11806e-4
 7057.05000, -2.63548e-4
 7062.05000, -4.60366e-4
 7067.05000, -3.09523e-4
 7072.05000, -2.17843e-4
 7077.05000,  2.81717e-4
 7082.05000,  6.28925e-4
 7087.05000,  0.00281917
 7092.05000,  0.00499653
 7097.05000,  0.00849297
 7102.05000,  0.01469647
 7102.35000,  0.01481664
 7102.65000,  0.01541702
 7102.95000,  0.01626641
 7103.25000,  0.01674593
 7103.55000,  0.01744969
 7103.85000,  0.01803709
 7104.15000,  0.01861634
 7104.45000,  0.01904800
 7104.75000,  0.01999012
 7105.05000,  0.02078146
 7105.35000,  0.02188602
 7105.65000,  0.02248681
 7105.95000,  0.02346325
 7106.25000,  0.02430842
 7106.55000,  0.02566680
 7106.85000,  0.02607843
 7107.15000,  0.02802124
 7107.45000,  0.02918267
 7107.75000,  0.03053442
 7108.05000,  0.03211516
 7108.35000,  0.03359048
 7108.65000,  0.03698082
 7108.95000,  0.03945700
 7109.25000,  0.04187448
 7109.55000,  0.04708235
 7109.85000,  0.04960091
 7110.15000,  0.05810697
 7110.45000,  0.06707940
 7110.75000,  0.07996049
 7111.05000,  0.08909523
 7111.35000,  0.10627134
 7111.65000,  0.12375548
 7111.95000,  0.14699469
 7112.25000,  0.16973907
 7112.55000,  0.18309004
 7112.85000,  0.19606566
 7113.15000,  0.19552887
 7113.45000,  0.19078506
 7113.75000,  0.18559349
 7114.05000,  0.18275121
 7114.35000,  0.18155014
 7114.65000,  0.18254692
 7114.95000,  0.18376768
 7115.25000,  0.18839921
 7115.55000,  0.19197787
 7115.85000,  0.20061445
 7116.15000,  0.21094476
 7116.45000,  0.21186123
 7116.75000,  0.23299476
 7117.05000,  0.25617492
 7117.35000,  0.27728682
 7117.65000,  0.30088947
 7117.95000,  0.32643802
 7118.25000,  0.34837548
 7118.55000,  0.38999051
 7118.85000,  0.43762407
 7119.15000,  0.47948527
 7119.45000,  0.51279861
 7119.75000,  0.56932360
 7120.05000,  0.59361344
 7120.35000,  0.63373923
 7120.65000,  0.68199232
 7120.95000,  0.72550344
 7121.25000,  0.75612723
 7121.55000,  0.78801544
 7121.85000,  0.81468773
 7122.15000,  0.83459510
 7122.45000,  0.85936829
 7122.75000,  0.88764799
 7123.05000,  0.90957423
 7123.35000,  0.93279686
 7123.65000,  0.95191485
 7123.95000,  0.96884215
 7124.25000,  0.98208081
 7124.55000,  0.99615263
 7124.85000,  1.00332460
 7125.15000,  1.01673682
 7125.45000,  1.02129594
 7125.75000,  1.03486816
 7126.05000,  1.04603004
 7126.35000,  1.05653697
 7126.65000,  1.06477342
 7126.95000,  1.07298948
 7127.25000,  1.08167855
 7127.55000,  1.09261663
 7127.85000,  1.10288321
 7128.15000,  1.11031407
 7128.45000,  1.11970785
 7128.75000,  1.12291754
 7129.05000,  1.12987635
 7129.35000,  1.13250756
 7129.65000,  1.13303903
 7129.95000,  1.13530942
 7130.25000,  1.13483479
 7130.55000,  1.13325768
 7130.85000,  1.12778567
 7131.15000,  1.12694063
 7131.45000,  1.12626549
 7131.75000,  1.11918120
 7132.05000,  1.11795999
 7133.05000,  1.09950461
 7134.05000,  1.08455605
 7135.05000,  1.07527253
 7136.05000,  1.06437168
 7137.05000,  1.05586868
 7138.05000,  1.05106739
 7139.05000,  1.04251876
 7140.05000,  1.03423562
 7141.05000,  1.03265295
 7142.05000,  1.02654044
 7143.05000,  1.02907518
 7144.05000,  1.03002823
 7145.05000,  1.03088233
 7146.05000,  1.02328116
 7147.05000,  1.01493027
 7148.05000,  1.00487911
